短期预测湿度 shift 60,短期预测风速 shift 60,短期预测温度 shift 60,短期预测气压 shift 60,短期预测风向sin shift 60,短期预测风向cos shift 60,实际功率,实际风速,HourOfDay
87,9.2,14.3,1022,0.573576436351046,0.8191520442889918,20.19,8.65,9
87,9.1,14.2,1022,0.5299192642332049,0.848048096156426,16.57,7.44,10
87,9.1,14.1,1022,0.5150380749100542,0.8571673007021123,25.07,9.52,11
87,9.0,14.0,1022,0.5446390350150271,0.838670567945424,29.3,9.45,12
88,9.1,13.7,1022,0.6018150231520483,0.7986355100472928,27.59,9.01,13
87,9.3,13.5,1022,0.6156614753256582,0.788010753606722,29.23,9.35,14
87,9.5,13.4,1022,0.6156614753256582,0.788010753606722,35.58,10.72,15
86,9.6,13.3,1022,0.5877852522924731,0.8090169943749475,38.16,11.0,16
86,9.8,13.2,1022,0.5446390350150271,0.838670567945424,38.6,11.01,17
86,9.7,13.1,1023,0.4999999999999999,0.8660254037844387,35.85,10.8,18
85,9.7,13.1,1023,0.4694715627858908,0.882947592858927,34.14,10.36,19
83,9.8,13.4,1024,0.484809620246337,0.8746197071393957,40.54,11.49,20
81,10.1,13.8,1024,0.5299192642332049,0.848048096156426,28.42,9.43,21
78,10.5,14.3,1024,0.573576436351046,0.8191520442889918,31.47,10.35,22
76,10.9,14.8,1024,0.6156614753256582,0.788010753606722,33.13,11.28,23
76,11.1,15.0,1023,0.6156614753256582,0.788010753606722,28.76,9.58,0
76,11.3,15.0,1023,0.6156614753256582,0.788010753606722,33.55,10.58,1
77,11.3,14.9,1022,0.5877852522924731,0.8090169943749475,27.16,9.15,2
78,11.3,14.7,1022,0.573576436351046,0.8191520442889918,26.94,9.37,3
79,11.3,14.4,1022,0.5591929034707469,0.8290375725550417,25.93,9.59,4
80,11.3,14.1,1022,0.5446390350150271,0.838670567945424,23.71,8.75,5
82,11.4,13.9,1022,0.5299192642332049,0.848048096156426,15.47,7.28,6
82,11.4,13.8,1023,0.5150380749100542,0.8571673007021123,13.45,7.27,7
83,11.4,13.7,1023,0.4999999999999999,0.8660254037844387,19.02,7.82,8
83,11.2,13.7,1023,0.484809620246337,0.8746197071393957,14.22,7.19,9
83,10.9,13.6,1023,0.4694715627858908,0.882947592858927,18.77,7.83,10
83,10.6,13.6,1023,0.4694715627858908,0.882947592858927,10.85,6.71,11
83,10.5,13.6,1023,0.4539904997395467,0.8910065241883679,5.81,5.65,12
84,10.7,13.3,1022,0.4694715627858908,0.882947592858927,2.95,5.04,13
84,10.8,13.3,1022,0.484809620246337,0.8746197071393957,1.4,4.24,14
84,10.7,13.3,1022,0.484809620246337,0.8746197071393957,0.2,3.16,15
85,10.6,13.2,1022,0.4694715627858908,0.882947592858927,-0.18,2.72,16
85,10.3,13.1,1022,0.4539904997395467,0.8910065241883679,-0.16,2.07,17
85,10.0,12.9,1022,0.4383711467890774,0.898794046299167,-0.03,2.53,18
85,9.9,12.9,1023,0.4383711467890774,0.898794046299167,0.93,3.71,19
83,9.7,13.2,1023,0.4383711467890774,0.898794046299167,0.58,3.6,20
80,9.7,14.0,1023,0.4694715627858908,0.882947592858927,-0.16,1.3,21
77,9.6,14.9,1023,0.5150380749100542,0.8571673007021123,-0.15,2.18,22
75,9.4,15.8,1023,0.5299192642332049,0.848048096156426,-0.16,1.08,23
74,9.1,16.1,1022,0.5446390350150271,0.838670567945424,-0.16,1.04,0
74,8.8,16.3,1021,0.5591929034707469,0.8290375725550417,-0.15,0.89,1
75,8.4,16.2,1020,0.5591929034707469,0.8290375725550417,-0.16,1.88,2
76,8.3,16.1,1020,0.5591929034707469,0.8290375725550417,-0.17,1.87,3
78,8.3,15.9,1020,0.5591929034707469,0.8290375725550417,-0.15,2.18,4
81,8.5,15.4,1021,0.5591929034707469,0.8290375725550417,-0.16,2.29,5
84,8.8,14.8,1021,0.5591929034707469,0.8290375725550417,0.19,3.26,6
86,9.1,14.2,1022,0.5591929034707469,0.8290375725550417,2.57,4.58,7
87,9.2,13.7,1022,0.5446390350150271,0.838670567945424,2.88,4.72,8
87,9.0,13.5,1022,0.484809620246337,0.8746197071393957,6.45,5.79,9
85,8.9,13.5,1022,0.4226182617406994,0.90630778703665,6.52,5.95,10
85,8.7,13.6,1022,0.374606593415912,0.9271838545667874,7.55,6.14,11
84,8.6,13.7,1022,0.3583679495453002,0.9335804264972016,11.35,6.84,12
86,9.2,13.7,1021,0.5446390350150271,0.838670567945424,10.9,6.76,13
85,9.3,13.7,1021,0.5446390350150271,0.838670567945424,11.21,6.92,14
84,9.3,13.7,1021,0.5299192642332049,0.848048096156426,11.48,7.25,15
84,9.5,13.8,1021,0.5150380749100542,0.8571673007021123,11.91,7.14,16
84,9.6,13.8,1021,0.5150380749100542,0.8571673007021123,15.25,7.55,17
84,9.9,13.7,1022,0.5446390350150271,0.838670567945424,22.31,8.77,18
84,10.3,13.7,1022,0.573576436351046,0.8191520442889918,17.95,8.12,19
83,10.7,13.9,1023,0.5877852522924731,0.8090169943749475,20.1,8.16,20
80,10.9,14.3,1024,0.5877852522924731,0.8090169943749475,17.01,8.17,21
79,11.0,14.8,1024,0.5877852522924731,0.8090169943749475,13.48,6.99,22
77,11.0,15.2,1024,0.573576436351046,0.8191520442889918,13.62,7.35,23
77,11.1,15.4,1023,0.5877852522924731,0.8090169943749475,14.91,7.68,0
77,11.1,15.4,1022,0.5877852522924731,0.8090169943749475,8.97,7.04,1
78,11.2,15.3,1021,0.5877852522924731,0.8090169943749475,12.23,7.0,2
78,11.2,15.1,1021,0.5877852522924731,0.8090169943749475,16.77,7.9,3
79,11.2,14.7,1021,0.5877852522924731,0.8090169943749475,27.54,9.65,4
80,11.4,14.4,1022,0.573576436351046,0.8191520442889918,18.27,8.15,5
82,11.8,14.1,1022,0.5591929034707469,0.8290375725550417,15.64,7.52,6
83,12.2,13.9,1023,0.5446390350150271,0.838670567945424,22.71,9.02,7
84,12.6,13.7,1023,0.5299192642332049,0.848048096156426,23.79,8.54,8
84,12.7,13.6,1023,0.5299192642332049,0.848048096156426,32.03,9.95,9
84,12.7,13.6,1024,0.5150380749100542,0.8571673007021123,39.23,11.15,10
84,12.8,13.5,1024,0.5150380749100542,0.8571673007021123,39.15,12.03,11
84,12.8,13.3,1024,0.4999999999999999,0.8660254037844387,38.01,11.06,12
83,12.6,12.9,1024,0.5150380749100542,0.8571673007021123,38.11,11.95,13
83,12.7,12.6,1024,0.5150380749100542,0.8571673007021123,40.74,12.48,14
83,12.7,12.3,1024,0.4999999999999999,0.8660254037844387,40.52,11.14,15
83,12.7,12.0,1024,0.4999999999999999,0.8660254037844387,36.58,11.48,16
83,12.7,11.8,1024,0.4999999999999999,0.8660254037844387,22.55,9.26,17
82,12.6,11.6,1024,0.4999999999999999,0.8660254037844387,20.07,8.65,18
81,12.5,11.6,1025,0.4999999999999999,0.8660254037844387,14.56,7.27,19
80,12.5,11.6,1025,0.484809620246337,0.8746197071393957,22.35,9.09,20
79,12.5,11.8,1025,0.4694715627858908,0.882947592858927,19.32,8.15,21
77,12.5,12.1,1026,0.4539904997395467,0.8910065241883679,20.31,8.25,22
75,12.4,12.6,1025,0.4539904997395467,0.8910065241883679,19.15,7.65,23
73,12.3,13.3,1024,0.484809620246337,0.8746197071393957,17.54,7.88,0
72,11.9,14.1,1022,0.5150380749100542,0.8571673007021123,14.41,7.33,1
72,11.7,14.5,1021,0.5446390350150271,0.838670567945424,20.45,8.68,2
74,11.3,14.5,1021,0.5446390350150271,0.838670567945424,25.98,9.51,3
75,11.1,14.2,1021,0.5299192642332049,0.848048096156426,27.12,8.63,4
76,11.0,13.8,1022,0.5150380749100542,0.8571673007021123,15.39,7.73,5
78,11.2,13.4,1023,0.4999999999999999,0.8660254037844387,22.05,8.62,6
78,11.2,13.2,1023,0.484809620246337,0.8746197071393957,21.27,9.3,7
79,11.3,13.1,1023,0.484809620246337,0.8746197071393957,14.3,7.1,8
79,11.0,13.1,1023,0.4539904997395467,0.8910065241883679,19.31,8.11,9
79,10.7,13.3,1023,0.4383711467890774,0.898794046299167,21.68,8.32,10
80,10.3,13.4,1022,0.4067366430758001,0.9135454576426008,13.13,7.22,11
80,10.0,13.5,1021,0.374606593415912,0.9271838545667874,12.11,7.14,12
82,9.8,13.1,1021,0.3907311284892737,0.9205048534524404,15.33,7.3,13
82,9.3,13.2,1021,0.3583679495453002,0.9335804264972016,12.91,6.85,14
83,9.0,13.3,1021,0.3420201433256687,0.9396926207859084,14.42,7.18,15
83,8.7,13.4,1020,0.3255681544571566,0.9455185755993168,10.26,6.66,16
84,8.2,13.4,1020,0.3090169943749474,0.9510565162951536,7.3,6.08,17
84,7.7,13.5,1020,0.3420201433256687,0.9396926207859084,10.92,6.58,18
84,7.2,13.7,1021,0.3583679495453002,0.9335804264972016,9.08,6.67,19
82,6.9,14.4,1021,0.3907311284892737,0.9205048534524404,7.81,6.04,20
81,6.6,15.5,1021,0.4226182617406994,0.90630778703665,3.75,5.26,21
79,6.5,16.9,1021,0.4539904997395467,0.8910065241883679,1.11,3.73,22
77,6.2,18.0,1021,0.5299192642332049,0.848048096156426,3.41,4.93,23
77,5.9,18.7,1020,0.6691306063588582,0.7431448254773942,1.64,4.1,0
76,5.8,18.9,1019,0.788010753606722,0.6156614753256583,0.63,3.75,1
78,6.2,18.8,1018,0.8480480961564261,0.5299192642332049,2.97,4.66,2
80,6.9,18.2,1018,0.8571673007021122,0.5150380749100543,3.58,4.94,3
83,7.9,17.6,1018,0.8090169943749475,0.5877852522924731,4.33,5.39,4
85,8.6,17.0,1018,0.766044443118978,0.6427876096865394,6.27,5.78,5
86,9.1,16.4,1018,0.7193398003386511,0.6946583704589974,10.2,6.55,6
87,9.4,15.9,1019,0.6946583704589973,0.7193398003386512,17.18,8.46,7
87,9.3,15.6,1019,0.6560590289905072,0.754709580222772,24.48,8.71,8
88,9.0,15.6,1020,0.6293203910498374,0.7771459614569709,35.33,10.57,9
88,8.5,15.6,1020,0.5877852522924731,0.8090169943749475,31.62,9.39,10
88,8.2,15.7,1020,0.5446390350150271,0.838670567945424,36.54,10.73,11
88,8.0,15.7,1019,0.5299192642332049,0.848048096156426,35.92,10.24,12
87,8.5,14.7,1021,0.5446390350150271,0.838670567945424,37.04,10.55,13
87,8.3,14.7,1020,0.5299192642332049,0.848048096156426,30.75,9.77,14
87,8.2,14.7,1019,0.5446390350150271,0.838670567945424,31.82,10.17,15
87,8.2,14.7,1019,0.573576436351046,0.8191520442889918,37.89,11.3,16
87,8.2,14.6,1019,0.5877852522924731,0.8090169943749475,40.62,11.38,17
86,8.1,14.6,1019,0.5877852522924731,0.8090169943749475,42.68,12.14,18
86,7.9,14.8,1020,0.6018150231520483,0.7986355100472928,30.77,10.16,19
85,7.5,15.1,1020,0.5877852522924731,0.8090169943749475,35.8,10.84,20
84,6.9,15.7,1020,0.5446390350150271,0.838670567945424,28.17,9.19,21
82,6.1,16.5,1020,0.5299192642332049,0.848048096156426,30.8,9.69,22
80,4.9,17.3,1020,0.484809620246337,0.8746197071393957,29.55,9.66,23
80,3.2,18.0,1019,0.4694715627858908,0.882947592858927,36.16,10.55,0
80,1.5,18.5,1018,0.5299192642332049,0.848048096156426,30.56,9.35,1
82,0.7,18.6,1017,1.0,6.123233995736766e-17,33.9,10.63,2
84,1.3,18.4,1016,0.9510565162951536,-0.3090169943749473,37.93,12.15,3
86,2.1,17.8,1016,0.9702957262759964,-0.2419218955996677,40.13,12.11,4
89,2.8,17.2,1016,0.9945218953682734,-0.1045284632676533,38.74,12.93,5
92,3.0,16.6,1016,0.9975640502598242,-0.0697564737441253,34.74,11.73,6
94,2.8,16.0,1017,0.9993908270190958,-0.0348994967025007,29.43,9.79,7
95,2.2,15.5,1017,1.0,6.123233995736766e-17,33.67,11.03,8
96,1.2,15.1,1017,1.0,6.123233995736766e-17,29.3,9.8,9
97,0.0,14.9,1017,0.0,1.0,32.2,10.78,10
97,1.0,14.7,1017,-1.0,-1.8369701987210294e-16,39.04,10.96,11
97,1.8,14.7,1017,-1.0,-1.8369701987210294e-16,33.43,10.07,12
94,4.6,14.0,1018,0.6560590289905072,0.754709580222772,28.04,9.69,13
94,4.5,13.9,1018,0.6293203910498374,0.7771459614569709,30.97,10.49,14
94,4.6,13.9,1018,0.6018150231520483,0.7986355100472928,32.19,10.45,15
93,4.9,14.0,1018,0.6156614753256582,0.788010753606722,26.59,9.06,16
93,5.2,14.1,1018,0.6427876096865393,0.766044443118978,29.99,9.79,17
92,5.5,14.4,1018,0.7193398003386511,0.6946583704589974,17.27,7.65,18
90,5.8,14.7,1019,0.788010753606722,0.6156614753256583,18.0,7.78,19
87,6.1,15.2,1019,0.7986355100472928,0.6018150231520484,17.15,7.86,20
84,6.3,16.1,1020,0.7771459614569708,0.6293203910498375,24.1,8.51,21
80,6.6,17.0,1020,0.7313537016191705,0.6819983600624985,12.84,6.98,22
77,6.9,17.7,1020,0.7193398003386511,0.6946583704589974,9.59,6.33,23
77,7.3,17.9,1019,0.7431448254773941,0.6691306063588582,6.46,5.7,0
78,7.8,17.7,1019,0.7771459614569708,0.6293203910498375,7.3,5.62,1
80,8.4,17.2,1018,0.8191520442889918,0.573576436351046,4.85,5.12,2
82,9.0,16.6,1018,0.8386705679454239,0.5446390350150272,1.55,3.98,3
84,9.5,15.9,1018,0.8386705679454239,0.5446390350150272,1.45,3.81,4
85,9.8,15.3,1019,0.8290375725550417,0.5591929034707468,1.71,3.53,5
86,9.9,14.8,1019,0.788010753606722,0.6156614753256583,0.96,3.1,6
86,9.8,14.4,1020,0.7193398003386511,0.6946583704589974,0.96,3.15,7
86,9.9,14.1,1020,0.6427876096865393,0.766044443118978,-0.03,2.81,8
86,9.9,14.0,1020,0.5877852522924731,0.8090169943749475,0.17,2.69,9
86,9.9,13.9,1021,0.5591929034707469,0.8290375725550417,3.68,4.43,10
86,9.7,13.9,1021,0.5299192642332049,0.848048096156426,4.9,5.02,11
86,9.7,13.9,1021,0.4999999999999999,0.8660254037844387,2.62,4.12,12
85,9.9,13.6,1020,0.4999999999999999,0.8660254037844387,2.11,4.15,13
85,10.1,13.5,1020,0.4999999999999999,0.8660254037844387,4.7,5.05,14
85,10.0,13.3,1020,0.5150380749100542,0.8571673007021123,2.88,4.39,15
85,9.8,13.1,1020,0.5150380749100542,0.8571673007021123,3.58,4.86,16
85,9.6,12.9,1020,0.5150380749100542,0.8571673007021123,1.55,3.71,17
85,9.6,12.7,1020,0.5150380749100542,0.8571673007021123,6.58,5.68,18
84,9.7,12.7,1021,0.4999999999999999,0.8660254037844387,8.62,6.41,19
81,9.7,13.0,1021,0.5299192642332049,0.848048096156426,5.84,5.6,20
78,9.5,13.5,1021,0.5591929034707469,0.8290375725550417,12.31,6.93,21
75,9.2,14.2,1021,0.6018150231520483,0.7986355100472928,4.09,5.4,22
73,9.0,14.8,1021,0.6293203910498374,0.7771459614569709,5.16,5.75,23
72,8.9,15.1,1020,0.6427876096865393,0.766044443118978,3.88,5.02,0
73,9.0,15.2,1020,0.6691306063588582,0.7431448254773942,4.95,5.41,1
74,9.1,15.0,1019,0.6946583704589973,0.7193398003386512,4.63,5.19,2
76,9.3,14.4,1019,0.7193398003386511,0.6946583704589974,4.22,4.94,3
78,9.8,13.8,1019,0.7313537016191705,0.6819983600624985,2.91,4.66,4
80,10.1,13.3,1020,0.7193398003386511,0.6946583704589974,2.5,4.6,5
81,10.6,12.8,1020,0.6819983600624985,0.7313537016191706,1.66,4.11,6
82,11.1,12.4,1021,0.6427876096865393,0.766044443118978,1.7,4.14,7
82,11.4,12.2,1021,0.6018150231520483,0.7986355100472928,1.38,3.93,8
82,11.3,12.1,1021,0.573576436351046,0.8191520442889918,1.55,4.2,9
82,11.1,12.1,1022,0.5446390350150271,0.838670567945424,0.6,3.56,10
81,10.8,12.1,1022,0.5150380749100542,0.8571673007021123,0.58,3.4,11
81,10.7,12.0,1022,0.484809620246337,0.8746197071393957,-0.18,2.33,12
79,10.6,11.7,1020,0.4226182617406994,0.90630778703665,-0.15,1.46,13
79,10.6,11.5,1020,0.4067366430758001,0.9135454576426008,-0.15,1.22,14
79,10.8,11.4,1020,0.4226182617406994,0.90630778703665,0.79,3.4,15
79,10.9,11.2,1020,0.4226182617406994,0.90630778703665,2.08,4.14,16
80,10.7,11.1,1020,0.4226182617406994,0.90630778703665,3.06,3.83,17
80,10.0,10.9,1021,0.3907311284892737,0.9205048534524404,0.74,3.36,18
79,9.4,11.0,1021,0.374606593415912,0.9271838545667874,-0.2,2.99,19
77,9.0,11.3,1022,0.3907311284892737,0.9205048534524404,-0.18,1.59,20
75,9.3,12.2,1022,0.484809620246337,0.8746197071393957,-0.16,0.55,21
72,9.7,13.2,1022,0.573576436351046,0.8191520442889918,-0.15,1.17,22
70,10.0,14.2,1022,0.6156614753256582,0.788010753606722,-0.17,0.66,23
69,9.8,15.0,1021,0.6427876096865393,0.766044443118978,-0.18,1.64,0
68,9.4,15.4,1020,0.6560590289905072,0.754709580222772,-0.16,1.42,1
70,9.1,15.5,1019,0.6819983600624985,0.7313537016191706,-0.14,1.88,2
73,9.4,15.0,1019,0.7193398003386511,0.6946583704589974,-0.13,2.03,3
76,10.0,14.4,1019,0.754709580222772,0.6560590289905073,-0.15,2.51,4
80,10.4,13.8,1019,0.754709580222772,0.6560590289905073,0.22,3.78,5
82,10.4,13.2,1019,0.7071067811865476,0.7071067811865476,1.84,4.44,6
84,10.3,12.7,1020,0.6156614753256582,0.788010753606722,4.58,5.37,7
86,10.1,12.4,1020,0.5446390350150271,0.838670567945424,0.68,3.28,8
85,10.0,12.2,1020,0.484809620246337,0.8746197071393957,4.0,5.07,9
85,9.8,12.1,1020,0.4539904997395467,0.8910065241883679,3.93,5.23,10
84,9.6,12.0,1020,0.4383711467890774,0.898794046299167,7.66,5.94,11
82,9.4,12.0,1020,0.4226182617406994,0.90630778703665,15.87,8.11,12
78,8.4,13.5,1020,0.4226182617406994,0.90630778703665,19.46,8.63,13
78,8.0,13.7,1019,0.4067366430758001,0.9135454576426008,28.51,9.92,14
78,7.6,13.8,1018,0.3907311284892737,0.9205048534524404,31.04,10.78,15
80,7.2,13.9,1018,0.3583679495453002,0.9335804264972016,34.97,11.23,16
82,7.0,13.9,1018,0.3420201433256687,0.9396926207859084,34.46,11.59,17
83,7.2,13.7,1019,0.3420201433256687,0.9396926207859084,33.03,10.87,18
84,7.3,13.7,1019,0.374606593415912,0.9271838545667874,30.66,10.02,19
83,7.5,13.9,1020,0.3907311284892737,0.9205048534524404,17.67,7.93,20
80,7.5,14.8,1020,0.4226182617406994,0.90630778703665,21.81,8.61,21
77,7.3,15.8,1020,0.4383711467890774,0.898794046299167,21.92,9.26,22
76,7.1,16.7,1020,0.484809620246337,0.8746197071393957,27.18,9.63,23
76,6.9,17.0,1020,0.5446390350150271,0.838670567945424,24.59,9.99,0
77,6.8,17.0,1019,0.5877852522924731,0.8090169943749475,24.65,9.25,1
78,7.3,16.6,1019,0.6293203910498374,0.7771459614569709,26.26,10.18,2
80,8.3,16.0,1019,0.6427876096865393,0.766044443118978,24.05,8.88,3
82,9.5,15.4,1020,0.6293203910498374,0.7771459614569709,20.33,8.93,4
85,10.6,14.9,1020,0.6156614753256582,0.788010753606722,18.11,8.43,5
87,11.4,14.4,1020,0.6018150231520483,0.7986355100472928,17.17,7.83,6
88,11.9,14.0,1021,0.573576436351046,0.8191520442889918,14.36,7.56,7
89,12.2,13.7,1021,0.5591929034707469,0.8290375725550417,11.84,7.4,8
89,12.3,13.5,1021,0.5446390350150271,0.838670567945424,9.69,6.63,9
88,12.4,13.3,1022,0.5299192642332049,0.848048096156426,11.92,7.16,10
88,12.7,13.0,1022,0.5150380749100542,0.8571673007021123,9.52,6.88,11
88,13.2,12.6,1022,0.4999999999999999,0.8660254037844387,10.29,6.13,12
82,13.6,11.9,1022,0.5446390350150271,0.838670567945424,10.87,6.67,13
81,13.2,11.7,1022,0.5591929034707469,0.8290375725550417,18.98,8.45,14
80,13.1,11.5,1022,0.5446390350150271,0.838670567945424,29.17,10.03,15
79,13.1,11.2,1021,0.5299192642332049,0.848048096156426,26.44,9.58,16
78,13.0,11.0,1021,0.5150380749100542,0.8571673007021123,27.17,8.84,17
76,13.0,10.8,1022,0.4999999999999999,0.8660254037844387,29.64,9.51,18
74,13.0,10.7,1022,0.4999999999999999,0.8660254037844387,33.26,10.71,19
73,13.0,10.9,1023,0.4999999999999999,0.8660254037844387,35.57,11.13,20
73,13.1,11.1,1023,0.484809620246337,0.8746197071393957,31.06,10.43,21
74,13.1,11.3,1023,0.484809620246337,0.8746197071393957,35.51,10.66,22
74,13.3,11.5,1022,0.4694715627858908,0.882947592858927,34.68,10.7,23
75,13.6,11.4,1021,0.484809620246337,0.8746197071393957,28.57,9.65,0
75,13.7,11.2,1020,0.484809620246337,0.8746197071393957,26.02,9.68,1
76,13.3,10.9,1020,0.484809620246337,0.8746197071393957,24.64,9.02,2
78,12.6,10.8,1020,0.484809620246337,0.8746197071393957,21.17,8.33,3
80,11.9,10.7,1020,0.484809620246337,0.8746197071393957,21.08,8.66,4
82,11.4,10.5,1021,0.4539904997395467,0.8910065241883679,11.87,7.09,5
84,11.5,10.2,1021,0.4383711467890774,0.898794046299167,17.04,7.89,6
85,12.0,9.9,1022,0.4067366430758001,0.9135454576426008,16.17,7.68,7
86,12.4,9.7,1022,0.4067366430758001,0.9135454576426008,28.64,10.54,8
86,12.4,9.6,1022,0.4067366430758001,0.9135454576426008,24.42,9.2,9
85,12.1,9.6,1022,0.4383711467890774,0.898794046299167,22.57,8.69,10
84,11.9,9.6,1022,0.4539904997395467,0.8910065241883679,20.07,8.25,11
83,11.7,9.5,1022,0.4383711467890774,0.898794046299167,19.8,9.04,12
81,11.1,10.1,1023,0.4383711467890774,0.898794046299167,18.82,8.0,13
81,11.0,10.1,1022,0.4383711467890774,0.898794046299167,14.39,7.59,14
81,11.3,10.1,1021,0.4539904997395467,0.8910065241883679,14.84,7.82,15
80,11.6,10.0,1021,0.484809620246337,0.8746197071393957,30.37,9.49,16
80,11.7,9.8,1021,0.5150380749100542,0.8571673007021123,25.95,8.23,17
79,11.5,9.6,1022,0.5150380749100542,0.8571673007021123,20.98,8.24,18
77,10.9,9.7,1023,0.5150380749100542,0.8571673007021123,12.41,7.39,19
74,10.4,10.0,1024,0.4999999999999999,0.8660254037844387,10.9,7.05,20
71,10.1,10.9,1024,0.4999999999999999,0.8660254037844387,17.47,8.3,21
69,9.9,11.9,1024,0.5299192642332049,0.848048096156426,5.62,5.64,22
68,10.0,12.8,1024,0.5877852522924731,0.8090169943749475,9.57,6.6,23
68,10.2,13.3,1023,0.6427876096865393,0.766044443118978,5.2,5.28,0
68,10.7,13.4,1022,0.7071067811865476,0.7071067811865476,0.29,3.23,1
69,11.3,13.3,1022,0.7431448254773941,0.6691306063588582,3.3,4.53,2
69,11.8,12.9,1022,0.7431448254773941,0.6691306063588582,2.05,4.22,3
