时间,短期预测湿度,实际功率,短期预测风速,实际风速,短期预测风向,短期预测温度,短期预测气压
2018/7/1 0:00,92,-0.22,4.9,3.02,224,27.1,1004
2018/7/1 0:15,96,-0.21,0.8,2.9,150,26.5,1004
2018/7/1 0:30,96,-0.21,0.8,2.27,140,26.5,1004
2018/7/1 0:45,96,-0.19,0.8,2.48,140,26.5,1003
2018/7/1 1:00,96,-0.18,0.7,2.43,135,26.4,1003
2018/7/1 1:15,96,-0.17,0.7,2.44,135,26.3,1003
2018/7/1 1:30,97,-0.16,0.7,1.98,135,26.3,1003
2018/7/1 1:45,97,-0.16,0.7,1.1,135,26.3,1003
2018/7/1 2:00,97,-0.15,0.8,1.25,140,26.2,1003
2018/7/1 2:15,97,-0.15,0.8,1.2,140,26.2,1003
2018/7/1 2:30,97,-0.14,0.7,0.83,146,26.1,1003
2018/7/1 2:45,97,-0.16,0.8,0.56,157,26.1,1003
2018/7/1 3:00,97,-0.14,0.9,0.58,159,26.1,1003
2018/7/1 3:15,96,-0.17,0.8,0.64,166,26.1,1003
2018/7/1 3:30,96,-0.16,0.8,1.43,173,26.1,1003
2018/7/1 3:45,96,-0.14,0.9,1.33,174,26.1,1003
2018/7/1 4:00,95,-0.15,0.9,0.85,180,26.1,1003
2018/7/1 4:15,95,-0.15,1,0.9,180,26.1,1003
2018/7/1 4:30,94,-0.14,1,0.84,180,26.2,1003
2018/7/1 4:45,94,-0.14,1,1.1,180,26.2,1003
2018/7/1 5:00,94,-0.14,1,1.2,180,26.3,1003
2018/7/1 5:15,94,-0.15,0.9,0.71,180,26.3,1003
2018/7/1 5:30,94,-0.14,0.8,0.95,180,26.4,1003
2018/7/1 5:45,93,-0.14,0.8,0.76,180,26.5,1003
2018/7/1 6:00,93,-0.14,0.7,1.45,180,26.6,1003
2018/7/1 6:15,93,-0.17,0.6,1.88,171,26.7,1004
2018/7/1 6:30,92,-0.14,0.5,2.28,169,26.8,1004
2018/7/1 6:45,92,-0.16,0.4,3.21,166,26.9,1004
2018/7/1 7:00,92,-0.1,0.3,3.25,162,27,1004
2018/7/1 7:15,91,-0.07,0.2,2.99,153,27.1,1004
2018/7/1 7:30,90,-0.17,0.2,2.57,153,27.2,1004
2018/7/1 7:45,90,-0.15,0.1,3.12,180,27.3,1004
2018/7/1 8:00,89,-0.15,0,2.46,0,27.4,1004
2018/7/1 8:15,88,-0.16,0.1,2.43,270,27.5,1004
2018/7/1 8:30,88,-0.16,0.2,2.43,243,27.6,1004
2018/7/1 8:45,88,-0.15,0.3,2.77,252,27.7,1004
2018/7/1 9:00,87,-0.15,0.4,2.66,243,27.8,1004
2018/7/1 9:15,86,-0.08,0.6,3.38,239,27.9,1004
2018/7/1 9:30,86,0.95,0.9,3.56,234,28,1004
2018/7/1 9:45,86,0.38,1.1,3.65,232,28.1,1004
2018/7/1 10:00,85,0.1,1.3,3.02,228,28.2,1004
2018/7/1 10:15,85,-0.16,1.5,2.19,222,28.3,1004
2018/7/1 10:30,84,-0.15,1.7,2.19,216,28.4,1004
2018/7/1 10:45,84,-0.15,2,2.28,213,28.5,1004
2018/7/1 11:00,84,-0.14,2.3,2.08,209,28.6,1004
2018/7/1 11:15,84,-0.07,2.6,2.87,203,28.7,1004
2018/7/1 11:30,84,0.44,3,3.01,200,28.7,1004
2018/7/1 11:45,83,0.15,3.3,3.08,196,28.8,1003
2018/7/1 12:00,83,0.42,3.7,2.93,193,28.8,1003
2018/7/1 12:15,83,1.18,4.1,3.7,190,28.9,1003
2018/7/1 12:30,83,2.14,4.4,4.08,188,28.9,1003
2018/7/1 12:45,83,1.04,4.7,3.69,186,28.9,1003
2018/7/1 13:00,83,1.5,5,4,185,28.9,1003
2018/7/1 13:15,84,1.6,5.2,3.71,184,28.9,1003
2018/7/1 13:30,84,0.65,5.3,3.73,184,28.9,1002
2018/7/1 13:45,84,1.33,5.5,4.14,184,28.9,1002
2018/7/1 14:00,84,2.88,5.5,4.62,185,28.9,1002
2018/7/1 14:15,84,3.24,5.4,4.8,187,28.9,1002
2018/7/1 14:30,85,4.66,5.4,5.59,190,28.8,1002
2018/7/1 14:45,85,6.28,5.2,5.54,191,28.7,1002
2018/7/1 15:00,85,11.08,5.1,7.07,195,28.7,1002
2018/7/1 15:15,86,10.15,4.8,6.66,198,28.6,1002
2018/7/1 15:30,86,2.86,4.6,4.57,202,28.5,1002
2018/7/1 15:45,86,-0.22,4.5,2.5,207,28.5,1002
2018/7/1 16:00,86,-0.22,4.3,2.34,211,28.4,1002
2018/7/1 16:15,86,-0.2,4.2,2.4,214,28.3,1002
2018/7/1 16:30,87,0.25,4.1,3.65,218,28.3,1002
2018/7/1 16:45,87,0.6,4,3.54,223,28.2,1002
2018/7/1 17:00,88,-0.19,4,1.55,225,28.1,1002
2018/7/1 17:15,88,-0.21,4,2.21,225,28,1002
2018/7/1 17:30,88,-0.2,4,1.23,225,27.9,1002
2018/7/1 17:45,89,-0.2,3.8,0.92,225,27.9,1002
2018/7/1 18:00,89,-0.19,3.8,0.75,223,27.8,1002
2018/7/1 18:15,89,-0.19,3.8,1.98,222,27.7,1002
2018/7/1 18:30,89,-0.2,3.7,2.32,218,27.7,1003
2018/7/1 18:45,89,-0.19,3.7,1.9,215,27.7,1003
2018/7/1 19:00,89,-0.2,3.6,1.07,212,27.6,1003
2018/7/1 19:15,90,-0.22,3.4,1.09,210,27.6,1003
2018/7/1 19:30,90,-0.2,3.3,1.85,207,27.5,1003
2018/7/1 19:45,90,-0.2,3.1,1.12,205,27.5,1003
2018/7/1 20:00,90,-0.21,3,1.95,204,27.5,1003
2018/7/1 20:15,90,-0.24,2.6,2.91,205,27.5,1003
2018/7/1 20:30,90,-0.2,2.3,2.05,203,27.5,1003
2018/7/1 20:45,90,-0.15,2,2.87,204,27.4,1003
2018/7/1 21:00,90,-0.19,1.6,2.85,207,27.4,1003
2018/7/1 21:15,90,-0.22,1.3,2.08,212,27.4,1003
2018/7/1 21:30,90,-0.23,1,1.61,217,27.3,1003
2018/7/1 21:45,90,-0.2,0.7,1.74,236,27.3,1003
2018/7/1 22:00,90,-0.21,0.6,1.29,252,27.3,1003
2018/7/1 22:15,90,-0.21,0.6,1.25,261,27.3,1003
2018/7/1 22:30,90,-0.2,0.7,1.43,270,27.3,1003
2018/7/1 22:45,90,-0.21,0.7,1.11,278,27.2,1003
2018/7/1 23:00,90,-0.21,0.8,1.19,270,27.2,1003
2018/7/1 23:15,90,-0.21,0.9,1.7,249,27.2,1003
2018/7/1 23:30,90,-0.23,1.1,2.12,236,27.1,1003
2018/7/1 23:45,90,-0.18,1.3,1.59,228,27.1,1003
2018/7/2 0:00,90,-0.18,1.7,2.06,220,27.1,1003
2018/7/2 0:15,93,-0.19,3.3,2.96,226,27.3,1003
2018/7/2 0:30,92,-0.18,3.1,3.37,228,27.3,1002
2018/7/2 0:45,92,-0.17,2.8,3.16,231,27.3,1002
2018/7/2 1:00,92,-0.17,2.8,2.7,232,27.3,1002
2018/7/2 1:15,92,-0.17,2.7,2.81,236,27.3,1002
2018/7/2 1:30,92,-0.14,2.6,1.96,238,27.3,1002
2018/7/2 1:45,92,-0.15,2.5,1.78,238,27.2,1002
2018/7/2 2:00,92,-0.16,2.5,2.35,238,27.2,1002
2018/7/2 2:15,92,-0.14,2.5,2.38,236,27.2,1002
2018/7/2 2:30,92,-0.18,2.5,2.41,236,27.1,1002
2018/7/2 2:45,92,-0.14,2.6,2.12,234,27.1,1002
2018/7/2 3:00,92,-0.15,2.6,2.42,233,27.1,1002
2018/7/2 3:15,92,-0.15,2.9,2.88,229,27.1,1002
2018/7/2 3:30,92,-0.1,3,3.36,226,27,1002
2018/7/2 3:45,92,0.34,3.2,3.77,224,26.9,1002
2018/7/2 4:00,92,-0.15,3.3,2.28,221,26.9,1002
2018/7/2 4:15,92,-0.14,3.5,1.8,220,26.9,1002
2018/7/2 4:30,92,-0.14,3.8,1.19,219,26.9,1002
2018/7/2 4:45,92,-0.15,4,0.73,217,26.9,1002
2018/7/2 5:00,92,-0.17,4.2,1.27,216,26.9,1002
2018/7/2 5:15,92,-0.16,4.4,0.9,217,26.9,1002
2018/7/2 5:30,92,-0.15,4.5,1.73,215,27,1002
2018/7/2 5:45,92,-0.15,4.7,0.96,215,27,1002
2018/7/2 6:00,92,-0.17,4.8,0.91,216,27.1,1002
2018/7/2 6:15,92,-0.14,4.9,1.43,215,27.1,1002
2018/7/2 6:30,91,-0.15,4.9,1.14,215,27.1,1003
2018/7/2 6:45,90,-0.15,5,1.05,215,27.2,1003
2018/7/2 7:00,90,-0.14,5.1,1.13,215,27.3,1003
2018/7/2 7:15,90,-0.15,5.1,1.16,215,27.4,1003
2018/7/2 7:30,89,-0.15,5.1,1.13,215,27.5,1003
2018/7/2 7:45,88,-0.15,5.2,0.7,214,27.6,1003
2018/7/2 8:00,88,-0.13,5.3,1.85,213,27.7,1003
2018/7/2 8:15,88,-0.14,5.3,2.37,213,27.8,1003
2018/7/2 8:30,87,-0.16,5.3,2.13,212,28,1003
2018/7/2 8:45,86,-0.14,5.4,1.65,211,28.1,1003
2018/7/2 9:00,86,-0.15,5.5,1.89,211,28.2,1003
2018/7/2 9:15,86,-0.16,5.6,1.82,210,28.3,1003
2018/7/2 9:30,86,-0.13,5.6,1.7,209,28.4,1003
2018/7/2 9:45,85,-0.15,5.6,2.5,207,28.5,1003
2018/7/2 10:00,85,-0.13,5.8,2.23,208,28.6,1003
2018/7/2 10:15,85,-0.13,6,1.96,208,28.7,1003
2018/7/2 10:30,84,-0.13,6.2,1.96,207,28.8,1003
2018/7/2 10:45,84,-0.15,6.3,1.93,207,28.9,1003
2018/7/2 11:00,84,-0.14,6.5,2.16,207,28.9,1003
2018/7/2 11:15,84,-0.14,6.9,2.98,208,29,1003
2018/7/2 11:30,84,0.27,7.2,3.31,208,29.1,1003
2018/7/2 11:45,83,0.46,7.4,3.32,209,29.1,1003
2018/7/2 12:00,83,1.22,7.8,3.76,210,29.1,1003
2018/7/2 12:15,84,1.43,8.2,4.19,210,29.1,1003
2018/7/2 12:30,84,1.68,8.5,3.94,211,29.1,1002
2018/7/2 12:45,84,1.59,8.9,4.02,212,29.1,1002
2018/7/2 13:00,84,2.17,9.2,4.36,212,29.1,1002
2018/7/2 13:15,84,3.38,9.5,4.44,213,29.1,1002
2018/7/2 13:30,85,3.94,9.9,4.92,214,29,1002
2018/7/2 13:45,85,2.72,10.2,4.47,214,28.9,1002
2018/7/2 14:00,85,4.08,10.4,4.95,214,28.9,1002
2018/7/2 14:15,86,4.12,10.6,5.42,215,28.8,1002
2018/7/2 14:30,86,2.95,10.8,4.84,215,28.7,1002
2018/7/2 14:45,86,4.47,11,4.88,215,28.7,1002
2018/7/2 15:00,86,8.18,11.2,5.89,216,28.6,1002
2018/7/2 15:15,86,9.61,11.3,6.78,216,28.5,1002
2018/7/2 15:30,87,11.41,11.3,6.97,216,28.5,1002
2018/7/2 15:45,87,13.63,11.5,7.35,216,28.5,1001
2018/7/2 16:00,87,11.42,11.5,6.45,215,28.4,1001
2018/7/2 16:15,88,13.94,11.5,7.39,215,28.3,1001
2018/7/2 16:30,88,16.79,11.5,7.37,215,28.3,1001
2018/7/2 16:45,88,17.97,11.6,8.05,215,28.2,1001
2018/7/2 17:00,88,19.68,11.7,8.33,215,28.1,1001
2018/7/2 17:15,88,18.6,11.6,8.18,215,28.1,1001
2018/7/2 17:30,88,12.01,11.7,6.74,214,28,1001
2018/7/2 17:45,88,11.45,11.8,6.92,214,27.9,1001
2018/7/2 18:00,88,12.86,11.8,7.04,214,27.9,1001
2018/7/2 18:15,88,10.76,11.8,6.48,213,27.9,1002
2018/7/2 18:30,89,14.04,11.9,7.81,213,27.9,1002
2018/7/2 18:45,89,18.57,11.9,8.33,213,27.8,1002
2018/7/2 19:00,89,13.78,11.8,7.45,212,27.8,1002
2018/7/2 19:15,89,16.51,11.8,7.98,212,27.8,1002
2018/7/2 19:30,89,16.94,11.8,8.54,212,27.7,1002
2018/7/2 19:45,89,13.05,11.7,6.84,212,27.7,1002
2018/7/2 20:00,89,13.51,11.6,7.63,212,27.7,1002
2018/7/2 20:15,90,11.95,11.5,7.17,212,27.7,1002
2018/7/2 20:30,90,11.24,11.3,7.08,212,27.7,1002
2018/7/2 20:45,90,7.07,11.2,6.15,212,27.6,1002
2018/7/2 21:00,90,6.18,11.1,6,213,27.6,1002
2018/7/2 21:15,90,5.69,10.9,5.41,213,27.6,1002
2018/7/2 21:30,90,4.82,10.7,5.62,214,27.6,1003
2018/7/2 21:45,90,6.02,10.6,5.9,215,27.6,1003
2018/7/2 22:00,90,6.04,10.4,5.77,215,27.6,1003
2018/7/2 22:15,90,7.97,10.2,6.48,216,27.6,1003
2018/7/2 22:30,90,7.15,10.1,6.1,216,27.5,1003
2018/7/2 22:45,90,5.68,9.9,5.89,216,27.5,1003
2018/7/2 23:00,90,6.84,9.8,6.06,216,27.5,1003
2018/7/2 23:15,90,7.8,9.6,6.36,217,27.5,1003
2018/7/2 23:30,90,9.81,9.4,6.76,216,27.5,1003
2018/7/2 23:45,89,11.32,9.3,7,216,27.4,1003
2018/7/3 0:00,89,14.9,9.2,7.76,216,27.4,1003
2018/7/3 0:15,91,16.49,10,7.85,218,27.5,1002
2018/7/3 0:30,91,14.29,9.9,7.66,219,27.5,1002
2018/7/3 0:45,91,8.49,9.7,6.51,220,27.4,1001
2018/7/3 1:00,91,5.78,9.5,6.07,222,27.4,1001
2018/7/3 1:15,92,2.11,9.3,4.57,222,27.4,1001
2018/7/3 1:30,92,1.23,9.1,4.3,224,27.3,1001
2018/7/3 1:45,92,1.03,8.9,3.69,225,27.3,1001
2018/7/3 2:00,92,0.99,8.8,3.89,226,27.3,1001
2018/7/3 2:15,92,0.26,8.6,3.55,226,27.3,1001
2018/7/3 2:30,93,0.96,8.5,4.01,227,27.2,1001
2018/7/3 2:45,93,0.22,8.3,3.66,227,27.1,1001
2018/7/3 3:00,93,0.09,8.1,3.38,227,27.1,1001
2018/7/3 3:15,94,0.6,8,3.68,228,27.1,1002
2018/7/3 3:30,94,1,7.8,3.86,227,27,1002
2018/7/3 3:45,94,1.89,7.6,4.31,227,26.9,1002
2018/7/3 4:00,94,1.72,7.5,4.3,227,26.9,1002
2018/7/3 4:15,94,2.95,7.4,4.73,227,26.9,1002
2018/7/3 4:30,93,2.96,7.4,4.92,227,26.9,1002
2018/7/3 4:45,92,3.31,7.3,5.03,227,26.9,1002
2018/7/3 5:00,92,1.5,7.3,4.17,226,26.9,1002
2018/7/3 5:15,92,3.68,7.4,4.81,225,27,1002
2018/7/3 5:30,91,3.81,7.4,5.24,226,27.1,1002
2018/7/3 5:45,90,3.63,7.5,5.28,225,27.1,1002
2018/7/3 6:00,90,4.17,7.6,5.4,225,27.2,1002
2018/7/3 6:15,89,4.14,7.7,5.23,224,27.3,1002
2018/7/3 6:30,88,7.5,7.8,6.1,224,27.4,1003
2018/7/3 6:45,88,8.61,8,6.4,224,27.5,1003
2018/7/3 7:00,87,3.37,8.1,4.88,224,27.6,1003
2018/7/3 7:15,86,2.54,8.1,4.36,224,27.7,1003
2018/7/3 7:30,86,3.56,8.3,4.93,223,27.8,1003
2018/7/3 7:45,86,4.45,8.5,5.58,222,28,1003
2018/7/3 8:00,85,5.32,8.6,5.41,222,28.1,1003
2018/7/3 8:15,85,4.82,8.5,5.73,220,28.2,1003
2018/7/3 8:30,85,7.05,8.6,6.42,219,28.3,1003
2018/7/3 8:45,85,6.84,8.7,5.89,218,28.4,1003
2018/7/3 9:00,85,7.72,8.7,6.18,216,28.5,1003
2018/7/3 9:15,85,8.31,8.8,6.51,215,28.5,1003
2018/7/3 9:30,85,8.08,8.9,6.15,214,28.6,1003
2018/7/3 9:45,85,8.94,8.9,6.33,212,28.7,1003
2018/7/3 10:00,85,10.51,9.1,6.69,210,28.7,1003
2018/7/3 10:15,85,8.15,9.3,6.13,209,28.8,1003
2018/7/3 10:30,85,4.85,9.3,6.03,207,28.9,1003
2018/7/3 10:45,85,6.59,9.6,6,206,28.9,1003
2018/7/3 11:00,85,6.58,9.8,6.11,205,28.9,1003
2018/7/3 11:15,85,6.68,10.1,6.19,204,28.9,1003
2018/7/3 11:30,85,6.97,10.4,5.94,203,28.9,1003
2018/7/3 11:45,85,9.44,10.7,6.39,202,28.9,1003
2018/7/3 12:00,85,13.25,11,7.24,202,28.9,1003
2018/7/3 12:15,86,15.31,11.3,7.51,202,28.9,1003
2018/7/3 12:30,86,22.25,11.7,8.94,202,28.8,1002
2018/7/3 12:45,86,21.68,12.1,8.78,202,28.7,1002
2018/7/3 13:00,86,20.74,12.3,8.2,202,28.7,1002
2018/7/3 13:15,86,22.63,12.5,9.08,202,28.7,1002
2018/7/3 13:30,86,22.9,12.7,8.71,202,28.6,1002
2018/7/3 13:45,86,26.05,13,9.93,202,28.5,1002
2018/7/3 14:00,86,32.7,13.1,11.35,202,28.5,1002
2018/7/3 14:15,86,38.38,13.1,11.5,202,28.5,1002
2018/7/3 14:30,87,34.24,13.1,10.85,202,28.5,1002
2018/7/3 14:45,87,38.36,13.1,11.49,203,28.4,1002
2018/7/3 15:00,87,34.17,13.1,10.74,203,28.4,1002
2018/7/3 15:15,87,24.14,13,9.87,204,28.4,1002
2018/7/3 15:30,87,23.33,12.8,8.53,204,28.3,1002
2018/7/3 15:45,87,18.49,12.7,8.35,204,28.3,1001
2018/7/3 16:00,87,14.01,12.6,7.32,204,28.3,1001
2018/7/3 16:15,88,10.97,12.4,6.18,205,28.3,1001
2018/7/3 16:30,88,15.73,12.3,7.06,206,28.3,1001
2018/7/3 16:45,88,17.62,12.2,8.19,206,28.2,1001
2018/7/3 17:00,88,15.13,12.1,6.2,206,28.2,1001
2018/7/3 17:15,88,17.33,12.1,6.35,207,28.2,1001
2018/7/3 17:30,89,20.75,12.1,8.55,207,28.1,1001
2018/7/3 17:45,89,19.87,12,8.4,207,28.1,1001
2018/7/3 18:00,89,16.79,11.9,7.78,207,28.1,1001
2018/7/3 18:15,89,19.09,11.9,7.98,207,28.1,1002
2018/7/3 18:30,89,17.74,12,7.75,208,28,1002
2018/7/3 18:45,89,18.75,11.9,8.29,208,27.9,1002
2018/7/3 19:00,89,13.56,11.9,7.36,208,27.9,1002
2018/7/3 19:15,89,13.44,11.9,6.95,209,27.9,1002
2018/7/3 19:30,89,12.83,11.9,6.61,209,27.9,1002
2018/7/3 19:45,89,15.49,12,6.89,210,27.8,1002
2018/7/3 20:00,89,15.02,11.9,7.45,210,27.8,1002
2018/7/3 20:15,89,15.14,11.9,7.72,211,27.8,1002
2018/7/3 20:30,88,14.87,11.9,7.67,212,27.8,1003
2018/7/3 20:45,88,17.15,11.9,7.96,213,27.8,1003
2018/7/3 21:00,88,18.99,11.8,8.35,213,27.8,1003
2018/7/3 21:15,88,13.35,11.8,7.25,214,27.8,1003
2018/7/3 21:30,88,8.72,11.8,6.87,215,27.8,1003
2018/7/3 21:45,88,10.63,11.8,6.85,215,27.8,1003
2018/7/3 22:00,88,10.82,11.7,7.08,216,27.8,1003
2018/7/3 22:15,88,11.9,11.7,6.68,216,27.8,1003
2018/7/3 22:30,88,10.89,11.6,6.84,217,27.8,1003
2018/7/3 22:45,88,12.6,11.6,7.39,217,27.8,1003
2018/7/3 23:00,88,6.34,11.5,5.9,218,27.8,1003
2018/7/3 23:15,88,3.52,11.4,4.95,218,27.8,1003
2018/7/3 23:30,89,5.36,11.3,6.03,217,27.8,1003
2018/7/3 23:45,89,4.88,11.3,5.54,217,27.8,1003
2018/7/4 0:00,89,6.04,11.2,5.98,217,27.8,1003
2018/7/4 0:15,90,5.34,9.5,5.9,222,27.6,1002
2018/7/4 0:30,91,5.78,9.4,6,222,27.5,1002
2018/7/4 0:45,91,4.63,9.1,5.41,222,27.5,1001
2018/7/4 1:00,91,3.35,8.9,5.18,222,27.5,1001
2018/7/4 1:15,92,2.68,8.7,4.41,222,27.5,1001
2018/7/4 1:30,92,1.88,8.5,4.36,222,27.5,1001
2018/7/4 1:45,92,2.85,8.2,4.92,222,27.4,1001
2018/7/4 2:00,92,1.83,8.1,4.38,222,27.4,1001
2018/7/4 2:15,92,0.79,7.9,3.64,222,27.4,1001
2018/7/4 2:30,92,2.71,7.8,4.87,222,27.3,1001
2018/7/4 2:45,92,4.75,7.7,5.1,222,27.3,1001
2018/7/4 3:00,92,4.79,7.6,5.48,222,27.3,1001
2018/7/4 3:15,92,4.49,7.5,5.56,223,27.3,1002
2018/7/4 3:30,93,5.97,7.4,5.85,223,27.3,1002
2018/7/4 3:45,93,4.22,7.4,5.17,223,27.2,1002
2018/7/4 4:00,93,3.39,7.4,5.28,224,27.2,1002
2018/7/4 4:15,93,6.16,7.4,5.71,224,27.2,1002
2018/7/4 4:30,92,8.07,7.4,6.23,226,27.2,1002
2018/7/4 4:45,92,6.66,7.5,6.12,226,27.2,1002
2018/7/4 5:00,92,7.63,7.6,6.23,227,27.3,1002
2018/7/4 5:15,92,8.26,7.6,5.96,227,27.3,1002
2018/7/4 5:30,91,7.41,7.7,6.22,228,27.3,1002
2018/7/4 5:45,90,7.67,7.8,6.48,228,27.4,1002
2018/7/4 6:00,90,6.27,7.9,6.15,228,27.5,1002
2018/7/4 6:15,89,8.89,8.1,6.41,228,27.6,1002
2018/7/4 6:30,88,9.41,8.1,6.55,228,27.7,1002
2018/7/4 6:45,88,8.47,8.2,6.43,228,27.8,1002
2018/7/4 7:00,87,6.19,8.3,5.92,227,27.9,1002
2018/7/4 7:15,87,6.86,8.4,6.08,226,28,1002
2018/7/4 7:30,86,5.72,8.5,5.73,226,28.1,1002
2018/7/4 7:45,86,5.51,8.6,5.58,225,28.2,1002
2018/7/4 8:00,86,6.19,8.8,5.75,224,28.3,1002
2018/7/4 8:15,86,4.93,8.9,5.45,221,28.4,1002
2018/7/4 8:30,86,4.62,9.1,5.46,220,28.5,1002
2018/7/4 8:45,85,3.95,9.3,5.2,218,28.6,1002
2018/7/4 9:00,85,4.74,9.4,5.71,216,28.7,1002
2018/7/4 9:15,85,6.89,9.6,6,214,28.7,1002
2018/7/4 9:30,85,7.86,9.8,6.23,211,28.7,1002
2018/7/4 9:45,85,4.59,10,5.23,209,28.8,1002
2018/7/4 10:00,85,6.96,10.2,5.99,207,28.9,1002
2018/7/4 10:15,85,8.06,10.4,6.28,206,28.9,1002
2018/7/4 10:30,84,11.8,10.7,7.31,204,28.9,1002
2018/7/4 10:45,84,16.62,10.8,7.82,203,29,1002
2018/7/4 11:00,84,18.75,11,7.83,202,29,1002
2018/7/4 11:15,84,23.8,11.1,9.35,201,29,1002
2018/7/4 11:30,84,21.96,11.2,9.23,200,29,1002
2018/7/4 11:45,84,22.82,11.4,9.3,200,29,1002
2018/7/4 12:00,84,25.82,11.5,9.3,199,29,1002
2018/7/4 12:15,84,29.92,11.6,9.73,199,29,1002
2018/7/4 12:30,84,26.09,11.7,9.64,198,29,1002
2018/7/4 12:45,84,27.54,11.8,9.09,198,29,1001
2018/7/4 13:00,84,25.99,11.8,9.04,198,29,1001
2018/7/4 13:15,84,27.57,11.9,9.28,198,29,1001
2018/7/4 13:30,85,28.13,12,10.3,198,28.9,1001
2018/7/4 13:45,85,24.8,12,9.12,198,28.9,1001
2018/7/4 14:00,85,27.04,12,9.88,198,28.9,1001
2018/7/4 14:15,85,21.14,12.1,7.89,198,28.9,1001
2018/7/4 14:30,85,24.71,12.2,9.15,198,28.9,1000
2018/7/4 14:45,85,24.83,12.2,8.89,198,28.8,1000
2018/7/4 15:00,85,32.04,12.2,9.38,198,28.8,1000
2018/7/4 15:15,86,29.36,12.2,10.37,199,28.8,1000
2018/7/4 15:30,86,30.26,12.3,10.48,199,28.7,1000
2018/7/4 15:45,86,27.96,12.3,10.14,199,28.7,1000
2018/7/4 16:00,86,23.08,12.3,9.44,199,28.7,1000
2018/7/4 16:15,86,23.12,12.3,8.58,199,28.7,1000
2018/7/4 16:30,87,24.55,12.2,9.02,200,28.6,1000
2018/7/4 16:45,87,20.28,12.1,8.26,200,28.5,1000
2018/7/4 17:00,87,18.72,12.1,7.73,201,28.5,1000
2018/7/4 17:15,88,24.3,12,8.61,201,28.5,1000
2018/7/4 17:30,88,26.97,11.9,9.87,202,28.4,1000
2018/7/4 17:45,88,27.86,11.8,9.34,202,28.3,1000
2018/7/4 18:00,88,22.25,11.6,7.9,203,28.3,1000
2018/7/4 18:15,88,22.77,11.5,8.44,204,28.3,1000
2018/7/4 18:30,88,24.99,11.3,8.78,205,28.2,1001
2018/7/4 18:45,88,25.91,11.2,8.55,205,28.1,1001
2018/7/4 19:00,88,23.35,11,9.25,206,28.1,1001
2018/7/4 19:15,88,22.71,11,8.69,207,28.1,1002
2018/7/4 19:30,89,19.12,10.9,8.64,207,28.1,1002
2018/7/4 19:45,89,16.28,10.7,7.75,208,28,1002
2018/7/4 20:00,89,16.66,10.6,8.23,208,28,1002
2018/7/4 20:15,90,19.27,10.7,7.9,208,28,1002
2018/7/4 20:30,90,17.34,10.7,8.08,209,27.9,1003
2018/7/4 20:45,90,13.4,10.6,7.19,209,27.9,1003
2018/7/4 21:00,90,9.92,10.6,6.87,209,27.9,1003
2018/7/4 21:15,90,10.66,10.6,7,209,27.9,1003
2018/7/4 21:30,91,13.28,10.6,7.98,210,27.9,1003
2018/7/4 21:45,91,11,10.6,6.98,210,27.8,1003
2018/7/4 22:00,91,11,10.7,6.83,210,27.8,1003
2018/7/4 22:15,91,11.71,10.7,7.2,210,27.8,1003
2018/7/4 22:30,91,13.21,10.8,7.14,211,27.8,1003
2018/7/4 22:45,91,16.44,10.9,8.24,211,27.8,1003
2018/7/4 23:00,91,15.04,10.9,7.39,212,27.8,1003
2018/7/4 23:15,91,14.69,11,7.5,212,27.8,1003
2018/7/4 23:30,91,11.65,11,7.22,212,27.8,1003
2018/7/4 23:45,91,11.32,11.1,7.18,213,27.8,1003
2018/7/5 0:00,91,12.86,11.2,7.13,214,27.8,1003
2018/7/5 0:15,91,14.07,10.6,7.69,217,27.7,1002
2018/7/5 0:30,91,13.23,10.6,7.14,218,27.7,1002
2018/7/5 0:45,91,8.24,10.8,6.64,218,27.7,1001
2018/7/5 1:00,91,7.5,10.9,6.57,219,27.7,1001
2018/7/5 1:15,92,6.8,10.9,5.81,219,27.7,1001
2018/7/5 1:30,92,3.61,10.9,5.4,219,27.7,1001
2018/7/5 1:45,92,3.92,11,5.33,219,27.6,1001
2018/7/5 2:00,92,3.18,11,5.07,219,27.6,1001
2018/7/5 2:15,92,4.06,10.9,5.45,220,27.6,1001
2018/7/5 2:30,92,3.93,11,5.26,220,27.5,1001
2018/7/5 2:45,92,4.92,10.9,5.48,221,27.5,1001
2018/7/5 3:00,92,5.45,10.8,5.45,221,27.5,1001
2018/7/5 3:15,92,6.01,10.8,6.1,221,27.5,1001
2018/7/5 3:30,92,5.06,10.6,5.53,222,27.5,1001
2018/7/5 3:45,92,6.99,10.5,6.05,222,27.5,1001
2018/7/5 4:00,92,7.67,10.3,6.17,223,27.5,1001
2018/7/5 4:15,92,9.32,10.3,6.69,223,27.5,1002
2018/7/5 4:30,92,8.39,10,6.36,223,27.5,1002
2018/7/5 4:45,91,8.11,9.8,6,224,27.5,1002
2018/7/5 5:00,91,5.47,9.7,5.85,225,27.5,1002
2018/7/5 5:15,90,3.3,9.5,4.99,225,27.5,1002
2018/7/5 5:30,90,2.77,9.4,4.74,225,27.6,1003
2018/7/5 5:45,90,4.79,9.2,5.73,225,27.6,1003
2018/7/5 6:00,89,7.73,9.1,6.26,225,27.7,1003
2018/7/5 6:15,88,7.07,8.9,6.2,225,27.7,1003
2018/7/5 6:30,88,5.43,8.7,5.78,225,27.8,1003
