时间,短期预测湿度,实际功率,短期预测风速,实际风速,短期预测风向,短期预测温度,短期预测气压
2019/2/14 16:15,79,17.6,9.8,7.54,55,14.9,1021
2019/2/14 16:30,80,18.69,9.8,8.28,55,14.7,1021
2019/2/14 16:45,81,18.56,9.8,8.5,55,14.6,1021
2019/2/14 17:00,81,18.07,9.7,7.98,54,14.5,1021
2019/2/14 17:15,81,20.73,9.7,8.16,53,14.4,1021
2019/2/14 17:30,82,24.36,9.6,9.1,52,14.3,1021
2019/2/14 17:45,82,22.51,9.6,8.55,51,14.2,1021
2019/2/14 18:00,82,26.25,9.6,9.33,50,14.1,1021
2019/2/14 18:15,82,24.22,9.6,8.62,48,14,1021
2019/2/14 18:30,83,28.13,9.4,9.71,46,14,1022
2019/2/14 18:45,83,28.72,9.4,9.6,45,13.9,1022
2019/2/14 19:00,83,34.22,9.4,10.5,43,13.9,1022
2019/2/14 19:15,83,38.13,9.4,10.12,41,13.9,1022
2019/2/14 19:30,83,37.01,9.3,10.88,39,13.8,1022
2019/2/14 19:45,83,35.88,9.3,10.33,37,13.8,1022
2019/2/14 20:00,83,36.8,9.2,11.27,36,13.8,1022
2019/2/14 20:15,83,34.85,9.2,10.65,34,13.8,1022
2019/2/14 20:30,83,34.38,9.2,10.09,34,13.8,1022
2019/2/14 20:45,83,31.73,9.2,10.37,32,13.8,1022
2019/2/14 21:00,83,23.75,9.1,9.1,31,13.8,1022
2019/2/14 21:15,83,20.24,9.1,8.6,31,13.8,1022
2019/2/14 21:30,83,13.79,9,7.34,30,13.8,1021
2019/2/14 21:45,83,10.89,9,6.73,29,13.8,1021
2019/2/14 22:00,83,7.23,8.9,5.94,28,13.8,1021
2019/2/14 22:15,83,5.27,8.7,5.56,28,13.8,1021
2019/2/14 22:30,84,3.54,8.7,5.12,27,13.8,1021
2019/2/14 22:45,84,3.11,8.5,4.78,27,13.8,1021
2019/2/14 23:00,84,3.55,8.5,4.56,26,13.8,1021
2019/2/14 23:15,84,2.78,8.3,4.91,26,13.8,1021
2019/2/14 23:30,84,1.99,8.2,4.2,25,13.8,1021
2019/2/14 23:45,84,1.81,8.1,4.45,25,13.8,1021
2019/2/15 0:00,84,1.81,7.8,4.23,24,13.8,1021
2019/2/15 0:15,82,2.03,7.9,4.31,29,13.9,1021
2019/2/15 0:30,81,2.28,7.7,4.54,29,13.9,1021
2019/2/15 0:45,81,2.07,7.6,4.33,28,14,1021
2019/2/15 1:00,81,1.33,7.6,3.76,28,14,1021
2019/2/15 1:15,81,1.33,7.4,3.88,27,14,1021
2019/2/15 1:30,81,3,7.3,4.76,28,14.1,1020
2019/2/15 1:45,81,3.74,7.2,5.2,27,14.1,1020
2019/2/15 2:00,81,2.97,7.2,4.78,27,14.1,1020
2019/2/15 2:15,81,3.83,7.1,5.27,28,14.1,1020
2019/2/15 2:30,81,6.51,7,5.9,28,14.2,1020
2019/2/15 2:45,81,5.64,6.9,5.64,28,14.2,1020
2019/2/15 3:00,81,4.28,6.9,5.01,28,14.2,1020
2019/2/15 3:15,81,0.72,6.9,3.5,30,14.2,1020
2019/2/15 3:30,81,0.19,6.8,3.35,30,14.3,1020
2019/2/15 3:45,81,0.08,6.8,3.34,31,14.3,1020
2019/2/15 4:00,81,0.08,6.7,3.22,32,14.3,1020
2019/2/15 4:15,81,0.97,6.6,3.79,32,14.3,1020
2019/2/15 4:30,81,0.48,6.5,3.25,32,14.4,1020
2019/2/15 4:45,81,0.34,6.4,3.38,32,14.4,1020
2019/2/15 5:00,81,0.15,6.2,3.32,33,14.4,1020
2019/2/15 5:15,81,0.16,6.1,3.25,33,14.4,1020
2019/2/15 5:30,81,0.07,5.9,3.13,33,14.5,1020
2019/2/15 5:45,81,0.05,5.7,3.1,33,14.5,1020
2019/2/15 6:00,81,-0.01,5.4,3.27,32,14.5,1020
2019/2/15 6:15,81,0.04,5.2,3.34,32,14.5,1020
2019/2/15 6:30,81,0.02,4.9,3.27,31,14.6,1021
2019/2/15 6:45,81,0.57,4.6,3.9,30,14.6,1021
2019/2/15 7:00,81,0.44,4.3,3.59,29,14.7,1021
2019/2/15 7:15,81,0.34,4.1,3.92,28,14.8,1021
2019/2/15 7:30,80,-0.14,3.8,2.91,25,14.9,1021
2019/2/15 7:45,80,-0.17,3.5,3.21,24,15,1021
2019/2/15 8:00,80,-0.14,3.2,3.21,22,15.2,1021
2019/2/15 8:15,79,-0.07,3,3.36,20,15.4,1021
2019/2/15 8:30,79,-0.14,2.6,3.13,16,15.6,1021
2019/2/15 8:45,78,-0.15,2.4,2.31,12,15.8,1021
2019/2/15 9:00,78,-0.15,2.1,2.1,8,16,1021
2019/2/15 9:15,77,-0.14,1.9,2.41,3,16.3,1021
2019/2/15 9:30,77,-0.13,1.6,0.6,0,16.5,1021
2019/2/15 9:45,76,-0.13,1.4,0.8,352,16.8,1021
2019/2/15 10:00,76,-0.14,1.2,1.28,346,17,1021
2019/2/15 10:15,76,-0.14,1,1.07,336,17.2,1021
2019/2/15 10:30,75,-0.13,0.8,1.12,320,17.3,1021
2019/2/15 10:45,75,-0.13,0.7,1.19,297,17.5,1021
2019/2/15 11:00,75,-0.14,0.6,1.24,270,17.6,1021
2019/2/15 11:15,75,-0.13,0.6,1.29,231,17.7,1021
2019/2/15 11:30,76,-0.15,0.8,1.25,210,17.8,1020
2019/2/15 11:45,76,-0.16,1.1,1.63,195,17.9,1020
2019/2/15 12:00,76,-0.15,1.5,2.24,188,17.9,1020
2019/2/15 12:15,76,-0.11,1.9,2.69,183,17.9,1020
2019/2/15 12:30,77,0.56,2.3,3.52,180,17.8,1019
2019/2/15 12:45,77,0.92,2.7,3.7,180,17.8,1019
2019/2/15 13:00,77,0.78,3.1,3.5,176,17.8,1019
2019/2/15 13:15,77,0.6,3.5,3.34,175,17.7,1019
2019/2/15 13:30,78,2.08,3.8,4.54,173,17.7,1018
2019/2/15 13:45,78,1.83,4.2,4.2,172,17.6,1018
2019/2/15 14:00,78,1.96,4.7,4.28,171,17.6,1018
2019/2/15 14:15,79,1.79,5,3.61,171,17.5,1018
2019/2/15 14:30,79,1.62,5.3,3.63,170,17.4,1017
2019/2/15 14:45,80,1.23,5.6,4,170,17.3,1017
2019/2/15 15:00,80,1.5,5.9,3.81,170,17.3,1017
2019/2/15 15:15,81,0.72,6.1,3.39,171,17.2,1017
2019/2/15 15:30,81,2.57,6.2,4.18,172,17.2,1017
2019/2/15 15:45,82,1.71,6.4,3.66,172,17.1,1017
2019/2/15 16:00,82,1.61,6.5,3.48,172,17.1,1017
2019/2/15 16:15,83,0.21,6.4,2.65,173,17,1017
2019/2/15 16:30,84,0.07,6.3,2.54,174,16.9,1017
2019/2/15 16:45,85,0.08,6.2,3.18,174,16.8,1017
2019/2/15 17:00,86,0.09,6.1,3,176,16.8,1017
2019/2/15 17:15,87,0.13,5.8,3.14,178,16.7,1017
2019/2/15 17:30,88,0.41,5.5,3.24,179,16.6,1017
2019/2/15 17:45,89,0.27,5.2,2.8,180,16.5,1017
2019/2/15 18:00,89,-0.02,4.8,3.06,182,16.5,1017
2019/2/15 18:15,90,1.32,4.4,3.81,185,16.4,1017
2019/2/15 18:30,90,1.38,3.9,4.23,189,16.3,1018
2019/2/15 18:45,91,0.44,3.6,3.07,193,16.2,1018
2019/2/15 19:00,91,0.1,3.3,2.63,198,16.2,1018
2019/2/15 19:15,92,0.19,3,3.2,204,16.1,1018
2019/2/15 19:30,92,-0.13,2.8,3.03,212,16,1018
2019/2/15 19:45,93,0.08,2.6,3.53,220,15.9,1018
2019/2/15 20:00,93,0.39,2.5,3.75,228,15.9,1018
2019/2/15 20:15,93,0.06,2.5,3.3,233,15.8,1018
2019/2/15 20:30,93,-0.09,2.6,3.18,239,15.8,1018
2019/2/15 20:45,93,-0.08,2.5,3.18,244,15.7,1018
2019/2/15 21:00,93,-0.2,2.6,3.06,249,15.7,1018
2019/2/15 21:15,93,-0.17,2.5,2.88,252,15.6,1018
2019/2/15 21:30,93,-0.18,2.5,2.64,254,15.6,1019
2019/2/15 21:45,93,-0.01,2.5,3.3,256,15.5,1019
2019/2/15 22:00,93,0.69,2.3,3.43,260,15.5,1019
2019/2/15 22:15,93,2.92,2,4.57,267,15.4,1019
2019/2/15 22:30,93,4.2,1.7,5.2,270,15.4,1019
2019/2/15 22:45,93,7.66,1.4,6.33,282,15.3,1019
2019/2/15 23:00,93,11.78,1.2,7.15,301,15.3,1019
2019/2/15 23:15,93,14.23,1.2,7.4,340,15.2,1019
2019/2/15 23:30,94,15.24,1.6,7.48,7,15.1,1019
2019/2/15 23:45,94,14.83,2.2,7.36,21,15,1019
2019/2/16 0:00,94,14.73,3,7.25,30,15,1019
2019/2/16 0:15,92,16.21,9.4,7.65,45,14.5,1020
2019/2/16 0:30,92,15.48,9.4,7.35,44,14.4,1020
2019/2/16 0:45,91,16.63,9.5,7.46,42,14.4,1020
2019/2/16 1:00,91,22.02,9.6,8.43,42,14.4,1020
2019/2/16 1:15,91,21.64,9.6,8.15,41,14.4,1020
2019/2/16 1:30,90,22.54,9.6,8.57,40,14.3,1020
2019/2/16 1:45,90,21.76,9.6,8.3,39,14.3,1020
2019/2/16 2:00,90,28.57,9.5,9.6,39,14.3,1020
2019/2/16 2:15,89,27.69,9.5,9.06,39,14.2,1020
2019/2/16 2:30,89,31.2,9.5,9.86,38,14.2,1020
2019/2/16 2:45,88,26.02,9.5,9,38,14.1,1020
2019/2/16 3:00,88,28.7,9.5,9.69,38,14.1,1020
2019/2/16 3:15,88,24.67,9.5,8.98,38,14,1020
2019/2/16 3:30,87,31.38,9.6,9.96,39,14,1020
2019/2/16 3:45,87,32.27,9.6,9.81,39,13.9,1020
2019/2/16 4:00,87,35.44,9.6,11.23,39,13.9,1020
2019/2/16 4:15,87,29.82,9.7,9.95,39,13.8,1020
2019/2/16 4:30,86,38.82,9.7,11.36,39,13.8,1020
2019/2/16 4:45,86,35.4,9.7,11.27,40,13.7,1020
2019/2/16 5:00,86,31.94,9.7,9.89,40,13.7,1020
2019/2/16 5:15,86,35.98,9.7,10.53,40,13.6,1020
2019/2/16 5:30,85,38.66,9.7,12.37,40,13.6,1020
2019/2/16 5:45,85,39.06,9.7,11.22,40,13.5,1020
2019/2/16 6:00,85,40.88,9.7,12.07,40,13.5,1020
2019/2/16 6:15,85,40.05,9.7,11.77,40,13.4,1020
2019/2/16 6:30,84,40.5,9.7,12.89,40,13.4,1021
2019/2/16 6:45,84,39.51,9.7,12.2,40,13.3,1021
2019/2/16 7:00,84,42.25,9.7,12.64,40,13.3,1021
2019/2/16 7:15,84,39.99,9.7,12.54,40,13.3,1021
2019/2/16 7:30,83,41.78,9.6,12.51,39,13.4,1021
2019/2/16 7:45,83,40.11,9.6,12.13,39,13.4,1021
2019/2/16 8:00,83,44.38,9.6,13.49,39,13.4,1021
2019/2/16 8:15,82,41.18,9.6,13.1,39,13.5,1021
2019/2/16 8:30,82,41.41,9.5,13.03,40,13.6,1022
2019/2/16 8:45,81,40.35,9.5,12.41,40,13.7,1022
2019/2/16 9:00,81,40.45,9.5,12.72,40,13.8,1022
2019/2/16 9:15,80,35.13,9.4,11.31,40,13.9,1022
2019/2/16 9:30,79,35.46,9.5,10.8,41,14,1022
2019/2/16 9:45,78,33.96,9.4,10.69,41,14.1,1022
2019/2/16 10:00,78,27.17,9.4,9.55,41,14.2,1022
2019/2/16 10:15,78,20.24,9.4,7.41,42,14.3,1022
2019/2/16 10:30,77,20.48,9.4,8.06,42,14.4,1022
2019/2/16 10:45,77,24.72,9.3,7.95,42,14.5,1022
2019/2/16 11:00,77,21.27,9.3,7.83,42,14.5,1022
2019/2/16 11:15,76,24.01,9.2,8.41,42,14.6,1022
2019/2/16 11:30,76,31.82,9.1,10.11,42,14.6,1021
2019/2/16 11:45,75,29.19,9.1,9.7,42,14.7,1021
2019/2/16 12:00,75,30.69,9.1,9.9,42,14.7,1021
2019/2/16 12:15,75,24.32,9.1,9.1,42,14.7,1021
2019/2/16 12:30,75,27.4,9.1,9.08,42,14.7,1020
2019/2/16 12:45,75,30.21,9.1,9.63,42,14.7,1020
2019/2/16 13:00,75,22.77,9.1,8.34,42,14.7,1020
2019/2/16 13:15,75,26.02,9.1,9.21,42,14.6,1020
2019/2/16 13:30,76,28.52,9.2,9.17,42,14.5,1019
2019/2/16 13:45,76,24.79,9.2,8.87,42,14.4,1019
2019/2/16 14:00,76,27.35,9.3,9.7,42,14.3,1019
2019/2/16 14:15,77,29.54,9.5,9.99,42,14.2,1019
2019/2/16 14:30,77,37.53,9.6,11.1,42,14.1,1019
2019/2/16 14:45,78,39.32,9.8,11.33,43,14,1019
2019/2/16 15:00,78,40.18,9.9,11.4,43,13.8,1019
2019/2/16 15:15,79,39.32,10,11.7,43,13.7,1019
2019/2/16 15:30,79,40.96,10.3,11.89,43,13.5,1019
2019/2/16 15:45,80,39.35,10.4,10.92,43,13.4,1019
2019/2/16 16:00,80,37.48,10.7,11.64,43,13.2,1019
2019/2/16 16:15,81,39.96,10.8,11.68,43,13.1,1019
2019/2/16 16:30,81,41.68,11,12.64,43,13,1019
2019/2/16 16:45,82,39.62,11.2,11.56,43,12.9,1019
2019/2/16 17:00,82,42.69,11.3,13.31,42,12.8,1019
2019/2/16 17:15,82,39.23,11.4,11.65,42,12.7,1019
2019/2/16 17:30,83,41.76,11.6,13.58,42,12.6,1020
2019/2/16 17:45,83,44.54,11.7,14.44,41,12.5,1020
2019/2/16 18:00,83,42.22,11.8,13.08,41,12.4,1020
2019/2/16 18:15,83,44.82,11.9,14.19,40,12.3,1020
2019/2/16 18:30,83,42.33,11.9,12.1,40,12.3,1020
2019/2/16 18:45,83,41.88,12,13.2,39,12.2,1020
2019/2/16 19:00,83,41.23,12.1,12.74,39,12.2,1020
2019/2/16 19:15,83,44.63,12.1,13.95,38,12.2,1020
2019/2/16 19:30,82,44.47,12.1,13.41,38,12.1,1021
2019/2/16 19:45,82,41.03,12.1,12.03,37,12.1,1021
2019/2/16 20:00,82,39.38,12.1,11.9,37,12.1,1021
2019/2/16 20:15,82,39.63,12.1,11.85,37,12.1,1021
2019/2/16 20:30,82,40.59,12.1,12.05,36,12,1021
2019/2/16 20:45,82,40.25,12,12.58,36,12,1021
2019/2/16 21:00,82,38.91,12,11.93,35,12,1021
2019/2/16 21:15,82,37.48,11.9,10.96,35,12,1021
2019/2/16 21:30,82,39.03,11.9,11.4,34,11.9,1021
2019/2/16 21:45,82,38.45,11.8,11.65,34,11.9,1021
2019/2/16 22:00,82,38.18,11.8,11.08,34,11.9,1021
2019/2/16 22:15,82,33.62,11.7,10.71,34,11.8,1021
2019/2/16 22:30,83,31.56,11.6,9.9,33,11.8,1021
2019/2/16 22:45,83,34.47,11.5,9.88,33,11.7,1021
2019/2/16 23:00,83,36.77,11.4,10.68,33,11.7,1021
2019/2/16 23:15,83,35.47,11.3,10.87,33,11.6,1021
2019/2/16 23:30,83,33.93,11.2,10.68,32,11.6,1021
2019/2/16 23:45,83,26.37,11.1,9.03,32,11.5,1021
2019/2/17 0:00,83,27.96,11.1,9.43,32,11.5,1021
2019/2/17 0:15,82,33.03,11.6,10.05,33,11,1022
2019/2/17 0:30,82,29.86,11.6,9.78,33,10.9,1021
2019/2/17 0:45,82,33.83,11.5,9.75,33,10.9,1021
2019/2/17 1:00,82,37.26,11.5,10.89,33,10.9,1021
2019/2/17 1:15,82,32.26,11.5,10.6,33,10.9,1021
2019/2/17 1:30,82,30.35,11.4,9.22,32,10.8,1021
2019/2/17 1:45,82,30.18,11.4,10.01,32,10.8,1021
2019/2/17 2:00,82,26.61,11.4,9.68,32,10.8,1021
2019/2/17 2:15,82,26.93,11.3,9.4,32,10.8,1021
2019/2/17 2:30,82,25.93,11.3,8.74,32,10.7,1021
2019/2/17 2:45,82,34.59,11.3,10.23,32,10.7,1021
2019/2/17 3:00,82,28.69,11.3,9.37,32,10.7,1021
2019/2/17 3:15,82,34.42,11.2,10.37,31,10.6,1021
2019/2/17 3:30,83,26.29,11.1,9.28,31,10.6,1021
2019/2/17 3:45,83,33.36,11.1,10.85,31,10.5,1021
2019/2/17 4:00,83,32.86,11.1,9.92,31,10.5,1021
2019/2/17 4:15,83,32.85,11.1,9.83,31,10.4,1021
2019/2/17 4:30,83,33.9,11.2,10.2,31,10.4,1021
2019/2/17 4:45,83,30.35,11.2,9.41,31,10.3,1021
2019/2/17 5:00,83,24.91,11.2,9.48,31,10.3,1021
2019/2/17 5:15,83,35.13,11.2,10.28,31,10.2,1021
2019/2/17 5:30,82,31.97,11.3,10.4,31,10.2,1021
2019/2/17 5:45,82,36.45,11.3,10.72,31,10.1,1021
2019/2/17 6:00,82,33.88,11.3,10.45,31,10.1,1021
2019/2/17 6:15,82,29.47,11.4,10.19,31,10.1,1021
2019/2/17 6:30,81,27.43,11.5,9.57,31,10,1022
2019/2/17 6:45,81,28.43,11.6,9.73,32,10,1022
2019/2/17 7:00,81,29.86,11.6,9.49,32,10,1022
2019/2/17 7:15,80,28.75,11.7,9.19,32,10,1022
2019/2/17 7:30,80,33.23,11.8,10.38,32,10,1022
2019/2/17 7:45,79,38.22,11.9,11.66,33,10,1022
2019/2/17 8:00,79,35.23,11.9,10.38,33,10,1022
2019/2/17 8:15,79,37.96,11.9,10.85,33,10.1,1022
2019/2/17 8:30,78,31.58,11.9,9.69,33,10.2,1023
2019/2/17 8:45,78,29.62,12,9.77,33,10.3,1023
2019/2/17 9:00,78,32.99,12,9.95,33,10.4,1023
2019/2/17 9:15,78,27.6,12,8.93,33,10.5,1023
2019/2/17 9:30,77,33.33,12,10.36,34,10.6,1023
2019/2/17 9:45,77,30.38,12,9.36,34,10.7,1023
2019/2/17 10:00,77,27.82,12,9.02,34,10.8,1023
2019/2/17 10:15,76,33.51,12,9.58,34,10.9,1023
2019/2/17 10:30,76,34.26,11.9,10.76,34,11,1023
2019/2/17 10:45,75,38.5,11.8,11.6,34,11.1,1023
2019/2/17 11:00,75,34.36,11.8,11.57,34,11.3,1023
2019/2/17 11:15,74,39.48,11.7,11.35,34,11.4,1023
2019/2/17 11:30,74,41.58,11.7,13.23,34,11.5,1023
2019/2/17 11:45,73,40.75,11.5,12.44,34,11.6,1023
2019/2/17 12:00,73,34.23,11.5,10.48,34,11.6,1023
2019/2/17 12:15,73,28.31,11.4,9.18,34,11.7,1023
2019/2/17 12:30,72,30.71,11.3,9.74,33,11.8,1022
2019/2/17 12:45,72,29.31,11.2,9.43,33,11.9,1022
2019/2/17 13:00,72,29.6,11.2,9.23,33,11.9,1022
2019/2/17 13:15,72,31.95,11.1,10.33,33,11.9,1022
2019/2/17 13:30,72,34.13,11.1,10.81,33,12,1021
2019/2/17 13:45,72,28.39,11,9.19,33,12,1021
2019/2/17 14:00,72,30.74,11,9.7,33,12,1021
2019/2/17 14:15,73,32.89,11,9.77,34,11.9,1021
2019/2/17 14:30,73,25.43,11,9.38,34,11.9,1020
2019/2/17 14:45,74,27.37,11.1,9.63,34,11.8,1020
2019/2/17 15:00,74,34.45,11.2,10.64,34,11.8,1020
2019/2/17 15:15,75,29.34,11.2,9.6,35,11.7,1020
2019/2/17 15:30,76,31.55,11.3,9.57,35,11.6,1020
2019/2/17 15:45,77,29.94,11.4,9.42,35,11.5,1020
2019/2/17 16:00,77,32.17,11.5,10.03,35,11.4,1020
2019/2/17 16:15,77,26.24,11.6,8.7,35,11.3,1020
2019/2/17 16:30,78,27.91,11.8,9.05,35,11.2,1020
2019/2/17 16:45,78,23.14,11.9,8.35,35,11.1,1020
2019/2/17 17:00,78,22.18,12,8.05,35,11.1,1020
2019/2/17 17:15,79,21.67,12.1,8.68,35,11.1,1020
2019/2/17 17:30,79,19.63,12.3,8.12,35,11,1020
2019/2/17 17:45,80,22.35,12.4,8.75,35,11,1020
2019/2/17 18:00,80,21.22,12.6,8.4,34,11,1020
2019/2/17 18:15,80,27.71,12.7,9.45,34,11,1020
2019/2/17 18:30,81,34.47,12.7,10.01,33,11,1021
2019/2/17 18:45,81,34.02,12.8,10.23,33,11,1021
2019/2/17 19:00,81,23.62,12.9,8.91,33,11,1021
2019/2/17 19:15,81,23.26,12.9,8.35,32,11,1021
2019/2/17 19:30,81,28.81,12.9,9.35,32,11,1021
2019/2/17 19:45,81,28.55,13,10.22,31,11,1021
2019/2/17 20:00,81,30.74,12.9,10.35,30,11,1021
2019/2/17 20:15,81,38.09,12.8,10.83,30,11,1021
2019/2/17 20:30,81,32.7,12.6,10.28,29,10.9,1021
2019/2/17 20:45,81,31.22,12.5,10.63,29,10.9,1021
2019/2/17 21:00,81,36.94,12.4,10.66,28,10.9,1021
2019/2/17 21:15,81,31.98,12.3,10.19,27,10.9,1021
2019/2/17 21:30,82,28.44,12.1,9.23,27,10.8,1021
2019/2/17 21:45,82,30.02,11.9,9.34,26,10.8,1021
2019/2/17 22:00,82,25.47,11.8,9.01,26,10.8,1021
2019/2/17 22:15,82,28.29,11.6,9.43,25,10.8,1021
2019/2/17 22:30,82,29.47,11.5,10.03,25,10.7,1021
2019/2/17 22:45,82,28.59,11.3,9.13,25,10.7,1021
2019/2/17 23:00,82,29.76,11.3,9.26,24,10.7,1021
2019/2/17 23:15,82,25.07,11.2,9.05,24,10.7,1021
2019/2/17 23:30,81,29.37,11.1,9.53,24,10.7,1020
2019/2/17 23:45,81,25.08,11.1,8.37,23,10.7,1020
2019/2/18 0:00,81,23.31,11.1,8.35,23,10.7,1020
2019/2/18 0:15,82,20.54,11.1,8.21,25,10.7,1021
2019/2/18 0:30,82,20,11.1,8.38,24,10.7,1021
2019/2/18 0:45,82,21.18,11.1,9.1,24,10.6,1021
2019/2/18 1:00,82,15.89,11.1,7.62,24,10.6,1021
2019/2/18 1:15,82,15.6,11,7.73,25,10.6,1021
2019/2/18 1:30,82,15.63,11,7.61,25,10.6,1020
2019/2/18 1:45,82,13.93,11,7.74,25,10.6,1020
2019/2/18 2:00,82,18.22,11,7.98,25,10.6,1020
2019/2/18 2:15,82,20.8,10.9,7.87,26,10.6,1020
2019/2/18 2:30,82,15.49,10.8,7.39,26,10.7,1019
2019/2/18 2:45,82,15.28,10.7,7.23,27,10.7,1019
2019/2/18 3:00,82,13.56,10.7,7.13,27,10.7,1019
2019/2/18 3:15,82,11.13,10.6,6.92,27,10.8,1019
2019/2/18 3:30,81,10.9,10.5,6.9,27,10.8,1018
2019/2/18 3:45,81,11.98,10.4,6.83,27,10.9,1018
2019/2/18 4:00,81,11.1,10.4,6.55,27,10.9,1018
2019/2/18 4:15,81,10.61,10.3,6.98,27,11,1018
2019/2/18 4:30,80,15.9,10.2,7.95,27,11.1,1018
2019/2/18 4:45,80,17.47,10.1,8.2,27,11.2,1018
2019/2/18 5:00,80,16.73,10,7.76,27,11.2,1018
2019/2/18 5:15,80,15.8,9.8,7.59,27,11.3,1018
2019/2/18 5:30,79,14.2,9.7,7.42,26,11.4,1018
2019/2/18 5:45,79,15.31,9.6,6.78,26,11.5,1018
2019/2/18 6:00,79,11.73,9.4,6.86,25,11.5,1018
2019/2/18 6:15,79,11.07,9.3,6.88,25,11.6,1018
2019/2/18 6:30,78,8.59,9.1,6.45,25,11.7,1018
2019/2/18 6:45,78,11.14,9,7.03,24,11.8,1018
2019/2/18 7:00,78,9.53,8.9,6.82,24,11.9,1018
2019/2/18 7:15,78,10.12,8.7,6.4,24,12,1018
2019/2/18 7:30,77,10.07,8.6,6.58,23,12.1,1019
2019/2/18 7:45,77,12.36,8.5,7.05,23,12.2,1019
2019/2/18 8:00,77,12.23,8.4,7.07,22,12.4,1019
2019/2/18 8:15,77,15.14,8.3,7.64,23,12.6,1019
2019/2/18 8:30,76,18.29,8.3,7.83,22,12.8,1019
2019/2/18 8:45,76,15.16,8.2,7.73,22,13,1019
2019/2/18 9:00,76,13.23,8.2,7.43,22,13.2,1019
2019/2/18 9:15,76,10.29,8.2,6.45,23,13.4,1019
2019/2/18 9:30,75,9.38,8.1,6.79,23,13.7,1019
2019/2/18 9:45,75,17.66,8,8.1,24,13.9,1019
2019/2/18 10:00,75,12.62,8,7.12,24,14.1,1019
2019/2/18 10:15,75,12.6,7.9,7.08,25,14.4,1019
2019/2/18 10:30,74,13.69,7.9,7.15,26,14.6,1019
2019/2/18 10:45,74,11.9,7.8,7.02,26,14.9,1019
2019/2/18 11:00,74,18.76,7.7,8.03,26,15.1,1019
2019/2/18 11:15,74,13.31,7.6,7.32,27,15.4,1019
2019/2/18 11:30,73,11.49,7.6,7.15,28,15.6,1018
2019/2/18 11:45,73,11.69,7.5,6.94,28,15.9,1018
2019/2/18 12:00,73,11.47,7.3,6.89,29,16.1,1018
2019/2/18 12:15,73,10.2,7.2,6.91,29,16.3,1017
2019/2/18 12:30,72,10.03,7.1,6.65,31,16.5,1017
2019/2/18 12:45,72,6.11,7,6.03,31,16.7,1016
2019/2/18 13:00,72,8.75,6.8,6.36,32,16.9,1016
2019/2/18 13:15,72,10.98,6.7,7.33,33,17,1016
2019/2/18 13:30,73,11.6,6.7,6.94,35,17.1,1015
2019/2/18 13:45,73,5.19,6.6,5.55,36,17.2,1015
2019/2/18 14:00,73,4.38,6.5,5.15,38,17.2,1015
2019/2/18 14:15,74,4.06,6.4,5.23,40,17.2,1015
2019/2/18 14:30,74,2.24,6.4,4.58,42,17.2,1014
2019/2/18 14:45,75,2.27,6.4,4.5,44,17.2,1014
2019/2/18 15:00,75,4,6.4,5.37,46,17.2,1014
2019/2/18 15:15,76,4.01,6.4,5.49,48,17.1,1014
2019/2/18 15:30,77,3.99,6.4,5.29,50,17,1014
2019/2/18 15:45,78,2.9,6.4,4.88,51,16.9,1014
2019/2/18 16:00,78,2.35,6.4,4.53,53,16.7,1014
2019/2/18 16:15,79,2.86,6.4,4.69,54,16.6,1014
2019/2/18 16:30,80,2.14,6.5,4.38,55,16.5,1014
2019/2/18 16:45,81,3.31,6.5,5.08,56,16.4,1014
2019/2/18 17:00,81,3.38,6.5,4.72,56,16.2,1014
2019/2/18 17:15,82,1.33,6.4,4.16,56,16.1,1014
2019/2/18 17:30,83,0.64,6.4,3.81,55,16,1014
2019/2/18 17:45,84,1.07,6.3,3.61,54,15.9,1014
2019/2/18 18:00,84,2.39,6.2,4.68,53,15.7,1014
2019/2/18 18:15,85,1.38,6.1,3.98,52,15.6,1014
2019/2/18 18:30,86,0.86,6.1,3.85,50,15.5,1015
2019/2/18 18:45,87,0.59,6,3.47,48,15.4,1015
2019/2/18 19:00,87,-0.19,5.9,2.34,47,15.3,1015
2019/2/18 19:15,87,-0.18,5.8,2.66,45,15.2,1015
2019/2/18 19:30,88,-0.15,5.7,1.56,44,15.1,1015
2019/2/18 19:45,88,-0.17,5.6,3.08,41,15,1015
2019/2/18 20:00,88,-0.18,5.5,2.74,40,15,1015
2019/2/18 20:15,88,-0.16,5.4,1.98,39,15,1015
2019/2/18 20:30,89,-0.17,5.3,2.67,37,14.9,1015
2019/2/18 20:45,89,-0.17,5.2,2.89,36,14.9,1015
2019/2/18 21:00,89,2.12,5.1,4.41,35,14.9,1015
2019/2/18 21:15,89,2.49,4.9,4.56,33,14.9,1015
2019/2/18 21:30,90,-0.2,4.8,2.39,33,14.8,1015
2019/2/18 21:45,90,4.25,4.6,6.59,32,14.8,1015
2019/2/18 22:00,90,-0.11,4.3,2.73,31,14.8,1015
2019/2/18 22:15,90,-0.15,4,2.12,30,14.8,1015
2019/2/18 22:30,91,-0.16,3.7,0.65,29,14.8,1015
2019/2/18 22:45,91,-0.16,3.4,1.83,28,14.8,1015
2019/2/18 23:00,91,-0.18,3.1,1.49,27,14.8,1015
2019/2/18 23:15,91,-0.16,2.7,1.85,24,14.8,1015
2019/2/18 23:30,91,-0.16,2.3,1.9,20,14.8,1015
