短期预测湿度 shift 60,短期预测风速 shift 60,短期预测温度 shift 60,短期预测气压 shift 60,短期预测风向sin shift 60,短期预测风向cos shift 60,实际功率,实际风速,HourOfDay
80,12.6,20.0,1001,0.8386705679454239,0.5446390350150272,-0.056915317,2.650070303,5
79,12.8,19.9,1001,0.8290375725550417,0.5591929034707468,-0.112669404,1.872378182,6
79,13.0,19.8,1002,0.8090169943749475,0.5877852522924731,0.076471632,2.724828424,7
78,13.2,19.7,1002,0.7771459614569708,0.6293203910498375,-0.107518991,1.703627303,8
77,12.9,19.6,1002,0.7313537016191705,0.6819983600624985,-0.098817251,1.695810636,9
75,12.6,19.4,1003,0.6946583704589973,0.7193398003386512,-0.073273723,2.508021212,10
72,12.2,19.3,1003,0.6691306063588582,0.7431448254773942,0.519902925,3.231113939,11
75,12.0,19.7,1003,0.7313537016191705,0.6819983600624985,1.174533511,3.27448,12
74,11.5,19.5,1002,0.7071067811865476,0.7071067811865476,0.830812744,3.28074697,13
72,11.0,19.4,1002,0.6946583704589973,0.7193398003386512,0.998352249,3.315528485,14
70,10.9,19.3,1002,0.6819983600624985,0.7313537016191706,2.794556549,4.039840606,15
68,11.0,19.2,1002,0.6819983600624985,0.7313537016191706,2.332013174,3.729541212,16
68,11.2,19.2,1002,0.6819983600624985,0.7313537016191706,0.957819301,3.017885758,17
71,11.5,19.1,1003,0.6946583704589973,0.7193398003386512,0.317922392,2.786141212,18
73,11.5,19.1,1003,0.6946583704589973,0.7193398003386512,0.839862772,3.069578182,19
74,11.3,19.3,1004,0.7071067811865476,0.7071067811865476,0.893435956,3.181221515,20
73,10.7,19.5,1004,0.7313537016191705,0.6819983600624985,1.958105319,3.52819303,21
72,10.0,19.7,1004,0.754709580222772,0.6560590289905073,1.666094083,3.40339303,22
71,9.8,19.8,1004,0.788010753606722,0.6156614753256583,-0.01950002,2.247894242,23
72,9.8,19.9,1003,0.8386705679454239,0.5446390350150272,0.24034388,2.774350606,0
74,10.0,19.9,1003,0.8660254037844386,0.5000000000000001,-0.084746261,2.244926061,1
75,10.0,19.8,1002,0.8910065241883678,0.4539904997395468,0.091031422,2.640612121,2
76,9.4,19.7,1002,0.8910065241883678,0.4539904997395468,0.136266966,2.684772121,3
78,8.5,19.6,1002,0.8746197071393957,0.4848096202463371,-0.103762365,2.056152121,4
79,8.1,19.5,1002,0.8571673007021122,0.5150380749100543,-0.017642259,2.201685758,5
80,8.0,19.5,1003,0.8290375725550417,0.5591929034707468,0.171832857,2.284257576,6
81,8.2,19.6,1003,0.788010753606722,0.6156614753256583,0.056995718,2.303087576,7
81,8.7,19.6,1004,0.754709580222772,0.6560590289905073,-0.095333822,1.812506061,8
82,9.3,19.5,1004,0.7071067811865476,0.7071067811865476,0.43891613,2.59544303,9
82,9.6,19.4,1004,0.6560590289905072,0.754709580222772,0.047078873,2.69030697,10
81,9.6,19.2,1004,0.6018150231520483,0.7986355100472928,-0.073114802,2.162637515,11
76,9.8,19.5,1005,0.6560590289905072,0.754709580222772,2.92362234,4.027212121,12
75,9.2,19.2,1004,0.6427876096865393,0.766044443118978,6.744353641,5.070867879,13
74,8.9,19.0,1004,0.6293203910498374,0.7771459614569709,6.718972426,5.148448788,14
74,8.9,18.8,1004,0.6427876096865393,0.766044443118978,3.992860168,4.165956364,15
75,9.1,18.7,1004,0.6691306063588582,0.7431448254773942,7.133317533,4.987569697,16
76,9.3,18.6,1004,0.6819983600624985,0.7313537016191706,7.641039286,5.191117576,17
77,9.5,18.6,1004,0.6946583704589973,0.7193398003386512,9.915626201,5.952472424,18
77,9.5,18.7,1005,0.7071067811865476,0.7071067811865476,3.92153719,4.091311212,19
76,9.5,18.9,1005,0.7071067811865476,0.7071067811865476,2.777303797,4.102035455,20
75,9.5,19.3,1005,0.6946583704589973,0.7193398003386512,1.951541405,3.731207879,21
73,9.3,19.7,1005,0.7193398003386511,0.6946583704589974,0.820376125,2.816604848,22
73,9.2,20.2,1005,0.7986355100472928,0.6018150231520484,-0.08197651,2.592227576,23
73,9.3,20.5,1004,0.898794046299167,0.4383711467890774,0.15495289,2.828497879,0
73,9.8,20.7,1004,0.9702957262759964,0.2419218955996679,2.201083812,3.694777879,1
73,10.0,20.9,1003,0.9945218953682732,0.1045284632676534,2.590996551,3.813621212,2
73,9.4,21.0,1002,0.9993908270190958,0.034899496702501,2.410720755,3.704818152,3
73,8.2,21.1,1002,0.9975640502598242,0.0697564737441254,3.922747565,4.214068182,4
73,7.1,21.3,1002,0.9876883405951378,0.1564344650402309,4.810627123,4.528254545,5
72,6.7,21.4,1002,0.9659258262890684,0.2588190451025207,20.42202172,7.350578788,6
73,6.7,21.5,1003,0.9205048534524404,0.3907311284892739,25.84242065,8.511183333,7
74,7.2,21.5,1003,0.8571673007021122,0.5150380749100543,32.85616303,10.80952061,8
76,7.8,21.3,1003,0.788010753606722,0.6156614753256583,33.90013824,10.1243697,9
78,8.3,20.9,1004,0.7193398003386511,0.6946583704589974,32.29858171,9.741652424,10
80,8.9,20.4,1004,0.6691306063588582,0.7431448254773942,32.32314754,10.24342152,11
79,9.5,19.4,1004,0.573576436351046,0.8191520442889918,29.93195323,8.793223636,12
77,9.4,19.0,1003,0.5591929034707469,0.8290375725550417,23.13051615,7.749989394,13
75,9.2,18.7,1003,0.5591929034707469,0.8290375725550417,27.02179891,8.369221818,14
72,9.1,18.5,1003,0.5877852522924731,0.8090169943749475,2.144478395,3.438329091,15
70,9.1,18.5,1003,0.6018150231520483,0.7986355100472928,5.278575087,4.540501515,16
67,9.0,18.5,1003,0.6156614753256582,0.788010753606722,34.27527856,10.51312424,17
65,8.9,18.6,1003,0.6293203910498374,0.7771459614569709,24.69354931,8.123796061,18
63,8.7,18.8,1004,0.6293203910498374,0.7771459614569709,27.13225135,8.896769697,19
61,8.6,19.1,1004,0.6560590289905072,0.754709580222772,32.85187799,9.513602727,20
60,8.5,19.5,1005,0.6946583704589973,0.7193398003386512,27.15819773,8.036174545,21
59,8.6,20.1,1005,0.754709580222772,0.6560590289905073,23.01181821,7.590952424,22
60,8.7,20.5,1005,0.8191520442889918,0.573576436351046,15.96390362,6.611434242,23
62,8.8,20.7,1004,0.8746197071393957,0.4848096202463371,18.71340597,6.959378182,0
65,9.0,20.9,1003,0.9135454576426008,0.4067366430758002,18.96226233,6.848120303,1
68,8.9,21.1,1002,0.9510565162951536,0.3090169943749474,14.56668664,6.217862727,2
70,8.9,21.3,1001,0.9702957262759964,0.2419218955996679,18.20622571,6.95227,3
71,8.7,21.4,1001,0.981627183447664,0.1908089953765449,16.38749939,6.652382121,4
72,8.5,21.5,1001,0.9876883405951378,0.1564344650402309,16.82949744,6.528777273,5
74,8.2,21.6,1001,0.984807753012208,0.1736481776669304,12.05813958,5.789069091,6
76,7.9,21.5,1002,0.9659258262890684,0.2588190451025207,12.5289339,5.946806364,7
78,7.6,21.4,1002,0.9205048534524404,0.3907311284892739,12.65002031,6.404355758,8
81,7.7,21.1,1002,0.8290375725550417,0.5591929034707468,10.86589327,5.843593333,9
83,8.1,20.8,1003,0.7193398003386511,0.6946583704589974,11.56090148,5.793700303,10
84,8.5,20.4,1003,0.6293203910498374,0.7771459614569709,7.7881069,5.02840303,11
82,8.4,20.2,1003,0.6427876096865393,0.766044443118978,12.83143028,5.930130606,12
80,8.4,19.9,1002,0.6427876096865393,0.766044443118978,6.248322658,4.85364303,13
78,8.3,19.6,1002,0.6560590289905072,0.754709580222772,10.82862088,5.809928788,14
76,8.3,19.5,1002,0.6691306063588582,0.7431448254773942,8.088640029,5.47730697,15
75,8.3,19.5,1002,0.6819983600624985,0.7313537016191706,7.483941246,5.186348485,16
73,8.3,19.5,1002,0.6946583704589973,0.7193398003386512,8.177117819,5.723471212,17
71,8.3,19.6,1003,0.7071067811865476,0.7071067811865476,10.78413446,5.975484545,18
71,8.1,19.7,1003,0.7071067811865476,0.7071067811865476,3.477530356,3.934660303,19
71,8.1,20.0,1004,0.7193398003386511,0.6946583704589974,4.491564048,4.252546364,20
71,8.2,20.4,1004,0.754709580222772,0.6560590289905073,8.575584356,5.487179697,21
71,8.3,20.8,1004,0.8090169943749475,0.5877852522924731,5.619071736,4.568245455,22
71,8.3,21.2,1004,0.8571673007021122,0.5150380749100543,8.726733049,5.535519091,23
72,8.0,21.5,1003,0.8910065241883678,0.4539904997395468,7.862831425,5.221279697,0
73,7.8,21.7,1003,0.9335804264972016,0.3583679495453004,8.911598974,5.442834242,1
74,7.4,21.8,1002,0.9659258262890684,0.2588190451025207,8.89513555,5.429458788,2
76,7.2,21.9,1001,0.984807753012208,0.1736481776669304,5.733239542,4.774483636,3
78,7.1,22.0,1000,0.9945218953682732,0.1045284632676534,12.77002976,6.065546667,4
80,7.1,22.1,1000,0.9961946980917455,0.0871557427476581,15.90595423,6.688798485,5
82,7.3,22.2,1000,0.9902680687415704,0.1391731009600657,15.61413759,6.660195152,6
84,7.5,22.2,1000,0.9659258262890684,0.2588190451025207,9.520325387,5.481931515,7
85,7.5,22.1,1001,0.9205048534524404,0.3907311284892739,10.73164308,5.852064242,8
86,7.5,21.9,1002,0.8191520442889918,0.573576436351046,10.145546,5.58796697,9
86,7.6,21.6,1003,0.7193398003386511,0.6946583704589974,13.63135715,6.43845303,10
85,7.8,21.3,1003,0.6156614753256582,0.788010753606722,12.56942235,6.01508,11
86,7.8,21.4,1002,0.6560590289905072,0.754709580222772,16.12924616,6.462643636,12
84,7.9,21.2,1001,0.6293203910498374,0.7771459614569709,14.13958743,6.335920303,13
82,7.8,21.0,1001,0.6427876096865393,0.766044443118978,15.53177435,6.678442121,14
82,7.7,20.9,1001,0.6560590289905072,0.754709580222772,14.35524798,6.232840606,15
82,7.5,20.9,1001,0.6691306063588582,0.7431448254773942,11.3355429,6.09048697,16
82,7.5,20.9,1001,0.6946583704589973,0.7193398003386512,10.45373496,5.811779697,17
81,7.6,21.0,1002,0.7193398003386511,0.6946583704589974,10.04020565,5.677852727,18
80,7.9,21.1,1002,0.7431448254773941,0.6691306063588582,10.53147734,5.822084242,19
78,8.4,21.4,1003,0.766044443118978,0.6427876096865394,10.79249617,6.114228485,20
78,9.0,21.7,1003,0.788010753606722,0.6156614753256583,14.71837747,6.675358485,21
78,9.4,21.9,1003,0.8191520442889918,0.573576436351046,11.91218092,6.139380909,22
78,9.6,22.1,1003,0.8386705679454239,0.5446390350150272,7.536396123,5.166964545,23
78,9.5,22.3,1002,0.8746197071393957,0.4848096202463371,7.977628801,5.074664848,0
78,9.1,22.5,1002,0.90630778703665,0.4226182617406994,9.190540739,5.321788788,1
79,8.7,22.6,1001,0.9335804264972016,0.3583679495453004,11.33947694,5.869468182,2
80,8.3,22.7,1000,0.9563047559630354,0.2923717047227367,9.112713823,5.454391818,3
82,7.9,22.7,1000,0.9743700647852352,0.2249510543438649,8.420026792,5.566698182,4
84,7.4,22.6,1000,0.9743700647852352,0.2249510543438649,9.30864514,5.585046061,5
86,6.9,22.5,1000,0.9612616959383188,0.2756373558169991,10.3107602,5.658328182,6
87,6.6,22.4,1001,0.9205048534524404,0.3907311284892739,5.169827091,4.553266061,7
87,6.6,22.3,1001,0.8571673007021122,0.5150380749100543,2.315857027,3.789064848,8
87,7.1,22.2,1001,0.788010753606722,0.6156614753256583,6.276506661,4.960137576,9
86,7.6,22.2,1002,0.754709580222772,0.6560590289905073,4.373879573,4.289307576,10
85,7.7,22.1,1002,0.7431448254773941,0.6691306063588582,8.810681189,5.521210606,11
86,6.8,21.9,1002,0.7071067811865476,0.7071067811865476,8.445579484,5.635239697,12
85,6.4,21.8,1001,0.7313537016191705,0.6819983600624985,13.97286037,6.055147273,13
84,6.1,21.8,1001,0.766044443118978,0.6427876096865394,11.96116347,5.936285758,14
84,5.8,21.7,1000,0.788010753606722,0.6156614753256583,8.525285067,5.376475455,15
84,5.8,21.7,1000,0.7986355100472928,0.6018150231520484,9.856074922,5.594733636,16
83,5.9,21.7,1000,0.7771459614569708,0.6293203910498375,8.799890863,5.490837576,17
82,6.2,21.8,1000,0.766044443118978,0.6427876096865394,10.51943281,5.623952727,18
81,6.4,21.9,1001,0.7431448254773941,0.6691306063588582,9.562331547,5.480240303,19
80,6.5,22.1,1001,0.7313537016191705,0.6819983600624985,9.552134768,5.849234848,20
80,6.3,22.2,1001,0.7431448254773941,0.6691306063588582,12.31550101,6.116817879,21
80,5.6,22.3,1001,0.7771459614569708,0.6293203910498375,6.611157126,4.844642424,22
80,5.0,22.5,1001,0.8386705679454239,0.5446390350150272,7.873208695,5.246625455,23
82,4.4,22.6,1001,0.9135454576426008,0.4067366430758002,3.167932273,4.000397576,0
84,3.8,22.7,1000,0.9781476007338056,0.2079116908177594,3.901636637,4.237150303,1
86,3.2,22.7,1000,1.0,6.123233995736766e-17,6.654511267,5.140247879,2
88,2.8,22.7,1000,0.9455185755993168,-0.3255681544571564,4.693266734,4.579790606,3
90,2.6,22.6,999,0.8090169943749475,-0.587785252292473,5.76196191,4.736665758,4
91,2.5,22.5,999,0.7071067811865476,-0.7071067811865475,7.829946691,5.257507576,5
91,2.6,22.4,999,0.7313537016191706,-0.6819983600624984,9.846441887,5.602550909,6
91,2.7,22.4,1000,0.8290375725550417,-0.5591929034707467,6.531365186,4.933939091,7
91,2.7,22.4,1000,0.8829475928589271,-0.4694715627858905,9.168668972,5.401572727,8
91,2.8,22.4,1000,0.8987940462991669,-0.4383711467890775,5.609360182,4.658718182,9
92,2.6,22.4,1001,0.8829475928589271,-0.4694715627858905,6.36777347,5.023094242,10
92,2.2,22.4,1001,0.8480480961564261,-0.5299192642332048,4.7071,4.501131212,11
92,1.5,22.3,1001,0.9975640502598242,0.0697564737441254,6.389972413,4.90326,12
92,1.0,22.2,1000,0.9563047559630354,0.2923717047227367,7.388537708,5.372858788,13
91,0.7,22.2,1000,0.8290375725550417,0.5591929034707468,8.311026144,5.462532727,14
91,0.6,22.2,1000,0.6293203910498374,0.7771459614569709,9.093478596,5.41878303,15
90,0.7,22.2,1000,0.7071067811865476,0.7071067811865476,6.366234677,4.908550606,16
89,0.9,22.3,1000,0.9510565162951536,0.3090169943749474,4.857076651,4.532097576,17
89,1.6,22.4,1000,1.0,6.123233995736766e-17,5.949812285,4.72959697,18
88,2.3,22.4,1000,0.9961946980917455,-0.0871557427476582,2.838112163,3.911643939,19
88,2.7,22.5,1000,0.9975640502598242,-0.0697564737441253,3.528266544,4.194827273,20
88,2.7,22.5,1000,0.9975640502598242,0.0697564737441254,6.605456264,5.067539697,21
88,2.6,22.6,1000,0.9612616959383188,0.2756373558169991,5.129932919,4.548333636,22
90,2.5,22.7,1000,0.9335804264972016,0.3583679495453004,2.110667005,3.433344545,23
90,2.4,23.0,1000,0.9563047559630354,0.2923717047227367,6.706412375,5.007279394,0
90,2.2,23.2,1000,0.9961946980917455,0.0871557427476581,4.52436328,4.435270909,1
90,1.6,23.3,999,0.992546151641322,-0.1218693434051473,4.537990452,4.365190606,2
89,0.7,23.3,998,0.8910065241883679,-0.4539904997395467,6.341742078,4.971491212,3
89,0.4,23.2,997,-0.8910065241883678,-0.4539904997395469,4.734108941,4.460210606,4
89,0.5,23.0,997,-0.981627183447664,0.1908089953765442,5.502400151,4.711155758,5
90,0.6,22.9,997,0.6293203910498374,0.7771459614569709,4.485433052,4.357791515,6
91,2.0,22.8,998,0.9510565162951536,0.3090169943749474,8.419345374,5.241622121,7
92,3.0,22.8,999,0.9702957262759964,0.2419218955996679,9.351074408,5.640350909,8
92,3.1,22.8,999,0.992546151641322,0.1218693434051474,15.47464039,6.478136061,9
92,2.6,22.7,999,1.0,6.123233995736766e-17,15.61056535,6.730861212,10
91,2.2,22.7,999,0.9743700647852352,-0.2249510543438648,11.87036447,5.887142727,11
94,4.1,22.6,999,0.1218693434051475,-0.992546151641322,18.32805006,7.16181697,12
95,2.2,22.5,998,-0.1736481776669304,-0.984807753012208,19.91329334,7.197675758,13
96,0.4,22.4,998,-0.2419218955996675,-0.9702957262759964,19.96765292,7.165107879,14
96,2.1,22.2,998,0.9563047559630354,0.2923717047227367,13.91399449,6.300105152,15
96,4.6,22.0,998,0.981627183447664,0.1908089953765449,13.10063791,6.131048182,16
96,6.1,21.9,998,0.9876883405951378,0.1564344650402309,13.73667093,6.114153333,17
95,5.5,21.9,998,0.984807753012208,0.1736481776669304,10.17315471,5.993856667,18
93,3.9,22.1,999,0.9563047559630354,0.2923717047227367,11.88917277,5.905945455,19
93,2.4,22.3,999,0.8829475928589269,0.4694715627858908,12.24307123,6.01556,20
93,1.9,22.5,999,0.8090169943749475,0.5877852522924731,11.26521468,5.751495455,21
94,1.7,22.7,999,0.8571673007021122,0.5150380749100543,9.616128015,5.680776667,22
94,1.7,22.9,998,0.9335804264972016,0.3583679495453004,4.404618442,4.497621212,23
93,1.5,23.1,997,1.0,6.123233995736766e-17,9.253080491,5.389799394,0
92,1.3,23.2,997,0.8910065241883679,-0.4539904997395467,9.808241316,5.511607879,1
92,1.4,23.3,996,0.7071067811865476,-0.7071067811865475,7.173457859,4.975330606,2
94,1.6,23.4,995,0.6819983600624985,-0.7313537016191705,4.423359434,4.438466667,3
95,1.8,23.3,995,0.6560590289905073,-0.754709580222772,5.285570782,4.539557879,4
95,2.2,23.3,995,0.5591929034707469,-0.8290375725550416,6.189327138,4.781150909,5
96,2.9,23.2,995,0.3090169943749475,-0.9510565162951536,10.94266971,5.833289394,6
95,3.8,23.2,996,0.1045284632676537,-0.9945218953682732,9.872342535,5.645157576,7
96,4.7,23.1,996,-0.0348994967025009,-0.9993908270190958,9.763148717,5.485622727,8
97,5.3,23.0,996,-0.1564344650402307,-0.9876883405951378,9.461841488,5.266995455,9
98,5.5,22.9,997,-0.275637355816999,-0.9612616959383188,12.89822627,5.840687576,10
98,6.0,22.9,997,-0.4226182617406993,-0.90630778703665,10.31757532,5.61792697,11
97,5.2,23.0,998,-0.3907311284892735,-0.9205048534524404,9.262224027,5.27668303,12
96,5.7,23.0,997,-0.6560590289905074,-0.7547095802227719,6.687947706,4.874270303,13
96,5.9,22.9,997,-0.7986355100472928,-0.6018150231520483,4.630246655,4.280508182,14
96,5.0,22.8,997,-0.8746197071393959,-0.4848096202463368,2.315537286,3.644789091,15
96,3.6,22.8,997,-0.9455185755993168,-0.3255681544571566,1.807849159,3.547629697,16
96,2.7,22.7,997,-0.984807753012208,-0.1736481776669303,2.128043906,3.484677879,17
98,2.7,22.6,997,-0.9975640502598242,-0.0697564737441255,2.402002644,3.558969697,18
97,3.1,22.6,998,-0.992546151641322,-0.1218693434051471,2.524110322,3.749105152,19
96,3.6,22.7,998,-0.9876883405951375,-0.156434465040231,2.215292063,3.498560303,20
94,4.0,23.0,998,-0.9743700647852352,-0.2249510543438652,2.653903205,3.67684303,21
91,4.4,23.3,998,-0.961261695938319,-0.2756373558169989,0.721917256,2.841802727,22
88,5.0,23.7,998,-0.9271838545667872,-0.3746065934159123,0.482025519,2.676881818,23
85,6.1,24.1,997,-0.8660254037844385,-0.5000000000000004,0.251188283,2.480724545,0
84,7.3,24.3,997,-0.8290375725550414,-0.5591929034707472,-0.165923687,1.948373545,1
84,8.1,24.4,996,-0.7986355100472928,-0.6018150231520483,-0.108298386,1.785963333,2
87,8.0,24.3,995,-0.7880107536067221,-0.6156614753256581,-0.103033583,2.362958485,3
89,7.4,24.1,995,-0.7660444431189779,-0.6427876096865395,0.011801762,2.509759091,4
90,6.3,23.8,995,-0.7547095802227717,-0.6560590289905077,0.53395166,2.699662667,5
91,4.9,23.6,995,-0.7071067811865475,-0.7071067811865477,2.601014728,3.786432727,6
91,3.0,23.5,996,-0.5446390350150271,-0.838670567945424,1.80698575,3.282651515,7
92,1.3,23.3,997,0.8910065241883679,-0.4539904997395467,0.338504541,2.65478,8
94,5.3,23.1,998,0.90630778703665,0.4226182617406994,0.273550993,2.527347576,9
94,9.7,22.9,999,0.8386705679454239,0.5446390350150272,2.526116557,3.528879394,10
94,12.6,22.6,999,0.7986355100472928,0.6018150231520484,0.456009762,2.71607303,11
87,9.8,22.1,1000,0.6819983600624985,0.7313537016191706,0.141450439,2.63263,12
86,9.9,22.0,999,0.6819983600624985,0.7313537016191706,-0.102364497,2.091029697,13
86,10.0,21.9,999,0.6819983600624985,0.7313537016191706,-0.11675082,2.224917909,14
85,10.3,21.8,999,0.6946583704589973,0.7193398003386512,-0.109607424,1.944364212,15
84,10.6,21.7,999,0.7071067811865476,0.7071067811865476,-0.098782423,1.576115273,16
84,11.0,21.7,999,0.7193398003386511,0.6946583704589974,-0.104841652,1.358834273,17
84,11.2,21.7,999,0.7313537016191705,0.6819983600624985,-0.104957421,1.398856485,18
85,11.4,21.6,1000,0.7313537016191705,0.6819983600624985,-0.098174474,2.022909697,19
84,11.5,21.6,1000,0.7313537016191705,0.6819983600624985,0.04901062,2.57922697,20
81,11.5,21.6,1000,0.7313537016191705,0.6819983600624985,0.142162089,2.244767879,21
79,11.1,21.6,1001,0.7431448254773941,0.6691306063588582,-0.116190675,1.118236061,22
78,10.7,21.7,1001,0.7771459614569708,0.6293203910498375,-0.088887555,1.388964455,23
78,10.1,21.9,1001,0.8480480961564261,0.5299192642332049,-0.064624475,1.608052848,0
77,9.5,22.0,1000,0.90630778703665,0.4226182617406994,-0.09196488,1.345735606,1
78,9.1,22.1,1000,0.9510565162951536,0.3090169943749474,-0.078327306,1.582359182,2
78,8.7,22.1,999,0.9659258262890684,0.2588190451025207,0.377057574,2.425492424,3
79,8.1,22.1,999,0.9702957262759964,0.2419218955996679,-0.092224956,1.193750212,4
79,7.6,22.1,999,0.9659258262890684,0.2588190451025207,-0.104725393,1.437733485,5
80,7.0,22.1,999,0.9659258262890684,0.2588190451025207,-0.080985542,1.801199515,6
80,6.5,22.1,1000,0.9659258262890684,0.2588190451025207,-0.09190621,0.917645121,7
81,6.4,22.1,1000,0.9510565162951536,0.3090169943749474,-0.119202905,0.796195,8
81,6.6,22.1,1000,0.9205048534524404,0.3907311284892739,-0.10437489,1.496411636,9
82,7.1,22.2,1000,0.8571673007021122,0.5150380749100543,0.349585439,2.806237576,10
83,7.6,22.1,1000,0.8090169943749475,0.5877852522924731,0.943049368,3.229427879,11
81,8.7,21.7,1000,0.7071067811865476,0.7071067811865476,0.917109558,3.435735152,12
81,8.3,21.4,1000,0.7071067811865476,0.7071067811865476,1.009699859,3.45241,13
81,7.8,21.2,1000,0.7193398003386511,0.6946583704589974,1.416849215,3.386554545,14
80,7.6,21.0,1000,0.6946583704589973,0.7193398003386512,0.879109629,2.988768485,15
79,7.4,20.8,1000,0.6691306063588582,0.7431448254773942,4.672341547,4.758728182,16
78,7.7,20.7,1000,0.6691306063588582,0.7431448254773942,3.865007866,3.987333939,17
78,8.1,20.7,1001,0.6946583704589973,0.7193398003386512,4.330160187,4.283962121,18
77,8.5,20.7,1001,0.7313537016191705,0.6819983600624985,5.092807902,4.564199697,19
76,8.6,21.0,1002,0.7431448254773941,0.6691306063588582,4.224432004,4.140411515,20
76,8.4,21.3,1002,0.754709580222772,0.6560590289905073,6.218033635,5.088287879,21
76,7.8,21.7,1002,0.7771459614569708,0.6293203910498375,1.102533343,3.074646364,22
77,7.4,21.9,1002,0.8386705679454239,0.5446390350150272,3.690243844,4.45255697,23
78,7.4,22.1,1001,0.9135454576426008,0.4067366430758002,2.941078629,4.119019697,0
79,7.7,22.2,1001,0.9743700647852352,0.2249510543438649,0.45115361,2.874447273,1
80,7.6,22.3,1000,0.9961946980917455,0.0871557427476581,1.079875529,3.198252727,2
82,6.9,22.4,1000,0.9998476951563912,0.0174524064372833,0.932086146,3.14806697,3
83,5.7,22.5,1000,0.9998476951563912,-0.0174524064372834,1.566353842,3.47636,4
84,4.6,22.5,1000,0.9998476951563912,-0.0174524064372834,1.944016049,3.557271818,5
85,4.0,22.5,1000,0.9998476951563912,0.0174524064372833,1.245065536,3.151341818,6
86,3.5,22.4,1001,0.9902680687415704,0.1391731009600657,0.183982276,2.312196576,7
86,3.4,22.4,1001,0.9781476007338056,0.2079116908177594,0.562062486,2.800690303,8
87,3.2,22.4,1001,0.9612616959383188,0.2756373558169991,0.076945533,2.457825879,9
88,3.1,22.4,1002,0.9271838545667874,0.3746065934159119,0.156090569,3.022267879,10
88,3.1,22.4,1002,0.8746197071393957,0.4848096202463371,0.969418818,3.112597576,11
87,3.7,22.2,1002,0.7313537016191705,0.6819983600624985,1.727288922,3.628350909,12
88,3.6,22.1,1001,0.6293203910498374,0.7771459614569709,2.236881721,3.960650303,13
87,3.9,22.0,1001,0.6156614753256582,0.788010753606722,1.616495608,3.727153333,14
87,4.3,21.9,1001,0.6427876096865393,0.766044443118978,4.05829255,4.630359091,15
86,4.9,21.8,1001,0.7071067811865476,0.7071067811865476,3.546541788,4.233622424,16
85,5.5,21.8,1001,0.754709580222772,0.6560590289905073,4.636113887,4.403788182,17
84,5.5,21.8,1001,0.754709580222772,0.6560590289905073,2.105346722,3.66739303,18
82,5.4,21.9,1002,0.7771459614569708,0.6293203910498375,24.76737215,7.87135697,19
79,5.3,22.2,1002,0.7986355100472928,0.6018150231520484,21.93644988,7.34941303,20
77,5.2,22.5,1003,0.8290375725550417,0.5591929034707468,22.85227782,7.521596364,21
75,5.1,22.9,1003,0.8829475928589269,0.4694715627858908,26.10835327,8.506918485,22
76,4.9,23.1,1003,0.9396926207859084,0.3420201433256688,23.99956919,7.578007576,23
78,4.7,23.2,1002,0.9876883405951378,0.1564344650402309,23.08026475,7.049366061,0
81,4.6,23.2,1002,0.9975640502598242,-0.0697564737441253,26.17756061,7.951013333,1
84,4.5,23.1,1001,0.9743700647852352,-0.2249510543438648,25.32863424,7.331665152,2
86,4.4,23.1,1001,0.9612616959383188,-0.275637355816999,25.93823225,7.358211818,3
87,4.2,23.0,1001,0.981627183447664,-0.1908089953765448,26.4642177,7.561074242,4
88,4.3,23.0,1001,1.0,6.123233995736766e-17,21.12610886,7.452104242,5
89,4.8,22.9,1002,0.9743700647852352,0.2249510543438649,27.59810533,8.335504242,6
90,5.8,22.9,1002,0.9135454576426008,0.4067366430758002,28.08263394,8.653278182,7
90,6.9,22.8,1003,0.8660254037844386,0.5000000000000001,28.06160197,8.835524242,8
91,8.0,22.7,1004,0.8386705679454239,0.5446390350150272,25.65797039,8.222593939,9
90,8.6,22.7,1004,0.8191520442889918,0.573576436351046,27.56933395,8.444507273,10
88,8.9,22.6,1004,0.7986355100472928,0.6018150231520484,28.68047821,8.670775758,11
85,9.5,22.2,1004,0.754709580222772,0.6560590289905073,22.36535565,7.563600606,12
85,9.6,22.0,1003,0.7313537016191705,0.6819983600624985,22.34197629,7.822661818,13
84,9.4,21.8,1002,0.7071067811865476,0.7071067811865476,24.27546665,7.76801303,14
82,9.0,21.7,1002,0.6946583704589973,0.7193398003386512,21.84414092,7.130500606,15
79,8.5,21.7,1002,0.6819983600624985,0.7313537016191706,20.09650519,6.917560909,16
78,8.1,21.7,1002,0.6819983600624985,0.7313537016191706,20.19458747,7.223605152,17
76,8.3,21.8,1003,0.6819983600624985,0.7313537016191706,16.23802176,6.683141818,18
76,8.6,21.9,1003,0.6946583704589973,0.7193398003386512,14.82103037,6.662192727,19
76,8.8,22.0,1004,0.7313537016191705,0.6819983600624985,12.01886709,5.874042121,20
76,8.8,22.1,1004,0.788010753606722,0.6156614753256583,21.23033447,7.441888788,21
77,8.8,22.2,1004,0.8480480961564261,0.5299192642332049,14.52155003,6.779610303,22
78,8.6,22.3,1004,0.898794046299167,0.4383711467890774,10.45058233,5.972935758,23
79,8.4,22.4,1004,0.9205048534524404,0.3907311284892739,10.68863032,5.740188182,0
79,8.2,22.4,1003,0.9271838545667874,0.3746065934159119,12.25483945,6.086772727,1
80,8.0,22.5,1002,0.9396926207859084,0.3420201433256688,12.36326332,6.026774242,2
