RT_Demand,DayOfWeek,HourOfDay
1919.8,1.0,9.0
2032.62,1.0,10.0
2104.91,1.0,11.0
2125.59,1.0,12.0
2163.27,1.0,13.0
2227.25,1.0,14.0
2259.67,1.0,15.0
2275.68,1.0,16.0
2283.31,1.0,17.0
2266.52,1.0,18.0
2192.72,1.0,19.0
2076.08,1.0,20.0
1971.42,1.0,21.0
1835.53,1.0,22.0
1656.52,1.0,23.0
1490.33,2.0,0.0
1367.75,2.0,1.0
1284.1,2.0,2.0
1226.63,2.0,3.0
1193.5,2.0,4.0
1195.84,2.0,5.0
1240.33,2.0,6.0
1342.95,2.0,7.0
1483.4,2.0,8.0
1600.49,2.0,9.0
1693.83,2.0,10.0
1812.14,2.0,11.0
1911.61,2.0,12.0
1981.19,2.0,13.0
2043.63,2.0,14.0
2082.55,2.0,15.0
2119.89,2.0,16.0
2151.35,2.0,17.0
2165.01,2.0,18.0
2128.34,2.0,19.0
2033.88,2.0,20.0
1960.21,2.0,21.0
1845.48,2.0,22.0
1681.54,2.0,23.0
1535.86,3.0,0.0
1428.67,3.0,1.0
1353.07,3.0,2.0
1294.01,3.0,3.0
1263.01,3.0,4.0
1265.67,3.0,5.0
1318.92,3.0,6.0
1416.72,3.0,7.0
1530.59,3.0,8.0
1624.47,3.0,9.0
1702.63,3.0,10.0
1811.31,3.0,11.0
1916.05,3.0,12.0
1999.17,3.0,13.0
2055.95,3.0,14.0
2084.04,3.0,15.0
2090.81,3.0,16.0
2066.54,3.0,17.0
2054.64,3.0,18.0
2011.9,3.0,19.0
1925.29,3.0,20.0
1857.32,3.0,21.0
1740.2,3.0,22.0
1572.13,3.0,23.0
1414.29,4.0,0.0
1299.68,4.0,1.0
1222.92,4.0,2.0
1170.42,4.0,3.0
1142.01,4.0,4.0
1143.87,4.0,5.0
1191.61,4.0,6.0
1287.23,4.0,7.0
1421.94,4.0,8.0
1532.76,4.0,9.0
1622.32,4.0,10.0
1709.12,4.0,11.0
1786.07,4.0,12.0
1840.89,4.0,13.0
1883.81,4.0,14.0
1899.31,4.0,15.0
1945.82,4.0,16.0
1981.15,4.0,17.0
1994.58,4.0,18.0
1955.7,4.0,19.0
1862.78,4.0,20.0
1788.57,4.0,21.0
1682.81,4.0,22.0
1526.95,4.0,23.0
1377.84,5.0,0.0
1265.61,5.0,1.0
1188.71,5.0,2.0
1134.82,5.0,3.0
1102.43,5.0,4.0
1091.45,5.0,5.0
1101.91,5.0,6.0
1144.89,5.0,7.0
1241.9,5.0,8.0
1369.4,5.0,9.0
1484.55,5.0,10.0
1574.96,5.0,11.0
1654.93,5.0,12.0
1716.38,5.0,13.0
1764.66,5.0,14.0
1803.84,5.0,15.0
1845.11,5.0,16.0
1890.88,5.0,17.0
1925.33,5.0,18.0
1903.78,5.0,19.0
1820.7,5.0,20.0
1753.02,5.0,21.0
1657.35,5.0,22.0
1511.15,5.0,23.0
1369.15,6.0,0.0
1260.33,6.0,1.0
1182.34,6.0,2.0
1130.77,6.0,3.0
1101.56,6.0,4.0
1091.81,6.0,5.0
1095.63,6.0,6.0
1129.86,6.0,7.0
1211.37,6.0,8.0
1324.06,6.0,9.0
1434.97,6.0,10.0
1530.9,6.0,11.0
1615.03,6.0,12.0
1668.27,6.0,13.0
1683.79,6.0,14.0
1708.92,6.0,15.0
1728.8,6.0,16.0
1733.04,6.0,17.0
1763.11,6.0,18.0
1754.79,6.0,19.0
1732.18,6.0,20.0
1714.91,6.0,21.0
1642.74,6.0,22.0
1529.91,6.0,23.0
1424.7,0.0,0.0
1350.68,0.0,1.0
1305.59,0.0,2.0
1278.76,0.0,3.0
1271.25,0.0,4.0
1291.69,0.0,5.0
1367.2,0.0,6.0
1498.29,0.0,7.0
1671.29,0.0,8.0
1805.92,0.0,9.0
1872.82,0.0,10.0
1934.32,0.0,11.0
1984.48,0.0,12.0
2030.35,0.0,13.0
2068.54,0.0,14.0
2088.1,0.0,15.0
2102.38,0.0,16.0
2112.52,0.0,17.0
2120.46,0.0,18.0
2076.51,0.0,19.0
1972.48,0.0,20.0
1890.76,0.0,21.0
1757.9,0.0,22.0
1586.69,0.0,23.0
1437.55,1.0,0.0
1328.09,1.0,1.0
1258.19,1.0,2.0
1216.14,1.0,3.0
1198.99,1.0,4.0
1213.38,1.0,5.0
1276.11,1.0,6.0
1366.9,1.0,7.0
1472.32,1.0,8.0
1561.72,1.0,9.0
1624.09,1.0,10.0
1686.6,1.0,11.0
1729.8,1.0,12.0
1767.44,1.0,13.0
1797.88,1.0,14.0
1800.2,1.0,15.0
1806.77,1.0,16.0
1815.05,1.0,17.0
1791.12,1.0,18.0
1685.74,1.0,19.0
1570.08,1.0,20.0
1499.37,1.0,21.0
1414.01,1.0,22.0
1312.0,1.0,23.0
1212.67,2.0,0.0
1146.5,2.0,1.0
1096.48,2.0,2.0
1061.78,2.0,3.0
1050.98,2.0,4.0
1070.08,2.0,5.0
1128.17,2.0,6.0
1237.67,2.0,7.0
1382.2,2.0,8.0
1509.77,2.0,9.0
1613.79,2.0,10.0
1714.48,2.0,11.0
1800.14,2.0,12.0
1853.23,2.0,13.0
1908.46,2.0,14.0
1944.21,2.0,15.0
1971.06,2.0,16.0
1996.38,2.0,17.0
2005.98,2.0,18.0
1954.88,2.0,19.0
1854.88,2.0,20.0
1774.23,2.0,21.0
1648.83,2.0,22.0
1473.99,2.0,23.0
1319.08,3.0,0.0
1205.22,3.0,1.0
1131.4,3.0,2.0
1080.8,3.0,3.0
1055.46,3.0,4.0
1061.02,3.0,5.0
1111.77,3.0,6.0
1210.12,3.0,7.0
1326.16,3.0,8.0
1424.98,3.0,9.0
1496.83,3.0,10.0
1558.94,3.0,11.0
1610.85,3.0,12.0
1650.94,3.0,13.0
1686.26,3.0,14.0
1700.46,3.0,15.0
1726.0,3.0,16.0
1757.01,3.0,17.0
1780.46,3.0,18.0
1746.43,3.0,19.0
1662.67,3.0,20.0
1600.14,3.0,21.0
1486.68,3.0,22.0
1339.75,3.0,23.0
1207.13,4.0,0.0
1113.85,4.0,1.0
1051.39,4.0,2.0
1013.55,4.0,3.0
998.49,4.0,4.0
1011.47,4.0,5.0
1069.44,4.0,6.0
1157.51,4.0,7.0
1262.57,4.0,8.0
1348.96,4.0,9.0
1403.76,4.0,10.0
1466.56,4.0,11.0
1518.65,4.0,12.0
1555.25,4.0,13.0
1598.89,4.0,14.0
1627.11,4.0,15.0
1641.73,4.0,16.0
1664.26,4.0,17.0
1679.94,4.0,18.0
1645.94,4.0,19.0
1586.23,4.0,20.0
1554.8,4.0,21.0
1475.19,4.0,22.0
1351.1,4.0,23.0
1229.86,5.0,0.0
1142.94,5.0,1.0
1081.22,5.0,2.0
1043.06,5.0,3.0
1024.38,5.0,4.0
1024.0,5.0,5.0
1045.0,5.0,6.0
1087.58,5.0,7.0
1174.86,5.0,8.0
1280.79,5.0,9.0
1359.81,5.0,10.0
1405.0,5.0,11.0
1436.21,5.0,12.0
1479.59,5.0,13.0
1532.67,5.0,14.0
1587.54,5.0,15.0
1641.51,5.0,16.0
1697.88,5.0,17.0
1734.98,5.0,18.0
1715.59,5.0,19.0
1648.71,5.0,20.0
1603.15,5.0,21.0
1509.12,5.0,22.0
1378.15,5.0,23.0
1258.31,6.0,0.0
1164.93,6.0,1.0
1101.26,6.0,2.0
1058.19,6.0,3.0
1032.66,6.0,4.0
1024.77,6.0,5.0
1034.15,6.0,6.0
1061.86,6.0,7.0
1149.54,6.0,8.0
1282.86,6.0,9.0
1422.96,6.0,10.0
1557.31,6.0,11.0
1675.52,6.0,12.0
1739.74,6.0,13.0
1770.6,6.0,14.0
1809.9,6.0,15.0
1866.06,6.0,16.0
1923.06,6.0,17.0
1966.69,6.0,18.0
1934.94,6.0,19.0
1876.11,6.0,20.0
1824.67,6.0,21.0
1710.84,6.0,22.0
1565.48,6.0,23.0
1433.78,0.0,0.0
1337.8,0.0,1.0
1267.27,0.0,2.0
1221.75,0.0,3.0
1202.73,0.0,4.0
1216.5,0.0,5.0
1282.07,0.0,6.0
1377.67,0.0,7.0
1521.7,0.0,8.0
1666.32,0.0,9.0
1792.14,0.0,10.0
1916.24,0.0,11.0
2018.66,0.0,12.0
2094.07,0.0,13.0
2155.74,0.0,14.0
2195.03,0.0,15.0
2233.23,0.0,16.0
2258.55,0.0,17.0
2281.6,0.0,18.0
2235.65,0.0,19.0
2139.81,0.0,20.0
2066.39,0.0,21.0
1912.95,0.0,22.0
1736.7,0.0,23.0
1580.6,1.0,0.0
1468.08,1.0,1.0
1390.96,1.0,2.0
1336.66,1.0,3.0
1304.84,1.0,4.0
1311.23,1.0,5.0
1359.71,1.0,6.0
1464.32,1.0,7.0
1615.4,1.0,8.0
1762.25,1.0,9.0
1890.73,1.0,10.0
2014.61,1.0,11.0
2137.69,1.0,12.0
2218.9,1.0,13.0
2284.93,1.0,14.0
2329.32,1.0,15.0
2355.22,1.0,16.0
2363.8,1.0,17.0
2367.48,1.0,18.0
2320.43,1.0,19.0
2245.0,1.0,20.0
2182.58,1.0,21.0
2033.72,1.0,22.0
1840.25,1.0,23.0
1671.57,2.0,0.0
1555.24,2.0,1.0
1479.9,2.0,2.0
1433.52,2.0,3.0
1408.9,2.0,4.0
1415.01,2.0,5.0
1473.17,2.0,6.0
1571.47,2.0,7.0
1703.5,2.0,8.0
1836.13,2.0,9.0
1927.11,2.0,10.0
2017.39,2.0,11.0
2097.89,2.0,12.0
2169.06,2.0,13.0
2232.83,2.0,14.0
2267.95,2.0,15.0
2281.84,2.0,16.0
2292.1,2.0,17.0
2287.32,2.0,18.0
2246.45,2.0,19.0
2134.54,2.0,20.0
2043.05,2.0,21.0
1883.87,2.0,22.0
1691.52,2.0,23.0
1523.18,3.0,0.0
1401.61,3.0,1.0
1315.84,3.0,2.0
1255.65,3.0,3.0
1219.15,3.0,4.0
1215.42,3.0,5.0
1261.66,3.0,6.0
1354.21,3.0,7.0
1482.03,3.0,8.0
1608.45,3.0,9.0
1706.09,3.0,10.0
1805.51,3.0,11.0
1892.9,3.0,12.0
1954.22,3.0,13.0
1998.44,3.0,14.0
2025.05,3.0,15.0
2013.47,3.0,16.0
2001.41,3.0,17.0
1996.75,3.0,18.0
1962.91,3.0,19.0
1899.15,3.0,20.0
1844.65,3.0,21.0
1711.17,3.0,22.0
1539.76,3.0,23.0
1392.11,4.0,0.0
1282.04,4.0,1.0
1206.95,4.0,2.0
1157.62,4.0,3.0
1136.22,4.0,4.0
1143.21,4.0,5.0
1197.24,4.0,6.0
1283.18,4.0,7.0
1410.51,4.0,8.0
1526.38,4.0,9.0
1615.22,4.0,10.0
1702.86,4.0,11.0
1772.07,4.0,12.0
1814.68,4.0,13.0
1856.38,4.0,14.0
