date,短期预测湿度,短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际风速,HourOfDay,短期预测风向sin,短期预测风向cos,实际功率
2018/7/1 0:00,92,4.9,224,27.1,1004,3.02,0,-0.69465837,-0.7193398,-0.22
2018/7/1 1:00,96,0.7,135,26.4,1003,2.43,1,0.707106781,-0.707106781,-0.18
2018/7/1 2:00,97,0.8,140,26.2,1003,1.25,2,0.64278761,-0.766044443,-0.15
2018/7/1 3:00,97,0.9,159,26.1,1003,0.58,3,0.35836795,-0.933580426,-0.14
2018/7/1 4:00,95,0.9,180,26.1,1003,0.85,4,1.22E-16,-1,-0.15
2018/7/1 5:00,94,1,180,26.3,1003,1.2,5,1.22E-16,-1,-0.14
2018/7/1 6:00,93,0.7,180,26.6,1003,1.45,6,1.22E-16,-1,-0.14
2018/7/1 7:00,92,0.3,162,27,1004,3.25,7,0.309016994,-0.951056516,-0.1
2018/7/1 8:00,89,0,0,27.4,1004,2.46,8,0,1,-0.15
2018/7/1 9:00,87,0.4,243,27.8,1004,2.66,9,-0.891006524,-0.4539905,-0.15
2018/7/1 10:00,85,1.3,228,28.2,1004,3.02,10,-0.743144825,-0.669130606,0.1
2018/7/1 11:00,84,2.3,209,28.6,1004,2.08,11,-0.48480962,-0.874619707,-0.14
2018/7/1 12:00,83,3.7,193,28.8,1003,2.93,12,-0.224951054,-0.974370065,0.42
2018/7/1 13:00,83,5,185,28.9,1003,4,13,-0.087155743,-0.996194698,1.5
2018/7/1 14:00,84,5.5,185,28.9,1002,4.62,14,-0.087155743,-0.996194698,2.88
2018/7/1 15:00,85,5.1,195,28.7,1002,7.07,15,-0.258819045,-0.965925826,11.08
2018/7/1 16:00,86,4.3,211,28.4,1002,2.34,16,-0.515038075,-0.857167301,-0.22
2018/7/1 17:00,88,4,225,28.1,1002,1.55,17,-0.707106781,-0.707106781,-0.19
2018/7/1 18:00,89,3.8,223,27.8,1002,0.75,18,-0.68199836,-0.731353702,-0.19
2018/7/1 19:00,89,3.6,212,27.6,1003,1.07,19,-0.529919264,-0.848048096,-0.2
2018/7/1 20:00,90,3,204,27.5,1003,1.95,20,-0.406736643,-0.913545458,-0.21
2018/7/1 21:00,90,1.6,207,27.4,1003,2.85,21,-0.4539905,-0.891006524,-0.19
2018/7/1 22:00,90,0.6,252,27.3,1003,1.29,22,-0.951056516,-0.309016994,-0.21
2018/7/1 23:00,90,0.8,270,27.2,1003,1.19,23,-1,-1.84E-16,-0.21
2018/7/2 0:00,90,1.7,220,27.1,1003,2.06,0,-0.64278761,-0.766044443,-0.18
2018/7/2 1:00,92,2.8,232,27.3,1002,2.7,1,-0.788010754,-0.615661475,-0.17
2018/7/2 2:00,92,2.5,238,27.2,1002,2.35,2,-0.848048096,-0.529919264,-0.16
2018/7/2 3:00,92,2.6,233,27.1,1002,2.42,3,-0.79863551,-0.601815023,-0.15
2018/7/2 4:00,92,3.3,221,26.9,1002,2.28,4,-0.656059029,-0.75470958,-0.15
2018/7/2 5:00,92,4.2,216,26.9,1002,1.27,5,-0.587785252,-0.809016994,-0.17
2018/7/2 6:00,92,4.8,216,27.1,1002,0.91,6,-0.587785252,-0.809016994,-0.17
2018/7/2 7:00,90,5.1,215,27.3,1003,1.13,7,-0.573576436,-0.819152044,-0.14
2018/7/2 8:00,88,5.3,213,27.7,1003,1.85,8,-0.544639035,-0.838670568,-0.13
2018/7/2 9:00,86,5.5,211,28.2,1003,1.89,9,-0.515038075,-0.857167301,-0.15
2018/7/2 10:00,85,5.8,208,28.6,1003,2.23,10,-0.469471563,-0.882947593,-0.13
2018/7/2 11:00,84,6.5,207,28.9,1003,2.16,11,-0.4539905,-0.891006524,-0.14
2018/7/2 12:00,83,7.8,210,29.1,1003,3.76,12,-0.5,-0.866025404,1.22
2018/7/2 13:00,84,9.2,212,29.1,1002,4.36,13,-0.529919264,-0.848048096,2.17
2018/7/2 14:00,85,10.4,214,28.9,1002,4.95,14,-0.559192903,-0.829037573,4.08
2018/7/2 15:00,86,11.2,216,28.6,1002,5.89,15,-0.587785252,-0.809016994,8.18
2018/7/2 16:00,87,11.5,215,28.4,1001,6.45,16,-0.573576436,-0.819152044,11.42
2018/7/2 17:00,88,11.7,215,28.1,1001,8.33,17,-0.573576436,-0.819152044,19.68
2018/7/2 18:00,88,11.8,214,27.9,1001,7.04,18,-0.559192903,-0.829037573,12.86
2018/7/2 19:00,89,11.8,212,27.8,1002,7.45,19,-0.529919264,-0.848048096,13.78
2018/7/2 20:00,89,11.6,212,27.7,1002,7.63,20,-0.529919264,-0.848048096,13.51
2018/7/2 21:00,90,11.1,213,27.6,1002,6,21,-0.544639035,-0.838670568,6.18
2018/7/2 22:00,90,10.4,215,27.6,1003,5.77,22,-0.573576436,-0.819152044,6.04
2018/7/2 23:00,90,9.8,216,27.5,1003,6.06,23,-0.587785252,-0.809016994,6.84
2018/7/3 0:00,89,9.2,216,27.4,1003,7.76,0,-0.587785252,-0.809016994,14.9
2018/7/3 1:00,91,9.5,222,27.4,1001,6.07,1,-0.669130606,-0.743144825,5.78
2018/7/3 2:00,92,8.8,226,27.3,1001,3.89,2,-0.7193398,-0.69465837,0.99
2018/7/3 3:00,93,8.1,227,27.1,1001,3.38,3,-0.731353702,-0.68199836,0.09
2018/7/3 4:00,94,7.5,227,26.9,1002,4.3,4,-0.731353702,-0.68199836,1.72
2018/7/3 5:00,92,7.3,226,26.9,1002,4.17,5,-0.7193398,-0.69465837,1.5
2018/7/3 6:00,90,7.6,225,27.2,1002,5.4,6,-0.707106781,-0.707106781,4.17
2018/7/3 7:00,87,8.1,224,27.6,1003,4.88,7,-0.69465837,-0.7193398,3.37
2018/7/3 8:00,85,8.6,222,28.1,1003,5.41,8,-0.669130606,-0.743144825,5.32
2018/7/3 9:00,85,8.7,216,28.5,1003,6.18,9,-0.587785252,-0.809016994,7.72
2018/7/3 10:00,85,9.1,210,28.7,1003,6.69,10,-0.5,-0.866025404,10.51
2018/7/3 11:00,85,9.8,205,28.9,1003,6.11,11,-0.422618262,-0.906307787,6.58
2018/7/3 12:00,85,11,202,28.9,1003,7.24,12,-0.374606593,-0.927183855,13.25
2018/7/3 13:00,86,12.3,202,28.7,1002,8.2,13,-0.374606593,-0.927183855,20.74
2018/7/3 14:00,86,13.1,202,28.5,1002,11.35,14,-0.374606593,-0.927183855,32.7
2018/7/3 15:00,87,13.1,203,28.4,1002,10.74,15,-0.390731128,-0.920504853,34.17
2018/7/3 16:00,87,12.6,204,28.3,1001,7.32,16,-0.406736643,-0.913545458,14.01
2018/7/3 17:00,88,12.1,206,28.2,1001,6.2,17,-0.438371147,-0.898794046,15.13
2018/7/3 18:00,89,11.9,207,28.1,1001,7.78,18,-0.4539905,-0.891006524,16.79
2018/7/3 19:00,89,11.9,208,27.9,1002,7.36,19,-0.469471563,-0.882947593,13.56
2018/7/3 20:00,89,11.9,210,27.8,1002,7.45,20,-0.5,-0.866025404,15.02
2018/7/3 21:00,88,11.8,213,27.8,1003,8.35,21,-0.544639035,-0.838670568,18.99
2018/7/3 22:00,88,11.7,216,27.8,1003,7.08,22,-0.587785252,-0.809016994,10.82
2018/7/3 23:00,88,11.5,218,27.8,1003,5.9,23,-0.615661475,-0.788010754,6.34
2018/7/4 0:00,89,11.2,217,27.8,1003,5.98,0,-0.601815023,-0.79863551,6.04
2018/7/4 1:00,91,8.9,222,27.5,1001,5.18,1,-0.669130606,-0.743144825,3.35
2018/7/4 2:00,92,8.1,222,27.4,1001,4.38,2,-0.669130606,-0.743144825,1.83
2018/7/4 3:00,92,7.6,222,27.3,1001,5.48,3,-0.669130606,-0.743144825,4.79
2018/7/4 4:00,93,7.4,224,27.2,1002,5.28,4,-0.69465837,-0.7193398,3.39
2018/7/4 5:00,92,7.6,227,27.3,1002,6.23,5,-0.731353702,-0.68199836,7.63
2018/7/4 6:00,90,7.9,228,27.5,1002,6.15,6,-0.743144825,-0.669130606,6.27
2018/7/4 7:00,87,8.3,227,27.9,1002,5.92,7,-0.731353702,-0.68199836,6.19
2018/7/4 8:00,86,8.8,224,28.3,1002,5.75,8,-0.69465837,-0.7193398,6.19
2018/7/4 9:00,85,9.4,216,28.7,1002,5.71,9,-0.587785252,-0.809016994,4.74
2018/7/4 10:00,85,10.2,207,28.9,1002,5.99,10,-0.4539905,-0.891006524,6.96
2018/7/4 11:00,84,11,202,29,1002,7.83,11,-0.374606593,-0.927183855,18.75
2018/7/4 12:00,84,11.5,199,29,1002,9.3,12,-0.325568154,-0.945518576,25.82
2018/7/4 13:00,84,11.8,198,29,1001,9.04,13,-0.309016994,-0.951056516,25.99
2018/7/4 14:00,85,12,198,28.9,1001,9.88,14,-0.309016994,-0.951056516,27.04
2018/7/4 15:00,85,12.2,198,28.8,1000,9.38,15,-0.309016994,-0.951056516,32.04
2018/7/4 16:00,86,12.3,199,28.7,1000,9.44,16,-0.325568154,-0.945518576,23.08
2018/7/4 17:00,87,12.1,201,28.5,1000,7.73,17,-0.35836795,-0.933580426,18.72
2018/7/4 18:00,88,11.6,203,28.3,1000,7.9,18,-0.390731128,-0.920504853,22.25
2018/7/4 19:00,88,11,206,28.1,1001,9.25,19,-0.438371147,-0.898794046,23.35
2018/7/4 20:00,89,10.6,208,28,1002,8.23,20,-0.469471563,-0.882947593,16.66
2018/7/4 21:00,90,10.6,209,27.9,1003,6.87,21,-0.48480962,-0.874619707,9.92
2018/7/4 22:00,91,10.7,210,27.8,1003,6.83,22,-0.5,-0.866025404,11
2018/7/4 23:00,91,10.9,212,27.8,1003,7.39,23,-0.529919264,-0.848048096,15.04
2018/7/5 0:00,91,11.2,214,27.8,1003,7.13,0,-0.559192903,-0.829037573,12.86
2018/7/5 1:00,91,10.9,219,27.7,1001,6.57,1,-0.629320391,-0.777145961,7.5
2018/7/5 2:00,92,11,219,27.6,1001,5.07,2,-0.629320391,-0.777145961,3.18
2018/7/5 3:00,92,10.8,221,27.5,1001,5.45,3,-0.656059029,-0.75470958,5.45
2018/7/5 4:00,92,10.3,223,27.5,1001,6.17,4,-0.68199836,-0.731353702,7.67
2018/7/5 5:00,91,9.7,225,27.5,1002,5.85,5,-0.707106781,-0.707106781,5.47
2018/7/5 6:00,89,9.1,225,27.7,1003,6.26,6,-0.707106781,-0.707106781,7.73
2018/7/5 7:00,87,8.4,225,28,1003,5.55,7,-0.707106781,-0.707106781,4.92
2018/7/5 8:00,84,8.2,221,28.4,1003,6.88,8,-0.656059029,-0.75470958,9.91
2018/7/5 9:00,81,8.5,215,28.9,1003,6.8,9,-0.573576436,-0.819152044,11.1
2018/7/5 10:00,80,9.2,209,29.4,1002,6.63,10,-0.48480962,-0.874619707,10.21
2018/7/5 11:00,80,10.2,204,29.6,1002,8.45,11,-0.406736643,-0.913545458,17.45
2018/7/5 12:00,83,11,201,29.5,1002,8.68,12,-0.35836795,-0.933580426,23.78
2018/7/5 13:00,85,11.8,199,29.1,1001,9.82,13,-0.325568154,-0.945518576,28.41
2018/7/5 14:00,86,12.1,198,28.8,1001,11.51,14,-0.309016994,-0.951056516,36.26
2018/7/5 15:00,87,12,198,28.6,1001,11.47,15,-0.309016994,-0.951056516,36.12
2018/7/5 16:00,87,11.7,200,28.6,1001,13.04,16,-0.342020143,-0.939692621,36.23
2018/7/5 17:00,88,11.3,201,28.5,1001,10.54,17,-0.35836795,-0.933580426,32.69
2018/7/5 18:00,89,11.2,202,28.3,1001,10.16,18,-0.374606593,-0.927183855,27.15
2018/7/5 19:00,90,11,202,28.1,1002,9.94,19,-0.374606593,-0.927183855,28.72
2018/7/5 20:00,90,10.7,204,27.9,1002,9.12,20,-0.406736643,-0.913545458,22.86
2018/7/5 21:00,91,10.2,208,27.8,1002,7.01,21,-0.469471563,-0.882947593,11.67
2018/7/5 22:00,92,9.7,211,27.7,1003,6.17,22,-0.515038075,-0.857167301,8.18
2018/7/5 23:00,91,9.4,215,27.7,1003,6.45,23,-0.573576436,-0.819152044,9.3
2018/7/6 0:00,91,9.6,217,27.7,1003,6.49,0,-0.601815023,-0.79863551,9
2018/7/6 1:00,90,10.3,216,27.6,1002,8.32,1,-0.587785252,-0.809016994,20.37
2018/7/6 2:00,91,10.3,216,27.5,1002,6.75,2,-0.587785252,-0.809016994,11.9
2018/7/6 3:00,92,9.8,218,27.4,1002,5.91,3,-0.615661475,-0.788010754,5.36
2018/7/6 4:00,92,9,220,27.4,1002,5.47,4,-0.64278761,-0.766044443,4.13
2018/7/6 5:00,91,8.4,222,27.5,1002,4.87,5,-0.669130606,-0.743144825,2.8
2018/7/6 6:00,89,8.4,221,27.7,1002,4.54,6,-0.656059029,-0.75470958,2.06
2018/7/6 7:00,88,8.6,219,28,1003,5.62,7,-0.629320391,-0.777145961,5.08
2018/7/6 8:00,86,9.1,216,28.3,1003,4.95,8,-0.587785252,-0.809016994,4.63
2018/7/6 9:00,85,9.5,212,28.7,1003,6.05,9,-0.529919264,-0.848048096,6.7
2018/7/6 10:00,83,9.9,208,29,1002,7.18,10,-0.469471563,-0.882947593,11.35
2018/7/6 11:00,82,10.2,206,29.3,1002,6.98,11,-0.438371147,-0.898794046,13.28
2018/7/6 12:00,82,10.4,205,29.4,1002,8.28,12,-0.422618262,-0.906307787,18.81
2018/7/6 13:00,82,10.6,205,29.4,1001,9.14,13,-0.422618262,-0.906307787,24.87
2018/7/6 14:00,83,10.6,204,29.3,1001,9.43,14,-0.406736643,-0.913545458,28.86
2018/7/6 15:00,84,10.6,203,29.1,1001,11.08,15,-0.390731128,-0.920504853,31.98
2018/7/6 16:00,85,10.6,201,28.8,1001,9.88,16,-0.35836795,-0.933580426,28.62
2018/7/6 17:00,86,10.5,199,28.5,1001,9.53,17,-0.325568154,-0.945518576,27.18
2018/7/6 18:00,88,10.4,199,28.2,1001,6.9,18,-0.325568154,-0.945518576,11.06
2018/7/6 19:00,88,10.3,200,28,1002,7.26,19,-0.342020143,-0.939692621,10.16
2018/7/6 20:00,89,10.4,203,27.9,1002,6.94,20,-0.390731128,-0.920504853,10.23
2018/7/6 21:00,89,10.6,206,27.8,1002,7.34,21,-0.438371147,-0.898794046,11.76
2018/7/6 22:00,89,10.7,212,27.7,1003,5.41,22,-0.529919264,-0.848048096,5.53
2018/7/6 23:00,89,10.5,216,27.7,1003,5.53,23,-0.587785252,-0.809016994,4
2018/7/7 0:00,89,9.8,220,27.7,1003,6.81,0,-0.64278761,-0.766044443,10.33
2018/7/7 1:00,88,9.7,219,27.4,1003,6.64,1,-0.629320391,-0.777145961,11.65
2018/7/7 2:00,89,9.3,220,27.3,1003,6.35,2,-0.64278761,-0.766044443,9.76
2018/7/7 3:00,89,9.1,218,27.1,1003,6.28,3,-0.615661475,-0.788010754,6.87
2018/7/7 4:00,89,9,215,27,1003,6.15,4,-0.573576436,-0.819152044,7.58
2018/7/7 5:00,89,8.8,214,27,1003,5.78,5,-0.559192903,-0.829037573,5.66
2018/7/7 6:00,88,8.6,217,27.2,1003,5,6,-0.601815023,-0.79863551,3.05
2018/7/7 7:00,88,8.2,220,27.5,1004,5.8,7,-0.64278761,-0.766044443,5.64
2018/7/7 8:00,86,8,221,27.9,1004,5.48,8,-0.656059029,-0.75470958,4.39
2018/7/7 9:00,84,7.8,217,28.4,1004,5.52,9,-0.601815023,-0.79863551,4.15
2018/7/7 10:00,83,7.8,210,28.7,1004,6.67,10,-0.5,-0.866025404,9.22
2018/7/7 11:00,83,8.2,202,28.9,1004,7.02,11,-0.374606593,-0.927183855,13.08
2018/7/7 12:00,84,8.7,196,28.8,1004,6.67,12,-0.275637356,-0.961261696,9.91
2018/7/7 13:00,86,9.1,192,28.6,1003,5.77,13,-0.207911691,-0.978147601,6.45
2018/7/7 14:00,86,9.3,191,28.4,1003,7.08,14,-0.190808995,-0.981627183,12.15
2018/7/7 15:00,86,9.2,193,28.3,1003,7.05,15,-0.224951054,-0.974370065,10.72
2018/7/7 16:00,85,9,196,28.3,1003,7.12,16,-0.275637356,-0.961261696,12.7
2018/7/7 17:00,86,8.7,199,28.2,1003,4.95,17,-0.325568154,-0.945518576,3.18
2018/7/7 18:00,88,8.6,202,28,1003,5.03,18,-0.374606593,-0.927183855,4.42
2018/7/7 19:00,89,8.6,203,27.7,1004,4.17,19,-0.390731128,-0.920504853,1.38
2018/7/7 20:00,90,8.3,204,27.5,1004,5.16,20,-0.406736643,-0.913545458,3.86
2018/7/7 21:00,90,7.9,206,27.4,1004,4.55,21,-0.438371147,-0.898794046,2.77
2018/7/7 22:00,90,7.4,207,27.4,1005,4.25,22,-0.4539905,-0.891006524,1.48
2018/7/7 23:00,90,6.9,208,27.4,1005,4.3,23,-0.469471563,-0.882947593,1.76
2018/7/8 0:00,90,6.8,209,27.2,1005,4.17,0,-0.48480962,-0.874619707,1.59
2018/7/8 1:00,92,5.9,210,27.1,1004,3.6,1,-0.5,-0.866025404,0.55
2018/7/8 2:00,93,5.4,219,27,1004,3.77,2,-0.629320391,-0.777145961,0.85
2018/7/8 3:00,94,5.2,228,26.8,1004,3.31,3,-0.743144825,-0.669130606,0.38
2018/7/8 4:00,94,5.2,234,26.6,1005,2.8,4,-0.809016994,-0.587785252,-0.21
2018/7/8 5:00,94,5,236,26.5,1005,2.3,5,-0.829037573,-0.559192903,-0.2
2018/7/8 6:00,93,4.8,229,26.5,1005,2.11,6,-0.75470958,-0.656059029,-0.2
2018/7/8 7:00,92,4.5,220,26.7,1006,0.71,7,-0.64278761,-0.766044443,-0.19
2018/7/8 8:00,89,4.4,212,27,1006,1.6,8,-0.529919264,-0.848048096,-0.2
2018/7/8 9:00,88,4.2,205,27.3,1006,1.63,9,-0.422618262,-0.906307787,-0.19
2018/7/8 10:00,86,4.3,201,27.6,1006,2.23,10,-0.35836795,-0.933580426,-0.14
2018/7/8 11:00,84,4.4,197,28,1006,2.3,11,-0.292371705,-0.956304756,-0.18
2018/7/8 12:00,82,4.7,192,28.4,1006,3.85,12,-0.207911691,-0.978147601,1.84
2018/7/8 13:00,81,5.2,188,28.6,1005,5.85,13,-0.139173101,-0.990268069,5.99
2018/7/8 14:00,82,5.7,185,28.7,1005,6.22,14,-0.087155743,-0.996194698,6.91
2018/7/8 15:00,83,5.9,184,28.6,1004,7.13,15,-0.069756474,-0.99756405,12.23
2018/7/8 16:00,84,6,187,28.4,1004,6.15,16,-0.121869343,-0.992546152,6.64
2018/7/8 17:00,86,6,190,28.2,1004,6.09,17,-0.173648178,-0.984807753,7.37
2018/7/8 18:00,87,5.8,196,28,1004,5.49,18,-0.275637356,-0.961261696,4.34
2018/7/8 19:00,87,5.6,203,27.9,1005,4.15,19,-0.390731128,-0.920504853,1.3
2018/7/8 20:00,88,5.6,209,27.8,1006,2.76,20,-0.48480962,-0.874619707,-0.17
2018/7/8 21:00,89,5.5,212,27.6,1007,2,21,-0.529919264,-0.848048096,-0.25
2018/7/8 22:00,90,5.3,214,27.5,1007,3.45,22,-0.559192903,-0.829037573,0.55
2018/7/8 23:00,90,4.8,218,27.3,1007,3.9,23,-0.615661475,-0.788010754,1.19
2018/7/9 0:00,90,4.2,227,27.2,1007,2.53,0,-0.731353702,-0.68199836,-0.2
2018/7/9 1:00,94,1.6,248,26.6,1006,2.76,1,-0.927183855,-0.374606593,-0.2
2018/7/9 2:00,96,1.3,270,26.3,1006,1.73,2,-1,-1.84E-16,-0.21
2018/7/9 3:00,98,0.9,311,25.9,1006,1.84,3,-0.75470958,0.656059029,-0.21
2018/7/9 4:00,98,1,354,25.7,1007,1.27,4,-0.104528463,0.994521895,-0.21
2018/7/9 5:00,96,1.5,16,25.8,1007,1.67,5,0.275637356,0.961261696,-0.18
2018/7/9 6:00,93,1.8,29,26.2,1007,2.56,6,0.48480962,0.874619707,-0.14
2018/7/9 7:00,88,2,33,26.9,1008,3.63,7,0.544639035,0.838670568,-0.06
2018/7/9 8:00,83,1.9,25,27.7,1008,4.41,8,0.422618262,0.906307787,1.96
2018/7/9 9:00,79,1.5,8,28.6,1008,3.18,9,0.139173101,0.990268069,0.51
2018/7/9 10:00,77,1.2,351,29.3,1008,3.95,10,-0.156434465,0.987688341,1.53
2018/7/9 11:00,76,0.9,6,29.9,1008,3.38,11,0.104528463,0.994521895,0.71
2018/7/9 12:00,75,1.4,65,30.1,1008,3.88,12,0.906307787,0.422618262,1.31
2018/7/9 13:00,75,3.2,79,30.2,1008,4.43,13,0.981627183,0.190808995,2.72
2018/7/9 14:00,75,4.7,75,30.2,1007,5.66,14,0.965925826,0.258819045,5.89
2018/7/9 15:00,74,5.5,65,30.2,1006,7.8,15,0.906307787,0.422618262,12.9
2018/7/9 16:00,75,6.3,53,30,1005,7.99,16,0.79863551,0.601815023,17.55
2018/7/9 17:00,77,7.2,43,29.5,1005,10.49,17,0.68199836,0.731353702,26.48
2018/7/9 18:00,80,8.3,38,28.8,1005,11.29,18,0.615661475,0.788010754,35.33
2018/7/9 19:00,83,9.1,35,27.9,1006,10.87,19,0.573576436,0.819152044,32.03
2018/7/9 20:00,86,9.7,32,27.3,1007,9.55,20,0.529919264,0.848048096,25.7
2018/7/9 21:00,87,9.9,29,26.9,1008,9.74,21,0.48480962,0.874619707,22.4
2018/7/9 22:00,88,10.1,25,26.8,1008,9.36,22,0.422618262,0.906307787,28.04
2018/7/9 23:00,88,10,22,26.8,1008,8.5,23,0.374606593,0.927183855,20.57
2018/7/10 0:00,88,10,21,26.8,1007,8.31,0,0.35836795,0.933580426,16.42
2018/7/10 1:00,87,9.6,17,26.5,1007,8.87,1,0.292371705,0.956304756,21.67
2018/7/10 2:00,87,9.5,15,26.4,1006,9.72,2,0.258819045,0.965925826,23.32
2018/7/10 3:00,87,9.1,16,26.3,1006,7.51,3,0.275637356,0.961261696,13.22
2018/7/10 4:00,87,8.6,19,26.2,1006,8.65,4,0.325568154,0.945518576,17.09
2018/7/10 5:00,86,8.5,25,26.4,1006,7.87,5,0.422618262,0.906307787,14.87
2018/7/10 6:00,84,9.2,32,26.7,1006,6.61,6,0.529919264,0.848048096,9.46
2018/7/10 7:00,80,10.1,37,27.2,1007,7.67,7,0.601815023,0.79863551,13.93
2018/7/10 8:00,76,10.9,41,27.8,1007,8.98,8,0.656059029,0.75470958,23.37
2018/7/10 9:00,72,11.2,42,28.5,1007,10.61,9,0.669130606,0.743144825,33.14
2018/7/10 10:00,68,11,43,29.2,1007,9.73,10,0.68199836,0.731353702,31.63
2018/7/10 11:00,65,10.8,43,29.9,1006,7.9,11,0.68199836,0.731353702,17.18
2018/7/10 12:00,63,10.4,45,30.4,1005,9.44,12,0.707106781,0.707106781,21.28
2018/7/10 13:00,62,10.3,45,30.7,1005,8.93,13,0.707106781,0.707106781,21.97
2018/7/10 14:00,62,10.3,47,30.8,1004,8.6,14,0.731353702,0.68199836,19.54
2018/7/10 15:00,64,10.7,46,30.7,1004,9.85,15,0.7193398,0.69465837,25.36
2018/7/10 16:00,67,11,45,30.3,1003,9.4,16,0.707106781,0.707106781,23.1
2018/7/10 17:00,72,11.4,43,29.8,1003,10.18,17,0.68199836,0.731353702,28.36
2018/7/10 18:00,76,11.5,38,29.2,1003,11.01,18,0.615661475,0.788010754,33.83
2018/7/10 19:00,80,11.5,33,28.6,1003,10.33,19,0.544639035,0.838670568,30.12
2018/7/10 20:00,82,11.3,29,28.2,1003,9.98,20,0.48480962,0.874619707,25.4
2018/7/10 21:00,82,11,25,28,1003,9.3,21,0.422618262,0.906307787,23.75
2018/7/10 22:00,80,10.5,21,28,1003,7.28,22,0.35836795,0.933580426,12.52
2018/7/10 23:00,79,9.7,13,28,1002,4.39,23,0.224951054,0.974370065,2.4
2018/7/11 0:00,77,8.8,1,28,1001,2.94,0,0.017452406,0.999847695,-0.32
2018/7/11 1:00,83,5,326,27.8,1001,4.58,1,-0.559192903,0.829037573,2.46
2018/7/11 2:00,81,5.8,308,27.8,1000,3.94,2,-0.788010754,0.615661475,0.95
2018/7/11 3:00,79,7.1,297,27.9,999,5.45,3,-0.891006524,0.4539905,4.72
2018/7/11 4:00,77,8.5,289,28,998,6.33,4,-0.945518576,0.325568154,6.46
2018/7/11 5:00,74,9.8,283,28.1,997,5.54,5,-0.974370065,0.224951054,5.13
2018/7/11 6:00,72,10.8,276,28.3,996,7.66,6,-0.994521895,0.104528463,14.55
2018/7/11 7:00,71,11.6,267,28.4,996,9.35,7,-0.998629535,-0.052335956,25.61
2018/7/11 8:00,73,12.5,254,28.4,995,12.83,8,-0.961261696,-0.275637356,40.56
2018/7/11 9:00,76,14,240,28.3,994,13.9,9,-0.866025404,-0.5,42.93
2018/7/11 10:00,79,16,226,28.1,994,15,10,-0.7193398,-0.69465837,44.27
2018/7/11 11:00,82,17.5,214,28,994,16.99,11,-0.559192903,-0.829037573,13.3
2018/7/11 12:00,84,18,204,28,996,13.37,12,-0.406736643,-0.913545458,-0.43
2018/7/11 13:00,85,17.9,195,28.1,997,12.05,13,-0.258819045,-0.965925826,37.95
2018/7/11 14:00,85,17.6,189,28.3,998,9.73,14,-0.156434465,-0.987688341,26.09
2018/7/11 15:00,83,16.9,187,28.5,999,8.41,15,-0.121869343,-0.992546152,17.1
2018/7/11 16:00,82,16.1,187,28.6,1000,7.52,16,-0.121869343,-0.992546152,17.02
2018/7/11 17:00,82,15.1,188,28.7,1000,7.08,17,-0.139173101,-0.990268069,13.27
2018/7/11 18:00,84,14.2,187,28.7,1001,9.59,18,-0.121869343,-0.992546152,25.5
2018/7/11 19:00,86,13.3,186,28.5,1001,7.97,19,-0.104528463,-0.994521895,18.01
2018/7/11 20:00,87,12.4,186,28.4,1002,8.65,20,-0.104528463,-0.994521895,22.01
2018/7/11 21:00,88,11.7,190,28.3,1003,7.24,21,-0.173648178,-0.984807753,12.14
2018/7/11 22:00,89,11.1,195,28.2,1004,5.48,22,-0.258819045,-0.965925826,4.63
2018/7/11 23:00,89,10.4,198,28.1,1004,4.4,23,-0.309016994,-0.951056516,1.75
2018/7/12 0:00,89,9.6,197,28,1004,4.2,0,-0.292371705,-0.956304756,1.48
2018/7/12 1:00,89,8.3,193,27.5,1004,2.6,1,-0.224951054,-0.974370065,-0.13
2018/7/12 2:00,89,7.9,193,27.4,1004,3.33,2,-0.224951054,-0.974370065,-0.1
2018/7/12 3:00,89,7.3,192,27.2,1004,1.86,3,-0.207911691,-0.978147601,-0.2
2018/7/12 4:00,88,6.6,189,27.1,1005,1.24,4,-0.156434465,-0.987688341,-0.22
2018/7/12 5:00,88,6,185,27,1005,2.79,5,-0.087155743,-0.996194698,-0.01
2018/7/12 6:00,87,5.6,180,27.1,1005,2.15,6,1.22E-16,-1,-0.16
2018/7/12 7:00,86,5,175,27.3,1006,1.53,7,0.087155743,-0.996194698,-0.15
2018/7/12 8:00,85,4.4,171,27.5,1006,1.73,8,0.156434465,-0.987688341,-0.16
2018/7/12 9:00,85,3.4,166,27.7,1006,1.91,9,0.241921896,-0.970295726,-0.14
2018/7/12 10:00,84,2.5,159,27.9,1006,1.83,10,0.35836795,-0.933580426,-0.16
2018/7/12 11:00,84,1.9,152,28.1,1006,2.45,11,0.469471563,-0.882947593,-0.16
2018/7/12 12:00,84,2.1,157,28.1,1006,4.1,12,0.390731128,-0.920504853,1.6
2018/7/12 13:00,84,2.6,164,28.1,1006,5.17,13,0.275637356,-0.961261696,4.9
2018/7/12 14:00,84,3.2,166,28,1006,3.88,14,0.241921896,-0.970295726,0.84
2018/7/12 15:00,84,3.5,162,27.9,1006,4.73,15,0.309016994,-0.951056516,3.09
2018/7/12 16:00,85,3.4,156,27.8,1005,3.66,16,0.406736643,-0.913545458,1.11
2018/7/12 17:00,86,2.7,144,27.7,1005,2.58,17,0.587785252,-0.809016994,-0.21
2018/7/12 18:00,88,1.7,114,27.6,1005,2.53,18,0.913545458,-0.406736643,-0.21
