date,短期预测湿度,短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际风速,HourOfDay,短期预测风向sin,短期预测风向cos,实际功率
2018/9/21 1:00,92,0.9,234,26.2,1009,2.06,1,-0.809016994,-0.587785252,-0.16
2018/9/21 2:00,94,0.8,187,25.9,1009,2.21,2,-0.121869343,-0.992546152,-0.14
2018/9/21 3:00,96,0.9,180,25.6,1009,1.36,3,1.22E-16,-1,-0.16
2018/9/21 4:00,98,0.7,188,25.4,1009,2.85,4,-0.139173101,-0.990268069,-0.16
2018/9/21 5:00,99,0.5,233,25.3,1010,2.79,5,-0.79863551,-0.601815023,-0.14
2018/9/21 6:00,98,0.7,278,25.3,1011,1.91,6,-0.990268069,0.139173101,-0.16
2018/9/21 7:00,95,1,281,25.6,1011,1.89,7,-0.981627183,0.190808995,-0.16
2018/9/21 8:00,89,1.2,275,26,1012,2.38,8,-0.996194698,0.087155743,-0.14
2018/9/21 9:00,83,1.4,253,26.6,1012,1.9,9,-0.956304756,-0.292371705,-0.13
2018/9/21 10:00,78,1.9,223,27.3,1012,2.99,10,-0.68199836,-0.731353702,-0.06
2018/9/21 11:00,76,2.7,200,27.9,1012,3.15,11,-0.342020143,-0.939692621,0.1
2018/9/21 12:00,78,3.8,185,28.1,1011,3.1,12,-0.087155743,-0.996194698,-0.07
2018/9/21 13:00,80,4.8,175,28.3,1010,3.21,13,0.087155743,-0.996194698,0.3
2018/9/21 14:00,81,5.8,172,28.3,1009,5.49,14,0.139173101,-0.990268069,4.83
2018/9/21 15:00,81,6.1,171,28.2,1009,5.14,15,0.156434465,-0.987688341,3.26
2018/9/21 16:00,81,5.9,174,28.1,1009,5.27,16,0.104528463,-0.994521895,4.56
2018/9/21 17:00,82,5.4,180,28,1010,4.65,17,1.22E-16,-1,1.91
2018/9/21 18:00,84,4.6,187,27.8,1010,3.94,18,-0.121869343,-0.992546152,1.47
2018/9/21 19:00,85,4,198,27.6,1011,5,19,-0.309016994,-0.951056516,2.51
2018/9/21 20:00,86,3.6,210,27.4,1011,4.21,20,-0.5,-0.866025404,1.62
2018/9/21 21:00,86,3.4,220,27.2,1011,3.93,21,-0.64278761,-0.766044443,0.81
2018/9/21 22:00,87,3.4,225,27.1,1012,3.31,22,-0.707106781,-0.707106781,0.56
2018/9/21 23:00,88,3.6,226,26.9,1012,0.66,23,-0.7193398,-0.69465837,-0.2
2018/9/22 0:00,89,4,225,26.7,1012,2.96,0,-0.707106781,-0.707106781,-0.21
2018/9/22 1:00,94,2.2,231,26.1,1011,1.35,1,-0.777145961,-0.629320391,-0.23
2018/9/22 2:00,96,2,237,25.8,1011,2.9,2,-0.838670568,-0.544639035,-0.23
2018/9/22 3:00,96,2,240,25.6,1011,3.68,3,-0.866025404,-0.5,0.74
2018/9/22 4:00,96,2.1,241,25.5,1011,3.87,4,-0.874619707,-0.48480962,0.78
2018/9/22 5:00,95,2.1,239,25.7,1012,2.13,5,-0.857167301,-0.515038075,-0.18
2018/9/22 6:00,93,2.1,239,26,1013,1.5,6,-0.857167301,-0.515038075,-0.18
2018/9/22 7:00,89,2.2,240,26.4,1013,2.75,7,-0.866025404,-0.5,-0.19
2018/9/22 8:00,85,2.1,241,26.9,1014,4.14,8,-0.874619707,-0.48480962,1
2018/9/22 9:00,82,1.9,238,27.5,1014,3.73,9,-0.848048096,-0.529919264,0.97
2018/9/22 10:00,79,1.9,227,28.1,1014,4.23,10,-0.731353702,-0.68199836,1.09
2018/9/22 11:00,78,2.2,207,28.5,1014,3.6,11,-0.4539905,-0.891006524,0.73
2018/9/22 12:00,78,3.1,189,28.6,1013,5.3,12,-0.156434465,-0.987688341,3.57
2018/9/22 13:00,78,4.3,180,28.5,1012,6.21,13,1.22E-16,-1,6.17
2018/9/22 14:00,79,5,175,28.4,1011,5.34,14,0.087155743,-0.996194698,5.88
2018/9/22 15:00,80,5,173,28.2,1011,6.02,15,0.121869343,-0.992546152,6.24
2018/9/22 16:00,80,4.4,172,28.1,1011,6.3,16,0.139173101,-0.990268069,7.75
2018/9/22 17:00,82,3.6,174,27.9,1012,5.14,17,0.104528463,-0.994521895,4.84
2018/9/22 18:00,83,3,184,27.7,1012,4.92,18,-0.069756474,-0.99756405,3.04
2018/9/22 19:00,84,2.7,200,27.5,1013,4.35,19,-0.342020143,-0.939692621,1.45
2018/9/22 20:00,85,2.4,215,27.3,1013,3.28,20,-0.573576436,-0.819152044,0.06
2018/9/22 21:00,86,2.2,223,27.1,1013,2.59,21,-0.68199836,-0.731353702,-0.19
2018/9/22 22:00,86,2,229,27,1013,3.5,22,-0.75470958,-0.656059029,0.43
2018/9/22 23:00,86,1.7,234,26.9,1013,3.69,23,-0.809016994,-0.587785252,0.7
2018/9/23 0:00,88,1.6,240,26.8,1013,3.68,0,-0.866025404,-0.5,0.08
2018/9/23 1:00,91,4.4,18,26.1,1013,3.04,1,0.309016994,0.951056516,-0.09
2018/9/23 2:00,91,4.3,19,25.9,1013,3.41,2,0.325568154,0.945518576,0.12
2018/9/23 3:00,91,4,21,25.7,1013,3.48,3,0.35836795,0.933580426,0.26
2018/9/23 4:00,91,3.4,21,25.6,1013,3.56,4,0.35836795,0.933580426,0.36
2018/9/23 5:00,90,2.9,16,25.6,1013,3.28,5,0.275637356,0.961261696,0.12
2018/9/23 6:00,89,2.6,7,25.8,1013,3.29,6,0.121869343,0.992546152,0.02
2018/9/23 7:00,87,2.5,358,26.2,1014,1.4,7,-0.034899497,0.999390827,-0.18
2018/9/23 8:00,84,2.5,0,26.7,1014,1.83,8,0,1,-0.16
2018/9/23 9:00,80,2.6,16,27.4,1014,3.38,9,0.275637356,0.961261696,0.16
2018/9/23 10:00,78,2.9,35,28.1,1014,5.68,10,0.573576436,0.819152044,4.64
2018/9/23 11:00,76,3.5,47,28.5,1014,5.43,11,0.731353702,0.68199836,3.53
2018/9/23 12:00,77,3.8,50,28.7,1013,3.96,12,0.766044443,0.64278761,1.09
2018/9/23 13:00,78,3.7,49,28.5,1013,4.89,13,0.75470958,0.656059029,3.04
2018/9/23 14:00,80,3.3,46,28.2,1012,5.4,14,0.7193398,0.69465837,5.23
2018/9/23 15:00,82,2.8,39,27.8,1011,6.03,15,0.629320391,0.777145961,7.48
2018/9/23 16:00,84,2.6,31,27.2,1011,6.27,16,0.515038075,0.857167301,6.34
2018/9/23 17:00,87,2.5,21,26.5,1011,8,17,0.35836795,0.933580426,13.16
2018/9/23 18:00,90,2.7,20,25.8,1012,10.5,18,0.342020143,0.939692621,25.08
2018/9/23 19:00,91,3.1,21,25.3,1012,8.47,19,0.35836795,0.933580426,15.49
2018/9/23 20:00,92,3.8,23,24.9,1013,6.1,20,0.390731128,0.920504853,6.25
2018/9/23 21:00,91,4.7,25,24.9,1013,4.62,21,0.422618262,0.906307787,2.78
2018/9/23 22:00,91,5.6,27,25.1,1013,3.08,22,0.4539905,0.891006524,-0.04
2018/9/23 23:00,91,6.3,29,25.3,1012,1.9,23,0.48480962,0.874619707,-0.18
2018/9/24 0:00,91,6.5,29,25.3,1012,8.26,0,0.48480962,0.874619707,19.92
2018/9/24 1:00,87,8.5,27,24.8,1011,11.5,1,0.4539905,0.891006524,33.93
2018/9/24 2:00,84,9,27,24.6,1011,12.25,2,0.4539905,0.891006524,36.09
2018/9/24 3:00,81,8.5,27,24.4,1011,8.64,3,0.4539905,0.891006524,20.37
2018/9/24 4:00,80,7.8,25,24.2,1011,7.94,4,0.422618262,0.906307787,15.18
2018/9/24 5:00,79,7.6,24,24.3,1011,6.65,5,0.406736643,0.913545458,9.84
2018/9/24 6:00,78,8,25,24.5,1011,7.05,6,0.422618262,0.906307787,8.91
2018/9/24 7:00,78,8.9,27,24.9,1012,9.73,7,0.4539905,0.891006524,26.66
2018/9/24 8:00,78,9.9,30,25.4,1012,7.41,8,0.5,0.866025404,13.3
2018/9/24 9:00,76,10.4,32,25.8,1012,8.08,9,0.529919264,0.848048096,17.16
2018/9/24 10:00,74,10.8,34,26.2,1012,8.71,10,0.559192903,0.829037573,21.62
2018/9/24 11:00,72,11.3,35,26.6,1012,9.7,11,0.573576436,0.819152044,26.7
2018/9/24 12:00,70,11.8,36,27,1011,10.8,12,0.587785252,0.809016994,33.19
2018/9/24 13:00,69,12.3,35,27.2,1010,13.04,13,0.573576436,0.819152044,39.92
2018/9/24 14:00,69,12.5,35,27.3,1009,12.57,14,0.573576436,0.819152044,40.05
2018/9/24 15:00,70,12.3,35,27.2,1009,11.4,15,0.573576436,0.819152044,31.88
2018/9/24 16:00,71,11.9,34,27,1009,10.16,16,0.559192903,0.829037573,32.29
2018/9/24 17:00,72,11.5,34,26.7,1009,12.72,17,0.559192903,0.829037573,36.22
2018/9/24 18:00,72,11.5,33,26.5,1010,12.38,18,0.544639035,0.838670568,37.59
2018/9/24 19:00,74,11.7,31,26.3,1010,10.89,19,0.515038075,0.857167301,33.24
2018/9/24 20:00,76,12,31,26,1011,12.84,20,0.515038075,0.857167301,37.69
2018/9/24 21:00,79,12.2,31,25.6,1011,11.15,21,0.515038075,0.857167301,33.69
2018/9/24 22:00,81,12.3,32,25.1,1011,9.3,22,0.529919264,0.848048096,28
2018/9/24 23:00,81,12.1,31,24.7,1011,9.8,23,0.515038075,0.857167301,29.88
2018/9/25 0:00,79,11.9,28,24.5,1010,12.24,0,0.469471563,0.882947593,37
2018/9/25 1:00,78,11,25,24.4,1010,12.04,1,0.422618262,0.906307787,37.45
2018/9/25 2:00,77,10.9,24,24.1,1010,9.11,2,0.406736643,0.913545458,23.48
2018/9/25 3:00,75,10.9,23,23.9,1009,8.67,3,0.390731128,0.920504853,22.17
2018/9/25 4:00,74,11.1,22,23.8,1009,9.33,4,0.374606593,0.927183855,28.32
2018/9/25 5:00,73,11.2,22,23.9,1009,10.12,5,0.374606593,0.927183855,30.11
2018/9/25 6:00,72,11.3,22,24.2,1010,10.92,6,0.374606593,0.927183855,33.83
2018/9/25 7:00,71,11.6,23,24.5,1010,10.54,7,0.390731128,0.920504853,32.13
2018/9/25 8:00,69,12.2,26,24.9,1011,11.28,8,0.438371147,0.898794046,34.45
2018/9/25 9:00,67,13.1,31,25.5,1011,12.94,9,0.515038075,0.857167301,39.47
2018/9/25 10:00,65,14.3,35,26.1,1011,12.24,10,0.573576436,0.819152044,37.96
2018/9/25 11:00,64,15,37,26.7,1010,15.41,11,0.601815023,0.79863551,43.98
2018/9/25 12:00,63,15,38,27.1,1010,14.6,12,0.615661475,0.788010754,43.03
2018/9/25 13:00,63,14.4,37,27.3,1009,15.03,13,0.601815023,0.79863551,39.1
2018/9/25 14:00,64,13.7,36,27.3,1009,13.02,14,0.587785252,0.809016994,40.06
2018/9/25 15:00,64,13.2,34,27.1,1008,14.67,15,0.559192903,0.829037573,40.83
2018/9/25 16:00,66,12.8,32,26.8,1008,13.24,16,0.529919264,0.848048096,39.7
2018/9/25 17:00,68,12.4,32,26.4,1008,0,17,0.529919264,0.848048096,0
2018/9/25 18:00,71,12.1,32,26,1009,10.32,18,0.529919264,0.848048096,26.92
2018/9/25 19:00,74,12,33,25.7,1009,8.61,19,0.544639035,0.838670568,19.28
2018/9/25 20:00,75,11.8,34,25.4,1010,8.89,20,0.559192903,0.829037573,23.76
2018/9/25 21:00,75,11.7,34,25.2,1010,9.86,21,0.559192903,0.829037573,26.1
2018/9/25 22:00,75,11.7,34,25.1,1010,10.28,22,0.559192903,0.829037573,26.61
2018/9/25 23:00,75,11.7,32,25,1010,9.2,23,0.529919264,0.848048096,24.35
2018/9/26 0:00,75,11.7,31,24.8,1010,8.37,0,0.515038075,0.857167301,16.84
2018/9/26 1:00,73,11.5,19,23.9,1009,8.67,1,0.325568154,0.945518576,20.99
2018/9/26 2:00,71,11.5,19,23.5,1009,9.18,2,0.325568154,0.945518576,23.39
2018/9/26 3:00,69,11.3,20,23.2,1009,8.41,3,0.342020143,0.939692621,22.53
2018/9/26 4:00,67,10.9,22,22.9,1009,6.95,4,0.374606593,0.927183855,10.24
2018/9/26 5:00,66,10.5,22,22.8,1009,8.84,5,0.374606593,0.927183855,18.71
2018/9/26 6:00,65,10.5,19,23,1010,8.25,6,0.325568154,0.945518576,16.49
2018/9/26 7:00,64,10.4,17,23.3,1010,8.76,7,0.292371705,0.956304756,23.17
2018/9/26 8:00,63,10.6,17,23.8,1011,9.56,8,0.292371705,0.956304756,27.22
2018/9/26 9:00,62,10.7,22,24.5,1011,10.08,9,0.374606593,0.927183855,29.48
2018/9/26 10:00,60,10.9,28,25.3,1011,9.14,10,0.469471563,0.882947593,20
2018/9/26 11:00,59,11,34,26,1011,8.85,11,0.559192903,0.829037573,21.61
2018/9/26 12:00,58,11,38,26.5,1010,9.21,12,0.615661475,0.788010754,20.83
2018/9/26 13:00,57,10.9,39,26.6,1009,8.77,13,0.629320391,0.777145961,21.62
2018/9/26 14:00,57,11,41,26.6,1008,8.24,14,0.656059029,0.75470958,16.96
2018/9/26 15:00,58,11.6,42,26.3,1008,9.14,15,0.669130606,0.743144825,23.47
2018/9/26 16:00,60,12.1,43,25.9,1008,9,16,0.68199836,0.731353702,22.17
2018/9/26 17:00,62,12.2,42,25.5,1008,8.75,17,0.669130606,0.743144825,19.64
2018/9/26 18:00,64,11.7,40,25.2,1009,9.24,18,0.64278761,0.766044443,25.42
2018/9/26 19:00,67,10.7,36,25,1009,9.95,19,0.587785252,0.809016994,28.64
2018/9/26 20:00,70,10,31,24.8,1010,7.5,20,0.515038075,0.857167301,13.64
2018/9/26 21:00,74,9.7,28,24.5,1010,6.05,21,0.469471563,0.882947593,6.53
2018/9/26 22:00,77,9.6,26,24.2,1010,6.08,22,0.438371147,0.898794046,6.19
2018/9/26 23:00,79,9.5,24,23.9,1010,5.39,23,0.406736643,0.913545458,4.39
2018/9/27 0:00,80,9.4,22,23.7,1010,5.89,0,0.374606593,0.927183855,6.25
2018/9/27 1:00,75,8.9,21,24.1,1009,7.1,1,0.35836795,0.933580426,12.41
2018/9/27 2:00,74,8.6,18,23.7,1008,6.49,2,0.309016994,0.951056516,10.05
2018/9/27 3:00,72,8.5,17,23.3,1008,6.27,3,0.292371705,0.956304756,6.62
2018/9/27 4:00,68,8.4,19,23,1008,6.73,4,0.325568154,0.945518576,8.22
2018/9/27 5:00,64,8.2,18,23.1,1008,4.87,5,0.309016994,0.951056516,3.81
2018/9/27 6:00,62,7.9,15,23.3,1009,3.8,6,0.258819045,0.965925826,1.32
2018/9/27 7:00,60,7.5,11,23.9,1009,5.3,7,0.190808995,0.981627183,4.19
2018/9/27 8:00,58,7.6,11,24.6,1010,5.84,8,0.190808995,0.981627183,5.7
2018/9/27 9:00,57,8.2,18,25.5,1010,10.03,9,0.309016994,0.951056516,29.14
2018/9/27 10:00,57,9.3,26,26.4,1010,10.14,10,0.438371147,0.898794046,27.31
2018/9/27 11:00,58,10.7,34,27.2,1009,10.42,11,0.559192903,0.829037573,31.21
2018/9/27 12:00,60,12,38,27.7,1008,10.38,12,0.615661475,0.788010754,31.33
2018/9/27 13:00,62,12.9,40,27.9,1007,12.3,13,0.64278761,0.766044443,35.95
2018/9/27 14:00,64,13.4,41,27.9,1007,15.01,14,0.656059029,0.75470958,39.39
2018/9/27 15:00,67,13.5,41,27.5,1007,13.82,15,0.656059029,0.75470958,41.67
2018/9/27 16:00,69,13.3,40,27,1008,13.86,16,0.64278761,0.766044443,39.14
2018/9/27 17:00,70,12.9,38,26.5,1008,14.46,17,0.615661475,0.788010754,39.7
2018/9/27 18:00,70,12.4,37,26.1,1008,12.15,18,0.601815023,0.79863551,34.79
2018/9/27 19:00,70,12,34,25.8,1009,10.23,19,0.559192903,0.829037573,27.76
2018/9/27 20:00,70,11.6,32,25.6,1009,8.9,20,0.529919264,0.848048096,21.38
2018/9/27 21:00,70,11.2,28,25.3,1010,7.57,21,0.469471563,0.882947593,12.79
2018/9/27 22:00,70,10.9,25,25.1,1010,7.16,22,0.422618262,0.906307787,12.38
2018/9/27 23:00,69,10.7,22,24.8,1010,7.25,23,0.374606593,0.927183855,11.46
2018/9/28 0:00,67,10.6,22,24.6,1010,7.39,0,0.374606593,0.927183855,11.48
2018/9/28 1:00,69,10.1,21,24.2,1009,7.73,1,0.35836795,0.933580426,17.8
2018/9/28 2:00,69,9.7,20,24,1009,7.36,2,0.342020143,0.939692621,13.63
2018/9/28 3:00,70,9.4,16,23.8,1009,7.48,3,0.275637356,0.961261696,12.72
2018/9/28 4:00,71,9.3,12,23.7,1008,6.48,4,0.207911691,0.978147601,8.48
2018/9/28 5:00,70,9.2,9,23.8,1008,5.45,5,0.156434465,0.987688341,4.96
2018/9/28 6:00,67,9,10,24.1,1008,5.76,6,0.173648178,0.984807753,5.5
2018/9/28 7:00,64,8.9,14,24.5,1009,4.48,7,0.241921896,0.970295726,2.47
2018/9/28 8:00,62,8.9,20,25.1,1009,5.91,8,0.342020143,0.939692621,6.26
2018/9/28 9:00,61,9.4,25,25.8,1009,10.13,9,0.422618262,0.906307787,27.33
2018/9/28 10:00,60,10.1,29,26.5,1009,10.53,10,0.48480962,0.874619707,29.59
2018/9/28 11:00,58,10.5,30,27.3,1009,9.94,11,0.5,0.866025404,33.03
2018/9/28 12:00,55,10.5,29,28.2,1008,7.78,12,0.48480962,0.874619707,20.75
2018/9/28 13:00,54,10.2,27,28.7,1007,9.82,13,0.4539905,0.891006524,27.8
2018/9/28 14:00,57,10,31,28.9,1006,11.18,14,0.515038075,0.857167301,34.73
2018/9/28 15:00,62,10.1,42,28.3,1006,9.98,15,0.669130606,0.743144825,31.63
2018/9/28 16:00,68,10.5,51,27.5,1006,9.34,16,0.777145961,0.629320391,21.91
2018/9/28 17:00,72,10.6,53,26.6,1006,9.41,17,0.79863551,0.601815023,25.56
2018/9/28 18:00,74,9.7,45,26.1,1006,8.77,18,0.707106781,0.707106781,19.8
2018/9/28 19:00,74,9,31,25.7,1006,9.39,19,0.515038075,0.857167301,23.9
2018/9/28 20:00,75,8.6,18,25.5,1006,6.92,20,0.309016994,0.951056516,12
2018/9/28 21:00,75,8.3,15,25.3,1006,5.45,21,0.258819045,0.965925826,3.94
2018/9/28 22:00,76,7.7,17,25,1006,5.13,22,0.292371705,0.956304756,4.01
2018/9/28 23:00,75,7,18,24.8,1006,5.14,23,0.309016994,0.951056516,3.6
2018/9/29 0:00,72,6.3,14,24.6,1006,5.39,0,0.241921896,0.970295726,3.95
2018/9/29 1:00,73,6.1,15,24.6,1006,5.85,1,0.258819045,0.965925826,5.34
2018/9/29 2:00,71,6.2,7,24.4,1006,4.35,2,0.121869343,0.992546152,1.67
2018/9/29 3:00,68,6.1,356,24.2,1006,3.8,3,-0.069756474,0.99756405,0.48
2018/9/29 4:00,65,6.2,346,23.9,1006,2.93,4,-0.241921896,0.970295726,0.14
2018/9/29 5:00,62,6.2,336,23.8,1006,4.39,5,-0.406736643,0.913545458,2.33
2018/9/29 6:00,60,6,333,23.9,1006,4.92,6,-0.4539905,0.891006524,3.07
2018/9/29 7:00,58,5.6,335,24.3,1007,3.25,7,-0.422618262,0.906307787,0.18
2018/9/29 8:00,56,5,341,25.2,1007,3.54,8,-0.325568154,0.945518576,0.67
2018/9/29 9:00,54,4.1,353,26.6,1007,4.42,9,-0.121869343,0.992546152,1.55
2018/9/29 10:00,53,3.4,10,28,1007,3.44,10,0.173648178,0.984807753,0.6
2018/9/29 11:00,53,2.5,40,29,1007,3.96,11,0.64278761,0.766044443,1.03
2018/9/29 12:00,54,2.1,93,29.2,1006,3.36,12,0.998629535,-0.052335956,0.61
2018/9/29 13:00,57,3.1,132,28.9,1006,5.23,13,0.743144825,-0.669130606,3.35
2018/9/29 14:00,60,4.2,144,28.4,1005,4.13,14,0.587785252,-0.809016994,1.42
2018/9/29 15:00,62,4.4,141,28,1005,5.53,15,0.629320391,-0.777145961,4.72
2018/9/29 16:00,65,4.3,128,27.5,1005,5.75,16,0.788010754,-0.615661475,6.9
2018/9/29 17:00,68,4.3,113,27,1006,4.5,17,0.920504853,-0.390731128,2.71
2018/9/29 18:00,71,4.8,100,26.5,1007,4.31,18,0.984807753,-0.173648178,2.18
2018/9/29 19:00,74,4.9,91,26,1007,3.48,19,0.999847695,-0.017452406,0.54
2018/9/29 20:00,78,4.2,82,25.4,1008,2.3,20,0.990268069,0.139173101,0.1
2018/9/29 21:00,81,3,60,25,1008,1.6,21,0.866025404,0.5,-0.18
2018/9/29 22:00,84,2.4,12,24.6,1008,0.89,22,0.207911691,0.978147601,-0.18
2018/9/29 23:00,85,2.8,337,24.4,1008,2.12,23,-0.390731128,0.920504853,-0.17
2018/9/30 0:00,86,3.1,320,24.2,1008,2.1,0,-0.64278761,0.766044443,-0.15
2018/9/30 1:00,82,3.3,331,23.8,1008,2.3,1,-0.48480962,0.874619707,-0.15
2018/9/30 2:00,83,3.6,339,23.4,1008,3.15,2,-0.35836795,0.933580426,0.05
2018/9/30 3:00,84,3.9,350,22.8,1008,5.36,3,-0.173648178,0.984807753,5.42
2018/9/30 4:00,84,4,0,22.3,1009,4.84,4,0,1,3.38
2018/9/30 5:00,82,4,10,22.3,1009,3.73,5,0.173648178,0.984807753,1.16
2018/9/30 6:00,77,3.5,20,22.7,1010,3.98,6,0.342020143,0.939692621,1.21
2018/9/30 7:00,70,3.1,29,23.6,1010,3.96,7,0.48480962,0.874619707,1.08
2018/9/30 8:00,62,3,41,24.6,1011,2.81,8,0.656059029,0.75470958,0.05
2018/9/30 9:00,55,3.7,47,25.6,1012,3.08,9,0.731353702,0.68199836,0.08
2018/9/30 10:00,50,4.7,50,26.4,1012,6.01,10,0.766044443,0.64278761,7.18
2018/9/30 11:00,47,5.7,54,26.9,1012,6.63,11,0.809016994,0.587785252,9.92
2018/9/30 12:00,46,6.6,59,27.1,1011,6.07,12,0.857167301,0.515038075,7.47
2018/9/30 13:00,47,7.2,64,27.1,1011,5.65,13,0.898794046,0.438371147,7.17
2018/9/30 14:00,48,7.8,67,26.8,1010,5.45,14,0.920504853,0.390731128,6
2018/9/30 15:00,48,8.1,68,26.3,1010,7.89,15,0.927183855,0.374606593,15.23
2018/9/30 16:00,50,8.3,66,25.8,1010,9.81,16,0.913545458,0.406736643,27.05
2018/9/30 17:00,53,8.1,62,25.2,1010,7.89,17,0.882947593,0.469471563,14.88
2018/9/30 18:00,57,7.7,55,24.7,1011,7.28,18,0.819152044,0.573576436,12.48
2018/9/30 19:00,62,7.4,47,24.3,1011,7.32,19,0.731353702,0.68199836,13.38
2018/9/30 20:00,67,7,40,23.9,1012,6.23,20,0.64278761,0.766044443,7.84
2018/9/30 21:00,70,6.7,36,23.5,1013,6.82,21,0.587785252,0.809016994,9.72
2018/9/30 22:00,72,6.4,32,23.2,1013,6.41,22,0.529919264,0.848048096,7.83
2018/9/30 23:00,74,6.2,27,22.9,1013,5.69,23,0.4539905,0.891006524,5.95
2018/10/1 0:00,75,6.2,21,22.7,1013,5.6,0,0.35836795,0.933580426,5.08
2018/10/1 1:00,73,6.4,11,22.3,1013,5.07,1,0.190808995,0.981627183,3.36
2018/10/1 2:00,74,6.6,9,22.1,1013,5.28,2,0.156434465,0.987688341,3.17
2018/10/1 3:00,75,6.7,9,21.9,1013,5.08,3,0.156434465,0.987688341,3.88
2018/10/1 4:00,74,6.6,10,21.7,1014,5.1,4,0.173648178,0.984807753,4.2
2018/10/1 5:00,74,6.5,11,21.9,1014,5.16,5,0.190808995,0.981627183,4.36
2018/10/1 6:00,72,6.3,8,22.3,1014,4.35,6,0.139173101,0.990268069,2.52
2018/10/1 7:00,68,6.1,8,23.2,1015,4.69,7,0.139173101,0.990268069,2.89
2018/10/1 8:00,63,6,11,24.2,1015,4.45,8,0.190808995,0.981627183,2.26
2018/10/1 9:00,57,6.2,22,25.4,1015,5.05,9,0.374606593,0.927183855,3.43
2018/10/1 10:00,53,6.9,34,26.4,1014,6.74,10,0.559192903,0.829037573,10.04
2018/10/1 11:00,49,7.4,43,27.4,1014,8.28,11,0.68199836,0.731353702,19.02
2018/10/1 12:00,48,7.7,49,27.9,1014,8.07,12,0.75470958,0.656059029,15.98
2018/10/1 13:00,50,7.6,55,28.1,1013,7.87,13,0.819152044,0.573576436,15.31
2018/10/1 14:00,52,7.6,60,27.9,1013,8.99,14,0.866025404,0.5,20.96
2018/10/1 15:00,58,8.1,66,27.3,1013,7.38,15,0.913545458,0.406736643,15.1
2018/10/1 16:00,64,8.9,70,26.5,1012,7.98,16,0.939692621,0.342020143,17.37
2018/10/1 17:00,70,9.2,69,25.8,1012,8.15,17,0.933580426,0.35836795,17.82
2018/10/1 18:00,74,9,64,25.3,1012,8.5,18,0.898794046,0.438371147,21.45
2018/10/1 19:00,75,8.6,56,24.8,1013,8.29,19,0.829037573,0.559192903,23.48
2018/10/1 20:00,76,8.1,47,24.5,1014,9.77,20,0.731353702,0.68199836,25.71
2018/10/1 21:00,75,7.8,43,24.3,1015,10.24,21,0.68199836,0.731353702,31.63
2018/10/1 22:00,74,7.4,41,24.1,1015,9.65,22,0.656059029,0.75470958,28.3
2018/10/1 23:00,73,7.2,39,24,1015,8.61,23,0.629320391,0.777145961,19.08
2018/10/2 0:00,72,7.4,38,23.9,1015,7.08,0,0.615661475,0.788010754,11.48
2018/10/2 1:00,68,7.9,32,23.8,1015,5.83,1,0.529919264,0.848048096,6.32
2018/10/2 2:00,67,8,30,23.5,1015,6.49,2,0.5,0.866025404,9.24
2018/10/2 3:00,67,8.2,28,23.2,1015,8.45,3,0.469471563,0.882947593,19.06
2018/10/2 4:00,66,8.3,27,23.1,1015,8.29,4,0.4539905,0.891006524,21.22
2018/10/2 5:00,67,8.3,25,23,1015,7.72,5,0.422618262,0.906307787,16.86
2018/10/2 6:00,66,8,24,23.2,1016,8.21,6,0.406736643,0.913545458,18.56
2018/10/2 7:00,64,7.8,25,23.5,1016,8.76,7,0.422618262,0.906307787,20.61
2018/10/2 8:00,59,8.1,29,24,1017,8.19,8,0.48480962,0.874619707,20.7
2018/10/2 9:00,54,9,35,24.6,1017,12.01,9,0.573576436,0.819152044,41.09
2018/10/2 10:00,49,10.3,41,25.3,1017,13.45,10,0.656059029,0.75470958,40.94
2018/10/2 11:00,47,11.2,45,25.7,1017,13.02,11,0.707106781,0.707106781,43.31
2018/10/2 12:00,46,11.3,46,25.9,1016,12.45,12,0.7193398,0.69465837,40.52
2018/10/2 13:00,46,11,46,25.8,1016,11.33,13,0.7193398,0.69465837,34.8
2018/10/2 14:00,47,10.8,49,25.5,1015,12.53,14,0.75470958,0.656059029,37.48
2018/10/2 15:00,48,10.9,53,25.1,1014,12.44,15,0.79863551,0.601815023,40.38
2018/10/2 16:00,50,11.2,56,24.6,1014,11.02,16,0.829037573,0.559192903,35.74
2018/10/2 17:00,54,11.2,57,24.1,1014,10.62,17,0.838670568,0.544639035,32.63
2018/10/2 18:00,61,10.6,53,23.7,1015,10.53,18,0.79863551,0.601815023,30.61
2018/10/2 19:00,67,9.9,46,23.5,1015,7.48,19,0.7193398,0.69465837,14.73
2018/10/2 20:00,70,9.3,38,23.3,1016,9.54,20,0.615661475,0.788010754,25.19
2018/10/2 21:00,70,8.9,34,23.1,1016,7.28,21,0.559192903,0.829037573,13.25
2018/10/2 22:00,68,8.7,30,23,1016,7.07,22,0.5,0.866025404,10
2018/10/2 23:00,67,8.6,26,22.8,1016,6.38,23,0.438371147,0.898794046,7.75
2018/10/3 0:00,67,8.5,21,22.5,1016,5.95,0,0.35836795,0.933580426,6
2018/10/3 1:00,67,8.7,18,22.3,1015,5.77,1,0.309016994,0.951056516,5.93
2018/10/3 2:00,67,8.7,15,22,1015,5.63,2,0.258819045,0.965925826,5.69
2018/10/3 3:00,67,8.8,15,21.7,1015,5.68,3,0.258819045,0.965925826,4.7
