date,短期预测湿度,短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际风速,HourOfDay,短期预测风向sin,短期预测风向cos,实际功率
2018/1/2 7:00,73,11.1,33,14.8,1007,7.643636364,7,0.544639035,0.838670568,26.10849
2018/1/2 8:00,72,11.1,35,15.1,1008,8.041515152,8,0.573576436,0.819152044,26.41447
2018/1/2 9:00,71,11.1,38,15.7,1008,9.513333333,9,0.615661475,0.788010754,34.19537
2018/1/2 10:00,70,11,42,16.3,1008,9.031212121,10,0.669130606,0.743144825,31.95452
2018/1/2 11:00,70,11.1,47,16.9,1007,8.181212121,11,0.731353702,0.68199836,26.44876
2018/1/2 12:00,72,11.3,53,17.1,1006,8.521818182,12,0.79863551,0.601815023,24.55937
2018/1/2 13:00,73,11.5,58,17.2,1006,6.257575758,13,0.848048096,0.529919264,17.03093
2018/1/2 14:00,74,12.1,62,17.2,1005,7.332727273,14,0.882947593,0.469471563,25.71596
2018/1/2 15:00,75,12.9,62,17.3,1004,7.821818182,15,0.882947593,0.469471563,29.5417
2018/1/2 16:00,75,13.4,62,17.5,1004,7.956363636,16,0.882947593,0.469471563,27.72424
2018/1/2 17:00,76,13.5,61,17.6,1004,7.926060606,17,0.874619707,0.48480962,28.54592
2018/1/2 18:00,76,13,60,17.6,1005,8.372727273,18,0.866025404,0.5,26.80904
2018/1/2 19:00,77,12.3,60,17.5,1005,8.837272727,19,0.866025404,0.5,31.89311
2018/1/2 20:00,77,11.7,59,17.4,1006,8.913636364,20,0.857167301,0.515038075,32.17106
2018/1/2 21:00,77,11.4,56,17.3,1006,8.859393939,21,0.829037573,0.559192903,30.65743
2018/1/2 22:00,77,11.1,54,17.3,1006,8.204848485,22,0.809016994,0.587785252,26.63933
2018/1/2 23:00,77,10.7,51,17.2,1006,7.164848485,23,0.777145961,0.629320391,19.39934
2018/1/3 0:00,79,9,48,17,1006,8.003333333,0,0.743144825,0.669130606,24.87487
2018/1/3 1:00,79,7.9,46,16.8,1006,6.658484848,1,0.7193398,0.69465837,17.06555
2018/1/3 2:00,79,7.1,44,16.7,1006,5.069090909,2,0.69465837,0.7193398,10.60668
2018/1/3 3:00,80,6.7,41,16.6,1006,5.070606061,3,0.656059029,0.75470958,9.80368
2018/1/3 4:00,80,6.7,39,16.5,1005,5.341818182,4,0.629320391,0.777145961,11.30491
2018/1/3 5:00,81,6.7,38,16.4,1005,5.053939394,5,0.615661475,0.788010754,8.96914
2018/1/3 6:00,81,6.5,39,16.3,1005,4.768787879,6,0.629320391,0.777145961,8.9722
2018/1/3 7:00,81,6.3,43,16.3,1006,4.97969697,7,0.68199836,0.731353702,10.38286
2018/1/3 8:00,79,6.3,46,16.5,1007,5.880606061,8,0.7193398,0.69465837,11.75882
2018/1/3 9:00,77,6.6,47,17,1007,5.80969697,9,0.731353702,0.68199836,13.6684
2018/1/3 10:00,75,7,48,17.5,1007,7.873030303,10,0.743144825,0.669130606,23.40798
2018/1/3 11:00,75,7.8,52,17.9,1007,8.320909091,11,0.788010754,0.615661475,26.58552
2018/1/3 12:00,76,8.5,58,18.1,1006,8.303333333,12,0.848048096,0.529919264,26.90625
2018/1/3 13:00,78,9.5,65,18.1,1005,10.33454545,13,0.906307787,0.422618262,35.50059
2018/1/3 14:00,79,10.6,71,18,1004,8.047878788,14,0.945518576,0.325568154,25.26384
2018/1/3 15:00,80,11.6,74,17.9,1004,8.243333333,15,0.961261696,0.275637356,27.85831
2018/1/3 16:00,82,12.4,76,17.7,1004,8.5,16,0.970295726,0.241921896,27.39856
2018/1/3 17:00,83,12.4,76,17.6,1004,8.110909091,17,0.970295726,0.241921896,27.00594
2018/1/3 18:00,84,11.5,76,17.5,1004,8.088181818,18,0.970295726,0.241921896,28.01185
2018/1/3 19:00,86,10.3,75,17.4,1005,6.975151515,19,0.965925826,0.258819045,22.41299
2018/1/3 20:00,86,9.4,72,17.4,1005,7.894242424,20,0.951056516,0.309016994,28.69717
2018/1/3 21:00,86,9,69,17.4,1005,7.849090909,21,0.933580426,0.35836795,28.36601
2018/1/3 22:00,86,9.1,65,17.3,1006,6.889393939,22,0.906307787,0.422618262,22.52763
2018/1/3 23:00,85,9.1,62,17.3,1006,7.954242424,23,0.882947593,0.469471563,29.52456
2018/1/4 0:00,85,8.7,57,17.3,1006,8.973030303,0,0.838670568,0.544639035,32.15051
2018/1/4 1:00,85,8.1,53,17.2,1006,9.518181818,1,0.79863551,0.601815023,34.74216
2018/1/4 2:00,85,7.6,50,17.1,1005,9.788787879,2,0.766044443,0.64278761,35.91481
2018/1/4 3:00,86,7.3,49,17,1004,8.396969697,3,0.75470958,0.656059029,28.02793
2018/1/4 4:00,86,7.2,48,16.8,1004,7.568484848,4,0.743144825,0.669130606,20.82571
2018/1/4 5:00,86,7.4,47,16.8,1004,6.855454545,5,0.731353702,0.68199836,18.26781
2018/1/4 6:00,85,7.9,42,16.9,1004,7.271818182,6,0.669130606,0.743144825,17.73351
2018/1/4 7:00,83,8.6,37,17.1,1005,9.11,7,0.601815023,0.79863551,28.39899
2018/1/4 8:00,82,9.1,36,17.3,1005,8.59030303,8,0.587785252,0.809016994,29.59917
2018/1/4 9:00,82,9.2,40,17.5,1005,10.03969697,9,0.64278761,0.766044443,35.77385
2018/1/4 10:00,82,9.1,46,17.6,1005,9.631212121,10,0.7193398,0.69465837,34.3973
2018/1/4 11:00,83,9.2,54,17.6,1004,7.748484848,11,0.809016994,0.587785252,23.98116
2018/1/4 12:00,84,9.5,62,17.5,1003,9.473030303,12,0.882947593,0.469471563,36.14063
2018/1/4 13:00,85,9.9,67,17.3,1003,8.042424242,13,0.920504853,0.390731128,24.78147
2018/1/4 14:00,86,9.8,70,17.1,1002,7.951818182,14,0.939692621,0.342020143,21.72331
2018/1/4 15:00,87,9.1,71,17,1002,8.57030303,15,0.945518576,0.325568154,26.61989
2018/1/4 16:00,88,8.3,68,17,1002,9.048787879,16,0.927183855,0.374606593,30.50094
2018/1/4 17:00,89,7.6,64,17,1002,8.616060606,17,0.898794046,0.438371147,27.78144
2018/1/4 18:00,89,7.4,60,16.9,1002,7.643333333,18,0.866025404,0.5,20.70377
2018/1/4 19:00,90,7.6,56,16.8,1003,6.417575758,19,0.829037573,0.559192903,14.11324
2018/1/4 20:00,90,8,53,16.7,1003,6.991515152,20,0.79863551,0.601815023,16.78282
2018/1/4 21:00,91,8.4,51,16.6,1003,6.636969697,21,0.777145961,0.629320391,15.52155
2018/1/4 22:00,92,8.6,49,16.4,1003,6.758484848,22,0.75470958,0.656059029,16.83879
2018/1/4 23:00,92,8.7,47,16.3,1003,6.426060606,23,0.731353702,0.68199836,13.44953
2018/1/5 0:00,88,8.8,46,15.9,1004,5.495151515,0,0.7193398,0.69465837,10.75761
2018/1/5 1:00,87,8.9,46,15.8,1003,5.245757576,1,0.7193398,0.69465837,8.85989
2018/1/5 2:00,87,9.1,46,15.8,1003,5.242424242,2,0.7193398,0.69465837,7.98972
2018/1/5 3:00,86,8.8,45,15.8,1002,4.773333333,3,0.707106781,0.707106781,6.65755
2018/1/5 4:00,85,8.3,44,15.9,1002,4.649090909,4,0.69465837,0.7193398,5.62201
2018/1/5 5:00,85,8,43,15.9,1002,3.956060606,5,0.68199836,0.731353702,3.82024
2018/1/5 6:00,84,8,44,15.9,1002,4.641515152,6,0.69465837,0.7193398,5.12713
2018/1/5 7:00,83,8.3,46,15.9,1003,4.449393939,7,0.7193398,0.69465837,4.01136
2018/1/5 8:00,84,8.8,47,15.9,1004,5.895454545,8,0.731353702,0.68199836,9.70065
2018/1/5 9:00,84,9.6,48,15.9,1005,6.245151515,9,0.743144825,0.669130606,12.1734
2018/1/5 10:00,85,10.2,49,15.9,1005,7.405757576,10,0.75470958,0.656059029,17.27866
2018/1/5 11:00,85,10.9,51,15.8,1005,7.989393939,11,0.777145961,0.629320391,21.43096
2018/1/5 12:00,86,11.3,54,15.7,1004,8.302424242,12,0.809016994,0.587785252,26.39684
2018/1/5 13:00,86,11.6,57,15.6,1004,8.49,13,0.838670568,0.544639035,30.01942
2018/1/5 14:00,86,12.1,60,15.5,1003,8.83030303,14,0.866025404,0.5,32.3494
2018/1/5 15:00,87,12.7,60,15.4,1003,9.999393939,15,0.866025404,0.5,36.21528
2018/1/5 16:00,87,13.3,60,15.3,1003,9.900909091,16,0.866025404,0.5,34.86285
2018/1/5 17:00,86,13.7,58,15.2,1003,10.20454545,17,0.848048096,0.529919264,35.20828
2018/1/5 18:00,86,13.9,56,15.1,1003,10.43151515,18,0.829037573,0.559192903,37.48736
2018/1/5 19:00,84,14,54,15.1,1004,11.96515152,19,0.809016994,0.587785252,38.64815
2018/1/5 20:00,84,14.1,52,15,1004,10.15212121,20,0.788010754,0.615661475,35.99394
2018/1/5 21:00,83,14.2,51,14.9,1004,10.06272727,21,0.777145961,0.629320391,37.33247
2018/1/5 22:00,83,14.4,51,14.7,1005,10.04393939,22,0.777145961,0.629320391,37.66902
2018/1/5 23:00,83,14.4,50,14.5,1005,10.33181818,23,0.766044443,0.64278761,35.3845
2018/1/6 0:00,81,14.3,49,14.2,1005,10.00848485,0,0.75470958,0.656059029,35.94269
2018/1/6 1:00,80,14.2,48,14.1,1005,10.84787879,1,0.743144825,0.669130606,38.46059
2018/1/6 2:00,80,14.1,47,13.9,1004,10.51181818,2,0.731353702,0.68199836,37.06921
2018/1/6 3:00,80,14,46,13.8,1003,11.02969697,3,0.7193398,0.69465837,38.05535
2018/1/6 4:00,80,13.9,45,13.7,1003,11.20969697,4,0.707106781,0.707106781,39.13351
2018/1/6 5:00,80,13.9,45,13.7,1003,10.77575758,5,0.707106781,0.707106781,39.70539
2018/1/6 6:00,80,14,46,13.7,1004,10.87848485,6,0.7193398,0.69465837,39.67734
2018/1/6 7:00,80,14.1,47,13.8,1004,10.6630303,7,0.731353702,0.68199836,38.42767
2018/1/6 8:00,80,14.2,48,13.8,1005,10.18636364,8,0.743144825,0.669130606,38.51325
2018/1/6 9:00,81,14.2,48,13.8,1005,9.022727273,9,0.743144825,0.669130606,30.85804
2018/1/6 10:00,81,14.2,47,13.8,1005,11.0069697,10,0.731353702,0.68199836,38.38854
2018/1/6 11:00,82,14.2,47,13.8,1005,9.978787879,11,0.731353702,0.68199836,36.16593
2018/1/6 12:00,82,14.3,47,13.8,1004,9.613939394,12,0.731353702,0.68199836,35.45482
2018/1/6 13:00,82,14.3,48,13.9,1004,10.19060606,13,0.743144825,0.669130606,37.45705
2018/1/6 14:00,82,14.3,49,14,1003,9.521212121,14,0.75470958,0.656059029,36.23612
2018/1/6 15:00,82,14,49,14.1,1002,9.70969697,15,0.75470958,0.656059029,35.47136
2018/1/6 16:00,82,13.7,48,14.2,1002,9.04969697,16,0.743144825,0.669130606,33.45318
2018/1/6 17:00,83,13.2,48,14.2,1002,10.06181818,17,0.743144825,0.669130606,35.67613
2018/1/6 18:00,83,12.9,47,14.2,1002,8.356363636,18,0.731353702,0.68199836,26.59495
2018/1/6 19:00,84,12.5,46,14.2,1003,9.669393939,19,0.7193398,0.69465837,35.96181
2018/1/6 20:00,85,12.4,45,14.2,1003,10.32333333,20,0.707106781,0.707106781,34.63613
2018/1/6 21:00,85,12.3,45,14.2,1004,9.868181818,21,0.707106781,0.707106781,36.72011
2018/1/6 22:00,86,12.4,45,14.3,1004,10.29030303,22,0.707106781,0.707106781,38.1217
2018/1/6 23:00,87,12.3,45,14.3,1004,9.650909091,23,0.707106781,0.707106781,34.18851
2018/1/7 0:00,86,11.4,40,14.5,1004,8.544242424,0,0.64278761,0.766044443,31.79398
2018/1/7 1:00,88,11.2,41,14.4,1004,6.745757576,1,0.656059029,0.75470958,22.23373
2018/1/7 2:00,90,11.1,42,14.4,1003,8.981515152,2,0.669130606,0.743144825,33.97635
2018/1/7 3:00,90,11,43,14.5,1002,5.895151515,3,0.68199836,0.731353702,15.66464
2018/1/7 4:00,89,11,43,14.6,1001,5.989393939,4,0.68199836,0.731353702,16.81159
2018/1/7 5:00,89,11,44,14.7,1001,5.122121212,5,0.69465837,0.7193398,11.88771
2018/1/7 6:00,90,11,45,14.9,1001,5.30969697,6,0.707106781,0.707106781,13.78154
2018/1/7 7:00,90,11,46,15,1002,5.202424242,7,0.7193398,0.69465837,12.05034
2018/1/7 8:00,90,11,47,15.1,1002,6.163939394,8,0.731353702,0.68199836,17.63272
2018/1/7 9:00,91,10.7,48,15.3,1002,3.756060606,9,0.743144825,0.669130606,4.70682
2018/1/7 10:00,91,10,47,15.5,1002,3.228181818,10,0.731353702,0.68199836,1.9786
2018/1/7 11:00,91,9.3,46,15.7,1002,4.306666667,11,0.7193398,0.69465837,6.99863
2018/1/7 12:00,90,8.3,43,16,1001,4.667272727,12,0.68199836,0.731353702,8.76249
2018/1/7 13:00,90,7.7,39,16.3,1001,3.936363636,13,0.629320391,0.777145961,4.95894
2018/1/7 14:00,90,7.4,36,16.4,1000,4.227878788,14,0.587785252,0.809016994,6.21036
2018/1/7 15:00,90,7.6,36,16.5,1000,4.365454545,15,0.587785252,0.809016994,7.23662
2018/1/7 16:00,91,8,39,16.6,1000,5.673030303,16,0.629320391,0.777145961,11.02185
2018/1/7 17:00,91,8.4,44,16.6,1000,4.843636364,17,0.69465837,0.7193398,6.47971
2018/1/7 18:00,91,8.6,49,16.7,1000,3.623030303,18,0.75470958,0.656059029,3.25525
2018/1/7 19:00,90,8.4,54,16.7,1000,4.057878788,19,0.809016994,0.587785252,5.02542
2018/1/7 20:00,90,8.1,57,16.8,1000,4.00030303,20,0.838670568,0.544639035,2.863
2018/1/7 21:00,90,7.4,57,16.8,1000,3.543030303,21,0.838670568,0.544639035,0.98717
2018/1/7 22:00,91,6.5,56,16.9,1000,3.272424242,22,0.829037573,0.559192903,1.53292
2018/1/7 23:00,91,5.7,58,16.9,1000,3.071515152,23,0.848048096,0.529919264,1.14863
2018/1/8 0:00,92,5.8,51,16.9,1000,2.45969697,0,0.777145961,0.629320391,-0.18743
2018/1/8 1:00,93,5.4,53,16.8,999,3.014545455,1,0.79863551,0.601815023,-0.1621
2018/1/8 2:00,93,4.8,59,16.8,999,2.308484848,2,0.857167301,0.515038075,-0.17003
2018/1/8 3:00,94,3.9,67,16.8,999,1.376363636,3,0.920504853,0.390731128,-0.1524
2018/1/8 4:00,94,2.8,82,16.8,999,1.352727273,4,0.990268069,0.139173101,-0.15868
2018/1/8 5:00,96,1.6,117,16.8,999,0.82030303,5,0.891006524,-0.4539905,-0.15425
2018/1/8 6:00,96,1.7,193,16.9,999,0.516969697,6,-0.224951054,-0.974370065,-0.16284
2018/1/8 7:00,96,2.9,229,17,1000,0.907575758,7,-0.75470958,-0.656059029,-0.1629
2018/1/8 8:00,95,4.1,255,17.1,1000,0.748181818,8,-0.965925826,-0.258819045,-0.15784
2018/1/8 9:00,92,5.2,280,17.1,1000,1.662424242,9,-0.984807753,0.173648178,-0.1864
2018/1/8 10:00,88,6.5,301,17.1,1000,9.527575758,10,-0.857167301,0.515038075,26.84192
2018/1/8 11:00,83,7.5,312,17.1,1000,2.295151515,11,-0.743144825,0.669130606,-0.00798
2018/1/8 12:00,79,7.3,317,17.2,1000,1.590909091,12,-0.68199836,0.731353702,-0.19029
2018/1/8 13:00,76,6.5,319,17.2,1000,2.212121212,13,-0.656059029,0.75470958,-0.15418
2018/1/8 14:00,76,5.9,321,16.8,1000,4.670606061,14,-0.629320391,0.777145961,4.26254
2018/1/8 15:00,78,6,324,16,1000,7.024848485,15,-0.587785252,0.809016994,21.20935
2018/1/8 16:00,82,6.6,329,14.9,1000,5.35969697,16,-0.515038075,0.857167301,10.77575
2018/1/8 17:00,84,7,335,14,1001,4.577878788,17,-0.422618262,0.906307787,7.28531
2018/1/8 18:00,85,6.8,340,13.4,1002,6.638787879,18,-0.342020143,0.939692621,18.62064
2018/1/8 19:00,85,6.6,348,13.1,1003,5.870606061,19,-0.207911691,0.978147601,14.87837
2018/1/8 20:00,84,6.1,355,13,1004,6.425757576,20,-0.087155743,0.996194698,17.3685
2018/1/8 21:00,81,5.9,0,13,1005,6.520606061,21,0,1,19.43344
2018/1/8 22:00,79,5.8,4,13,1005,4.901818182,22,0.069756474,0.99756405,9.70619
2018/1/8 23:00,78,6.1,8,12.8,1005,5.937878788,23,0.139173101,0.990268069,17.55536
2018/1/9 0:00,78,7.1,22,12.5,1006,6.240909091,0,0.374606593,0.927183855,17.17981
2018/1/9 1:00,77,7.3,19,12.2,1006,7.860909091,1,0.325568154,0.945518576,24.31045
2018/1/9 2:00,77,7.5,19,11.9,1006,7.133939394,2,0.325568154,0.945518576,19.93191
2018/1/9 3:00,77,8,22,11.6,1006,5.803939394,3,0.374606593,0.927183855,12.67471
2018/1/9 4:00,78,8.5,26,11.3,1006,5.59030303,4,0.438371147,0.898794046,10.69894
2018/1/9 5:00,78,9,26,11,1006,5.081515152,5,0.438371147,0.898794046,8.45854
2018/1/9 6:00,78,9.2,23,10.7,1007,5.31030303,6,0.390731128,0.920504853,8.32446
2018/1/9 7:00,79,9.2,19,10.4,1008,4.387878788,7,0.325568154,0.945518576,6.28166
2018/1/9 8:00,80,9.1,16,10.1,1009,5.388484848,8,0.275637356,0.961261696,8.24882
2018/1/9 9:00,80,9.2,16,9.9,1009,4.854545455,9,0.275637356,0.961261696,7.34999
2018/1/9 10:00,80,9.1,19,9.8,1009,6.142121212,10,0.325568154,0.945518576,14.36535
2018/1/9 11:00,78,9.1,23,9.8,1009,3.655151515,11,0.390731128,0.920504853,3.23194
2018/1/9 12:00,75,9.1,26,9.9,1008,2.213030303,12,0.438371147,0.898794046,0.44034
2018/1/9 13:00,72,9,28,10.1,1007,2.857272727,13,0.469471563,0.882947593,0.36493
2018/1/9 14:00,70,8.8,29,10.3,1007,3.763333333,14,0.48480962,0.874619707,3.07739
2018/1/9 15:00,70,8.3,30,10.3,1007,3.219090909,15,0.5,0.866025404,1.49446
2018/1/9 16:00,70,7.7,30,10.3,1007,4.349393939,16,0.5,0.866025404,6.44488
2018/1/9 17:00,70,7.1,28,10.3,1008,5.524545455,17,0.469471563,0.882947593,11.93596
2018/1/9 18:00,69,6.9,24,10.3,1008,5.166363636,18,0.406736643,0.913545458,10.07639
2018/1/9 19:00,69,7,21,10.5,1009,4.537272727,19,0.35836795,0.933580426,6.28483
2018/1/9 20:00,70,7.2,21,10.7,1009,4.793030303,20,0.35836795,0.933580426,8.02802
2018/1/9 21:00,70,7.5,23,10.9,1009,3.746666667,21,0.390731128,0.920504853,3.65177
2018/1/9 22:00,70,7.9,27,11.1,1010,3.184848485,22,0.4539905,0.891006524,2.00428
2018/1/9 23:00,70,8.1,29,11.3,1010,3.241818182,23,0.48480962,0.874619707,1.97375
2018/1/10 0:00,66,7.8,30,11,1010,3.907878788,0,0.5,0.866025404,3.78755
2018/1/10 1:00,65,8.3,32,11.4,1010,4.103939394,1,0.529919264,0.848048096,4.31417
2018/1/10 2:00,65,8.7,33,11.6,1010,4.01030303,2,0.544639035,0.838670568,4.12568
2018/1/10 3:00,64,9,33,11.7,1010,3.915757576,3,0.544639035,0.838670568,4.20251
2018/1/10 4:00,64,8.9,33,11.8,1010,4.01,4,0.544639035,0.838670568,3.8032
2018/1/10 5:00,64,8.7,32,11.8,1010,3.94,5,0.529919264,0.848048096,3.00657
2018/1/10 6:00,62,8.4,32,11.9,1010,3.255151515,6,0.529919264,0.848048096,0.32206
2018/1/10 7:00,61,8,32,12,1011,3.716969697,7,0.529919264,0.848048096,2.70635
2018/1/10 8:00,57,7.5,30,12.1,1011,4.716060606,8,0.5,0.866025404,6.89775
2018/1/10 9:00,52,7,25,12.3,1011,5.503030303,9,0.422618262,0.906307787,9.13369
2018/1/10 10:00,47,6.7,22,12.6,1011,3.92969697,10,0.374606593,0.927183855,3.62798
2018/1/10 11:00,43,6.6,20,12.9,1011,3.604848485,11,0.342020143,0.939692621,2.16611
2018/1/10 12:00,40,6.7,23,13.3,1010,4.588787879,12,0.390731128,0.920504853,6.57332
2018/1/10 13:00,38,7.1,27,13.8,1009,5.407272727,13,0.4539905,0.891006524,10.58486
2018/1/10 14:00,38,7.1,31,14.3,1008,5.228484848,14,0.515038075,0.857167301,8.70027
2018/1/11 8:00,50,11.9,27,11.3,1013,5.63030303,8,0.4539905,0.891006524,14.38084
2018/1/11 9:00,52,11.8,30,11.5,1013,6.696666667,9,0.5,0.866025404,18.62011
2018/1/11 10:00,53,11.6,36,11.7,1013,8.643030303,10,0.587785252,0.809016994,31.10328
2018/1/11 11:00,53,11.4,41,12,1013,7.456363636,11,0.656059029,0.75470958,20.87422
2018/1/11 12:00,50,11.1,44,12.3,1012,6.873030303,12,0.69465837,0.7193398,18.48824
2018/1/11 13:00,49,11,45,12.6,1011,6.042424242,13,0.707106781,0.707106781,15.12309
2018/1/11 14:00,50,10.9,46,12.9,1010,6.990606061,14,0.7193398,0.69465837,19.61907
2018/1/11 15:00,52,11,48,13,1010,8.526666667,15,0.743144825,0.669130606,27.49486
2018/1/11 16:00,55,11.4,49,13.1,1010,8.545151515,16,0.75470958,0.656059029,29.60055
2018/1/11 17:00,58,11.9,50,13.2,1011,9.080606061,17,0.766044443,0.64278761,31.39483
2018/1/11 18:00,60,12.5,50,13.2,1011,9.392424242,18,0.766044443,0.64278761,32.80991
2018/1/11 19:00,63,12.8,50,13.1,1012,8.21969697,19,0.766044443,0.64278761,25.96311
2018/1/11 20:00,66,13,48,12.8,1012,7.98030303,20,0.743144825,0.669130606,24.75455
2018/1/11 21:00,67,12.8,45,12.4,1012,8.186969697,21,0.707106781,0.707106781,27.62705
2018/1/11 22:00,68,12.5,40,11.8,1013,6.854545455,22,0.64278761,0.766044443,19.56497
2018/1/11 23:00,69,12.1,38,11.3,1013,6.797272727,23,0.615661475,0.788010754,21.23887
2018/1/12 0:00,70,11.9,34,11,1013,7.61969697,0,0.559192903,0.829037573,28.93744
2018/1/12 1:00,70,12.4,34,10.6,1013,6.924242424,1,0.559192903,0.829037573,24.23849
2018/1/12 2:00,70,12.8,35,10.3,1013,6.578787879,2,0.573576436,0.819152044,22.1132
2018/1/12 3:00,70,13,35,10.1,1013,6.98030303,3,0.573576436,0.819152044,24.30883
2018/1/12 4:00,69,13.1,34,10,1013,6.912424242,4,0.559192903,0.829037573,22.80715
2018/1/12 5:00,69,13,33,9.9,1013,7.847878788,5,0.544639035,0.838670568,29.20963
2018/1/12 6:00,69,13,33,9.8,1013,8.674545455,6,0.544639035,0.838670568,27.16857
2018/1/12 7:00,69,13,34,9.7,1014,7.856666667,7,0.559192903,0.829037573,28.66371
2018/1/12 8:00,67,13.1,35,9.8,1014,7.963636364,8,0.573576436,0.819152044,30.93588
2018/1/12 9:00,65,13.5,38,10.1,1014,9.552121212,9,0.615661475,0.788010754,33.67976
2018/1/12 10:00,62,14,41,10.5,1014,10.3469697,10,0.656059029,0.75470958,35.90056
2018/1/12 11:00,60,14.3,44,10.9,1013,10.67121212,11,0.69465837,0.7193398,35.35514
2018/1/12 12:00,58,14.2,45,11.3,1012,9.077878788,12,0.707106781,0.707106781,30.66295
2018/1/12 13:00,58,13.9,46,11.6,1012,7.665454545,13,0.7193398,0.69465837,25.74594
2018/1/12 14:00,58,13.6,47,11.9,1011,8.405151515,14,0.731353702,0.68199836,31.04894
2018/1/12 15:00,58,13.5,48,12,1011,9.853333333,15,0.743144825,0.669130606,34.74481
2018/1/12 16:00,60,13.6,49,12.1,1011,10.13848485,16,0.75470958,0.656059029,35.70305
2018/1/12 17:00,62,14,49,12.2,1011,11.44212121,17,0.75470958,0.656059029,39.44234
2018/1/12 18:00,64,14.5,49,12.2,1011,11.17030303,18,0.75470958,0.656059029,37.38512
2018/1/12 19:00,66,14.9,48,12.1,1012,11.44606061,19,0.743144825,0.669130606,38.22473
2018/1/12 20:00,68,14.9,47,11.9,1012,11.29121212,20,0.731353702,0.68199836,38.30906
2018/1/12 21:00,69,14.4,45,11.4,1012,12.03121212,21,0.707106781,0.707106781,36.19964
2018/1/12 22:00,70,13.7,43,10.9,1013,10.53606061,22,0.68199836,0.731353702,35.07887
2018/1/12 23:00,72,13.3,41,10.4,1013,8.363333333,23,0.656059029,0.75470958,30.79194
2018/1/13 0:00,71,13.9,37,9.9,1013,7.144848485,0,0.601815023,0.79863551,22.71922
2018/1/13 1:00,71,13.9,37,9.4,1013,7.781515152,1,0.601815023,0.79863551,29.70484
2018/1/13 2:00,71,13.9,36,9.1,1013,7.632424242,2,0.587785252,0.809016994,29.89325
